galaxy_name,status,message,output_csv,output_plot_png,output_residual_png,n_points,rmse_kms,mae_kms,r2,Dw_min,Dw_max,beta_min,beta_max,h_kpc_source,v_vis_source
NGC3917_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC3917_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC3917_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC3917_structure_enriched_residual.png,17,26.009308791155274,24.03115847274901,0.39339152699943225,2.052962366603614,2.8024198251105803,0.3517315100266216,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4010_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4010_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4010_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4010_structure_enriched_residual.png,12,17.70637657625719,15.73236885542947,0.6519816936480372,2.1393445976475043,3.094306441334692,0.3194235059269211,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4013_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4013_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4013_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4013_structure_enriched_residual.png,36,39.27208298049419,33.41537972768877,-12.761118795108885,2.012699360812036,2.1129076491867647,0.9726577726535468,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4068_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4068_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4068_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4068_structure_enriched_residual.png,6,6.033278325007262,4.801297050076857,0.7807634130199758,2.0585694143419344,2.6555043105549285,0.35475532687444555,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4088_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4088_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4088_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4088_structure_enriched_residual.png,12,50.789670956473095,43.789984607860674,-2.824869709888177,2.013201871047384,2.2577613055070005,0.6946359420648601,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4157_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4157_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4157_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4157_structure_enriched_residual.png,17,40.01023828171707,35.512724841393464,-2.012590268732031,2.076618406951297,2.9641132634656193,0.3018684592762628,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4183_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4183_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4183_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4183_structure_enriched_residual.png,23,33.26362682290714,31.562121406377074,-2.885939403401684,2.0708606860081047,3.0963105726342093,0.23158667019207219,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC4389_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC4389_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC4389_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC4389_structure_enriched_residual.png,6,57.39781653768723,56.31212217748689,-3.3745780923742217,2.0902056835828513,2.5736983474493202,0.5966980529946742,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC5907_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC5907_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC5907_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC5907_structure_enriched_residual.png,19,43.2583270317743,36.508800054016255,-28.86177665941316,2.058323894553149,2.611032454205332,0.6325919510121601,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
NGC5985_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\NGC5985_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\NGC5985_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\NGC5985_structure_enriched_residual.png,33,80.1394312670345,79.3228599886174,-15.976429992141032,2.0327158805406484,2.4128922116420624,0.8481238259322404,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC01281_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC01281_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC01281_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC01281_structure_enriched_residual.png,25,18.461825268523068,15.644643270917147,-0.09975939652422361,2.183930274321499,4.153433737087157,0.01687269724300242,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC04278_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC04278_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC04278_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC04278_structure_enriched_residual.png,25,27.666858740522606,23.333944530361904,-0.28269182568902584,2.125048577308694,3.7525971459112553,0.03342519423612963,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC05721_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC05721_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC05721_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC05721_structure_enriched_residual.png,23,36.993423159669014,33.28926888917641,-3.887872418004327,2.024184583378334,3.1461280356782377,0.05945860457568939,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC05750_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC05750_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC05750_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC05750_structure_enriched_residual.png,11,20.787271354183005,17.56649082613959,0.2887493223186324,2.01655910207161,2.9784603221438903,0.04680211765781893,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC05986_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC05986_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC05986_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC05986_structure_enriched_residual.png,15,38.974046378875315,35.0926546653526,-1.2438428392417222,2.0235972673482436,2.4583380254156024,0.5258322668535476,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC06667_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC06667_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC06667_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC06667_structure_enriched_residual.png,9,45.277335749335236,44.06960770470308,-4.328770272938504,2.1550808190123814,3.00496341953155,0.3862544294975269,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC06917_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC06917_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC06917_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC06917_structure_enriched_residual.png,11,30.603998547293074,28.466253312375617,-2.865472918537239,2.0416854114598477,2.3264771178764607,0.8056256240322345,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC07089_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC07089_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC07089_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC07089_structure_enriched_residual.png,12,14.928726373066114,12.01173502883024,0.2679266439676865,2.1492010199584484,3.06307872810129,0.3469558238050594,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC08490_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC08490_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC08490_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC08490_structure_enriched_residual.png,30,38.25426257077241,36.66560488715245,-16.147921922877888,2.0234312115756308,2.721374113937638,0.3148869494157134,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC08837_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC08837_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC08837_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC08837_structure_enriched_residual.png,8,7.9524046595645705,6.225948995339879,0.6898719205198733,2.0455463412368733,2.445364658600176,0.6129575125531278,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGC12506_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGC12506_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGC12506_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGC12506_structure_enriched_residual.png,31,78.84357360663257,78.11161841609545,-6.092721488055829,2.005154386956777,2.484126156288321,0.2564461860592858,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
UGCA281_structure_enriched,OK,success,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_results\UGCA281_structure_enriched_topological_rotation.csv,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_plots\UGCA281_structure_enriched_rotation_curve.png,C:\Users\mincu\Desktop\topological_gravity_project\data\derived\crossmatched\20260326_153338\per_galaxy_residual_plots\UGCA281_structure_enriched_residual.png,7,6.73116398542923,6.138506047590072,0.2535103758680882,2.291491054439683,3.5733873914320133,0.14505914083424903,1.0,structure_2014_z0,sqrt(v_gas^2 + v_disk^2 + v_bul^2)
