biz_name,AName,NED,RA_match_deg,DE_match_deg,nearest_sparc_name,nearest_sep_deg
NED,,NED,3.458802,-9.982133,UGCA444,6.198499798381412
PGC90466,PGC090466,NED,3.564188,1.928268,UGC00191,9.067192646297435
PGC90467,PGC090467,NED,3.608825,7.300052,UGC00191,3.84138206095865
PGC1157455,PGC1157455,NED,3.610015,0.11439,UGC00191,10.85594047519335
NGC00052,NGC0052,NED,3.666854,18.581877,NGC0100,3.064317520195722
PGC999009,PGC999009,NED,3.812457,-8.801081,UGCA444,7.410972814694543
PGC90468,PGC090468,NED,3.980848,16.003706,NGC0100,2.0087239808885844
SDSSJ001612.05+143659.7,SDSSJ001612.05+143659.7,NED,4.050224,14.616557,NGC0100,2.658408232612289
PGC1307089,PGC1307089,NED,4.156056,6.767066,UGC00191,4.200184416023036
PGC212496,PGC212496,NED,4.161357,7.114754,UGC00191,3.8591866661146357
PGC1189342,PGC1189342,NED,4.275275,1.257441,UGC00191,9.650366220739373
PGC1141,PGC001141,NED,4.364594,-9.57382,UGCA444,6.998291198340615
PGC90470,PGC090470,NED,4.773863,26.625856,UGC12732,8.609916935433887
2MASXJ00194467+1551308,2MASXJ00194467+1551308,NED,4.936191,15.858472,NGC0100,1.2089196297208478
PGC1299296,PGC1299296,NED,5.245854,6.364702,UGC00191,4.520046671857849
PGC1368,PGC001368,NED,5.362609,-4.231283,UGCA444,12.211736925165122
PGC90472,PGC090472,NED,5.535238,10.379254,UGC00191,0.7106313184971712
PGC894817,PGC894817,NED,5.544475,-16.699507,UGCA444,5.010002893982204
2MASXJ00221442+0825197,2MASXJ00221442+0825197,NED,5.560495,8.422548,UGC00191,2.5135555569810126
UGC00211,UGC00211,NED,5.563128,20.608295,NGC0100,4.143785771043201
PGC1154760,PGC1154760,NED,5.58274,0.009102,UGC00191,10.884508200365376
PGC90473,PGC090473,NED,5.617809,-10.698508,UGCA444,6.901202710649605
PGC1471258,PGC1471258,NED,5.685671,14.949582,NGC0100,1.5685455777326502
PGC997209,PGC997209,NED,5.8027,-8.945599,UGCA444,8.330950619024161
NED,,NED,6.012434,16.487118,NGC0100,0.0009366523394287652
PGC90476,PGC090476,NED,6.305318,13.538459,UGC00191,2.940280515333565
PGC1609,PGC001609,NED,6.448764,-2.284876,UGC00191,13.2405532864655
PGC172049,PGC172049,NED,6.588714,0.154153,UGC00191,10.83766796568649
PGC90478,PGC090478,NED,6.79393,-10.322334,UGCA444,8.009392031791812
PGC923806,PGC923806,NED,6.827743,-14.501973,UGCA444,6.195898810827271
NED,,NED,6.867521,23.756132,NGC0100,7.313926319126662
NED,,NED,7.068677,24.844599,NGC0100,8.416354911238294
PGC1751,PGC001751,NED,7.115848,-7.39056,UGCA444,10.356693703062554
PGC91877,PGC091877,NED,7.262248,-20.705639,NGC0247,4.230675914320079
NED,,NED,7.346062,31.382654,UGC00128,5.629297396619115
PGC90482,PGC090482,NED,7.48522,10.699792,UGC00191,2.4268058018045604
PGC901474,PGC901474,NED,7.495394,-16.178576,NGC0247,6.126948077330045
NED,,NED,8.101919,-0.88519,UGC00634,11.169874090469964
SDSSJ003239.04-005552.3,SDSSJ003239.04-005552.3,NED,8.162688,-0.931249,UGC00634,11.166042143813486
PGC969956,PGC969956,NED,8.365676,-11.103443,UGCA444,8.81523804250923
PGC1320660,PGC1320660,NED,8.445087,7.390704,UGC00191,4.857156670875873
NED,,NED,8.451971,-9.53985,UGCA444,9.768895013333093
PGC90484,PGC090484,NED,8.866123,-10.777742,UGCA444,9.403981608051916
PGC143625,PGC143625,NED,8.915275,-22.679335,NGC0247,3.2850862475413085
PGC869853,PGC869853,NED,8.943889,-18.305206,NGC0247,3.6330582627756574
PGC143643,PGC143643,NED,9.001315,-9.194606,UGCA444,10.408572587274854
PGC1147118,PGC1147118,NED,9.126265,-0.287375,UGC00634,10.05960851085576
PGC91883,PGC091883,NED,9.141284,-20.40556,NGC0247,2.500821726029477
NED,,NED,9.263625,25.649082,NGC0100,9.650599392401208
UGC00371,UGC00371,NED,9.338315,29.149338,UGC00128,8.443512598708962
PGC3127897,PGC3127897,NED,9.348694,15.028772,NGC0100,3.526654249590945
SDSSJ003752.17+153615.2,SDSSJ003752.17+153615.2,NED,9.467381,15.604246,NGC0100,3.436031555549898
PGC1742958,PGC1742958,NED,9.589609,25.61318,NGC0100,9.716631887121366
PGC1303555,PGC1303555,NED,9.688127,6.584071,UGC00634,5.7188355623149105
PGC856862,PGC856862,NED,9.742514,-19.320461,NGC0247,2.399432082771866
PGC73384,PGC073384,NED,9.813744,6.405738,UGC00634,5.633254458242729
NED,,NED,9.852391,-8.834152,UGCA444,11.29549826182651
PGC1705804,PGC1705804,NED,9.868913,24.370907,NGC0100,8.671821555140715
PGC73391,PGC073391,NED,9.869792,6.721838,UGC00634,5.516652932543748
PGC836595,PGC836595,NED,9.899598,-20.815044,NGC0247,1.7641019507268831
UGC00418,UGC00418,NED,9.906785,8.96508,UGC00191,5.178696303280619
PGC1463891,PGC1463891,NED,9.909661,14.664233,NGC0100,4.173272696379937
PGC172710,PGC172710,NED,9.951584,-9.142943,UGCA444,11.192878537671229
PGC90487,PGC090487,NED,9.98185,28.1213,UGC00128,9.611908924523162
PGC73411,PGC073411,NED,10.056877,7.169527,UGC00634,5.273647853811763
PGC90488,PGC090488,NED,10.156021,5.73093,UGC00634,5.500094156460084
PGC980105,PGC980105,NED,10.186053,-10.286705,NGC0247,10.586100890150966
PGC90490,PGC090490,NED,10.234062,-1.865228,UGC00634,10.778656352311806
UGC00433,UGC00433,NED,10.265016,31.733191,UGC00128,7.072015273373867
PGC90491,PGC090491,NED,10.292008,25.585461,NGC0100,9.934948282981521
PGC90492,PGC090492,NED,10.29833,15.052696,NGC0100,4.367020311837695
PGC2468,PGC002468,NED,10.317429,15.2171,NGC0100,4.331828050407499
PGC90493,PGC090493,NED,10.376707,10.889951,UGC00191,5.2588061153567445
PGC90495,PGC090495,NED,10.443166,-2.341023,UGC00634,11.10647741982795
PGC90494,PGC090494,NED,10.476619,41.954082,UGC00128,8.072924904548819
PGC985821,PGC985821,NED,10.502644,-9.834388,NGC0247,10.995615087734196
PGC90496,PGC090496,NED,10.529958,-1.500061,UGC00634,10.317395440316815
PGC3128317,PGC3128317,NED,10.590298,15.722653,NGC0100,4.464485330244822
PGC93263,PGC093263,NED,10.640643,-8.881494,UGCA444,11.900552407796186
PGC975875,PGC975875,NED,10.835071,-10.625837,NGC0247,10.175664069321545
PGC970029,PGC970029,NED,10.839989,-11.096181,NGC0247,9.706780857520078
PGC90498,PGC090498,NED,11.159943,-11.188782,NGC0247,9.59044669864477
PGC172838,PGC172838,NED,11.27655,-22.120138,NGC0247,1.4399364993854151
NED,,NED,11.291527,25.651768,NGC0100,10.401917317370943
UGC00474,UGC00474,NED,11.307083,10.502778,UGC00634,4.924438999343122
PGC90500,PGC090500,NED,11.697161,39.601116,UGC00128,7.435787088030384
UGC00485,UGC00485,NED,11.784159,30.341217,UGC00128,8.964346845672884
UGC00501,UGC00501,NED,12.259528,28.218452,UGC00128,10.759434927542603
UGC00507,UGC00507,NED,12.398632,1.115403,UGC00634,7.146108372989159
AGC102276,AGC102276,NED,12.46777,25.944426,NGC0100,11.204957752533941
PGC90501,PGC090501,NED,12.61191,5.055819,UGC00634,3.746541558118094
PGC1697598,PGC1697598,NED,12.635285,23.993662,NGC0100,9.741449935439277
PGC90503,PGC090503,NED,12.652223,3.098993,UGC00634,5.2659643628985755
PGC1747842,PGC1747842,NED,12.707131,25.737906,NGC0100,11.15675905745756
PGC90504,PGC090504,NED,12.714975,0.851287,UGC00634,7.267696748651389
PGC996252,PGC996252,NED,12.827066,-9.020129,NGC0247,11.783149320556186
PGC90506,PGC090506,NED,12.88912,-0.545294,UGC00634,8.533246012335127
PGC1125962,PGC1125962,NED,12.95315,-1.133388,UGC00634,9.081035621156019
PGC1147497,PGC1147497,NED,13.011279,-0.27247,UGC00634,8.236915786546566
PGC90508,PGC090508,NED,13.223612,31.634186,UGC00128,9.200877036236362
PGC1185888,PGC1185888,NED,13.288822,1.144435,UGC00634,6.800705274436255
UGC00542,UGC00542,NED,13.361045,29.270332,UGC00128,10.698922959356175
PGC90510,PGC090510,NED,13.378144,28.277,UGC00128,11.391535126556274
NED,,NED,13.386376,2.924128,UGC00634,5.093873675204356
PGC1705008,PGC1705008,NED,13.435132,24.336132,NGC0100,10.483604147314418
PGC90511,PGC090511,NED,13.477202,-3.460148,UGC00634,11.243329309759952
PGC1320750,PGC1320750,NED,13.506557,7.394457,UGC00634,1.8470321100406737
PGC90512,PGC090512,NED,13.597616,29.048241,UGC00128,11.000868363831717
PGC73462,PGC073462,NED,13.77312,-1.233795,UGC00634,8.999165082110256
PGC3102143,PGC3102143,NED,14.074458,-8.958753,NGC0247,12.006331355839116
PGC1151316,PGC1151316,NED,14.081713,-0.125765,UGC00634,7.855013880753888
NED,,NED,14.098935,-11.135113,NGC0247,9.878205134064977
PGC3360,PGC003360,NED,14.102165,-1.143432,UGC00634,8.857989062987958
PGC994646,PGC994646,NED,14.244656,-9.14568,NGC0247,11.854211944317317
PGC985693,PGC985693,NED,14.349925,-9.846807,NGC0247,11.189336654251587
PGC1341372,PGC1341372,NED,14.369369,8.195706,UGC00634,1.1302198563517962
NGC00325,NGC0325,NED,14.449542,-5.112174,UGC00634,12.770149062645443
PGC994919,PGC994919,NED,14.544062,-9.122091,NGC0247,11.938322614505122
PGC1478004,PGC1478004,NED,14.55946,15.20026,UGC00891,6.2581928419858555
UGC00604,UGC00604,NED,14.647366,45.005219,UGC00731,5.035842604739327
SDSSJ005846.65+133904.8,SDSSJ005846.65+133904.8,NED,14.694393,13.651346,UGC00891,5.62800178300821
PGC1148202,PGC1148202,NED,14.912169,-0.245314,UGC00634,7.883673792968414
PGC90515,PGC090515,NED,14.956309,14.327884,UGC00891,5.567359953491955
PGC173280,PGC173280,NED,15.257993,-9.110479,NGC0247,12.121453510681508
PGC1451696,PGC1451696,NED,15.724411,14.194534,UGC00891,4.822894893419201
NED,,NED,15.777982,6.535584,UGC00634,1.1684514455724917
NED,,NED,15.871194,15.474948,UGC00891,5.300969398403605
UGC00653,UGC00653,NED,15.952917,31.198055,UGC01281,9.797867066364423
PGC1448370,PGC1448370,NED,16.142355,14.066875,UGC00891,4.398949324533005
PGC173367,PGC173367,NED,16.143017,0.605039,UGC00634,7.064767967217041
PGC1158324,PGC1158324,NED,16.150038,0.147929,UGC00634,7.519965454516583
PGC996305,PGC996305,NED,16.251299,-9.016181,NGC0247,12.508897428456228
SDSSJ010529.27+152812.3,SDSSJ010529.27+152812.3,NED,16.371994,15.470015,UGC00891,4.909355622523395
PGC1314606,PGC1314606,NED,16.401356,7.134357,UGC00634,1.1483654477574186
PGC1509186,PGC1509186,NED,16.683874,16.455252,UGC00891,5.36738466366817
PGC212661,PGC212661,NED,16.847523,0.892642,UGC00634,6.895730215047319
PGC1510779,PGC1510779,NED,16.927767,16.521702,UGC00891,5.266500228962439
PGC1001050,PGC1001050,NED,16.973082,-8.645327,NGC0247,13.108647276962378
UGC00711,UGC00711,NED,17.154181,1.641211,UGC00634,6.247477221078638
PGC90522,PGC090522,NED,17.264805,16.934765,UGC00891,5.407607588329714
NED,,NED,17.274954,19.604738,UGC00891,7.768274994242995
PGC138322,PGC138322,NED,17.279818,17.302794,UGC00891,5.710111184623266
UGC00723,UGC00723,NED,17.483648,20.771261,UGC00891,8.79225679636604
2MASXJ01100256+2241380,2MASXJ01100256+2241380,NED,17.510708,22.693838,UGC01230,8.57656597294801
PGC1000667,PGC1000667,NED,17.539621,-8.671575,NGC0247,13.303042030353383
PGC90524,PGC090524,NED,17.568766,29.200155,UGC01230,8.646895835161164
PGC3127414,PGC3127414,NED,17.579872,14.334698,UGC00891,3.2944180557447793
NED,,NED,17.627274,24.033566,UGC01230,8.087266070290225
NED,,NED,17.635992,6.124789,UGC00634,2.717021075672395
PGC73737,PGC073737,NED,17.701597,17.415041,UGC00891,5.6104217573945325
NED,,NED,17.759241,-8.520889,NGC0247,13.529768424757918
PGC4270,PGC004270,NED,17.856897,17.67613,UGC00891,5.780234792460608
PGC4278,PGC004278,NED,17.880224,23.215996,UGC01230,8.080331634400126
PGC1498793,PGC1498793,NED,17.89138,16.01948,UGC00891,4.3127489895199025
2MASXJ01114694+2423143,2MASXJ01114694+2423143,NED,17.945707,24.387396,UGC01230,7.733038251329791
PGC1543844,PGC1543844,NED,17.966602,17.864286,UGC00891,5.910018689077081
PGC1503710,PGC1503710,NED,17.976202,16.223715,UGC00891,4.441673207388685
PGC1805700,PGC1805700,NED,18.051981,27.360235,UGC01230,7.682222659514368
PGC1743757,PGC1743757,NED,18.068268,25.634621,UGC01230,7.500737796677451
PGC1471954,PGC1471954,NED,18.073921,14.975701,UGC00891,3.3727884692657604
PGC1502091,PGC1502091,NED,18.134123,16.155773,UGC00891,4.306091403995686
PGC1485444,PGC1485444,NED,18.158974,15.467892,UGC00891,3.711716742813053
PGC90528,PGC090528,NED,18.21866,27.530455,UGC01230,7.575484530230333
NGC00429,NGC0429,NED,18.238955,-0.345437,UGC00634,8.474343426944586
PGC1429997,PGC1429997,NED,18.279984,13.396872,UGC00891,2.227458170536809
UGC00764,UGC00764,NED,18.302217,34.965965,UGC01281,7.909561418336294
PGC987025,PGC987025,NED,18.354607,-9.742872,NGC0247,12.704193922569175
PGC92839,PGC092839,NED,18.360157,17.441143,UGC00891,5.3771163518609635
PGC94060,PGC094060,NED,18.387714,0.496669,UGC00634,7.743848366774976
PGC1169114,PGC1169114,NED,18.435274,0.556405,UGC00634,7.707620372032821
UGC00775,UGC00775,NED,18.470995,19.17671,UGC00891,6.997051245089322
NED,,NED,18.508577,17.112263,UGC00891,5.019321773049447
PGC166829,PGC166829,NED,18.636766,1.004198,UGC00634,7.385513596194515
PGC1613002,PGC1613002,NED,18.636812,20.001976,UGC00891,7.762036835193013
PGC1727942,PGC1727942,NED,18.684967,25.181561,UGC01230,6.965263218733032
PGC73840,PGC073840,NED,18.695589,0.524679,UGC00634,7.843351584743153
PGC1460097,PGC1460097,NED,18.699074,14.512235,UGC00891,2.6317606419081945
PGC1433134,PGC1433134,NED,18.764372,13.521481,UGC00891,1.8862368582470894
PGC1629904,PGC1629904,NED,18.809408,20.531651,UGC00891,8.249470817596595
NED,,NED,18.870375,25.933643,UGC01230,6.780727115094777
PGC1477895,PGC1477895,NED,18.964981,15.196716,UGC00891,3.0841196120399097
NED,,NED,19.024111,19.772249,UGC00891,7.466449341479216
PGC997290,PGC997290,NED,19.059599,-8.939355,NGC0247,13.746097551829006
PGC1626162,PGC1626162,NED,19.152668,20.399277,UGC00891,8.06678219841832
NED,,NED,19.237841,18.133789,UGC00891,5.81807802260099
NED,,NED,19.316139,31.029711,UGC01281,7.027451474115536
2MASXJ01172843+1742160,2MASXJ01172843+1742160,NED,19.368464,17.704424,UGC00891,5.373385576567858
NED,,NED,19.522617,29.493177,UGC01230,7.264856386588449
PGC90535,PGC090535,NED,19.613579,0.28547,UGC00634,8.479880803527667
PGC2008067,PGC2008067,NED,19.622169,32.685638,UGC01281,6.533987418679343
PGC1146985,PGC1146985,NED,19.768171,-0.292525,UGC00634,9.059198761923945
UGC00847,UGC00847,NED,19.768316,-0.138572,UGC00634,8.924892996728811
2MASXJ01194999+0042219,2MASXJ01194999+0042219,NED,19.958263,0.70602,UGC00634,8.302964243904752
PGC90536,PGC090536,NED,20.00246,13.053057,UGC00891,0.7163063871475484
PGC90537,PGC090537,NED,20.054974,-2.52317,UGC00634,11.180095803342171
NED,,NED,20.070786,30.180111,UGC01281,6.687975338464155
PGC1921834,PGC1921834,NED,20.101139,30.877567,UGC01281,6.4228026852948545
PGC986639,PGC986639,NED,20.155573,-9.771979,NGC0247,13.626860710293256
PGC3128080,PGC3128080,NED,20.206917,15.305096,UGC00891,2.895821561694519
PGC90539,PGC090539,NED,20.242643,21.493122,UGC01230,6.9225713280950165
PGC90540,PGC090540,NED,20.348846,-1.862524,UGC00634,10.716866975713907
PGC2145900,PGC2145900,NED,20.469849,39.232082,NGC0801,8.21671898795796
PGC1156250,PGC1156250,NED,20.482189,0.066368,UGC00634,9.125807033816368
PGC169769,PGC169769,NED,20.621622,34.040031,UGC01281,5.8319360328343475
PGC100135,PGC100135,NED,20.639366,36.712231,UGC01281,6.909018465545706
PGC1334427,PGC1334427,NED,20.685312,7.921215,UGC00891,4.504133120045118
SDSSJ012307.65-092505.0,SDSSJ012307.65-092505.0,NED,20.781891,-9.418065,NGC0247,14.275338074994396
UGC00931,UGC00931,NED,20.810881,-0.700633,UGC00634,9.946816627589781
PGC1149015,PGC1149015,NED,20.88385,-0.213389,UGC00634,9.583812517010172
PGC90544,PGC090544,NED,20.98724,28.63345,UGC01230,5.72400673082499
PGC144099,PGC144099,NED,21.041134,0.320136,UGC00634,9.247130498476189
PGC5170,PGC005170,NED,21.102089,34.044247,UGC01281,5.44520262385103
PGC1156593,PGC1156593,NED,21.17087,0.081251,UGC00634,9.51559797143237
NGC00522,NGC0522,NED,21.191042,9.994639,UGC00891,2.5605349149567926
UGC00971,UGC00971,NED,21.202381,1.036697,UGC00634,8.796519208052448
PGC1976209,PGC1976209,NED,21.394917,32.020836,UGC01281,5.0914823160282685
PGC2138497,PGC2138497,NED,21.404509,38.871895,NGC0801,7.475087325340514
PGC998982,PGC998982,NED,21.413839,-8.803039,NGC0247,15.141068205407128
PGC212758,PGC212758,NED,21.432344,8.040122,UGC00891,4.504231654967137
NED,,NED,21.458862,44.730598,UGC00731,5.504741748358757
PGC831400,PGC831400,NED,21.518005,-21.198309,NGC0247,9.096311164248759
2MASXJ01264588-2117259,2MASXJ01264588-2117259,NED,21.691078,-21.290442,NGC0247,9.259594857224211
NED,,NED,21.762358,44.683659,UGC00731,5.6450455796011845
PGC1326601,PGC1326601,NED,21.782793,7.623869,UGC00891,4.997025457891629
NGC00560,NGC0560,NED,21.855862,-1.912998,UGC00634,11.534810821712904
PGC90550,PGC090550,NED,21.88052,-10.396425,NGC0247,14.199739791718784
PGC974400,PGC974400,NED,21.884192,-10.736865,NGC0247,13.95071191092
PGC91935,PGC091935,NED,21.891518,-20.83786,NGC0247,9.446055450446092
UGC01040,UGC01040,NED,21.899595,-1.105119,UGC00634,10.901533001951732
PGC91937,PGC091937,NED,22.132296,-19.501934,NGC0247,9.79389549959119
PGC1169623,PGC1169623,NED,22.169977,0.575261,UGC00634,9.790880992841087
UGC01054,UGC01054,NED,22.202999,34.345757,UGC01281,4.663623184793081
PGC1305147,PGC1305147,NED,22.246939,6.663114,UGC00891,6.051339855556258
SDSSJ012953.51+135631.3,SDSSJ012953.51+135631.3,NED,22.47299,13.94206,UGC00891,2.587900752219182
NED,,NED,22.630163,44.719929,UGC00731,5.925828007784953
NED,,NED,22.640051,6.386581,UGC00891,6.441521391319331
NED,,NED,22.708813,39.538223,NGC0801,6.527644874082962
PGC3100987,PGC3100987,NED,22.919968,-9.737604,NGC0247,15.376537866237042
PGC1167384,PGC1167384,NED,22.977274,0.491943,UGC00634,10.422484072592502
PGC2188129,PGC2188129,NED,23.069756,41.860912,NGC0801,7.01220882796931
PGC2359706,PGC2359706,NED,23.158386,49.995365,UGC00731,3.5549918258159794
UGC01103,UGC01103,NED,23.166021,11.829496,UGC00891,2.833680725098434
PGC871270,PGC871270,NED,23.422136,-18.203777,NGC0247,11.260957935972822
UGC01123,UGC01123,NED,23.533209,-1.032286,UGC00634,11.895421616093426
NED,,NED,23.544382,50.176029,UGC00731,3.818410475038
NED,,NED,23.580976,53.73365,UGC00731,5.514319859949278
PGC1127971,PGC1127971,NED,23.656418,-1.05225,UGC00634,11.994489228169472
PGC90551,PGC090551,NED,23.714769,-3.050619,UGC00634,13.548548240611181
PGC1446565,PGC1446565,NED,23.774433,14.003314,UGC00891,3.7121313958728575
PGC90553,PGC090553,NED,23.88154,2.031661,UGC00634,10.169844884593205
PGC985605,PGC985605,NED,23.883022,-9.854013,NGC0247,15.954832087326709
PGC5934,PGC005934,NED,23.965912,-9.94627,NGC0247,15.94879776903209
PGC2241686,PGC2241686,NED,23.986595,44.324375,UGC00731,6.803856902223843
UGC01146,UGC01146,NED,24.100519,10.536125,UGC00891,4.144137282722013
PGC1460544,PGC1460544,NED,24.101635,14.529505,UGC00891,4.235507609986425
PGC849270,PGC849270,NED,24.108059,-19.879301,NGC0247,11.586270710181772
SDSSJ013635.41-103226.1,SDSSJ013635.41-103226.1,NED,24.147581,-10.540591,NGC0247,15.672763938783927
PGC842018,PGC842018,NED,24.281027,-20.418934,NGC0247,11.699298172842543
PGC138005,PGC138005,NED,24.290222,54.058197,UGC00731,6.038739455552426
PGC90554,PGC090554,NED,24.507647,32.351669,UGC01281,2.4365204280244352
UGC01160,UGC01160,NED,24.513882,32.494026,UGC01281,2.419695484847763
PGC1147312,PGC1147312,NED,24.563093,-0.28043,UGC00634,12.116859002531966
SDSSJ013838.86+134304.3,SDSSJ013838.86+134304.3,NED,24.661947,13.717856,UGC00891,4.417608064431651
PGC1693089,PGC1693089,NED,24.699862,23.754589,UGC01230,2.337942182963128
PGC6108,PGC006108,NED,24.787836,-10.503865,NGC0247,16.168222583998677
PGC1440467,PGC1440467,NED,24.995527,13.785427,UGC00891,4.747480434579939
UGC01181,UGC01181,NED,25.124933,14.522899,UGC00891,5.1187915014665935
PGC90557,PGC090557,NED,25.258743,-9.339615,NGC0247,17.29112789769226
PGC1430362,PGC1430362,NED,25.534962,13.410595,UGC00891,5.171045227780618
PGC1157741,PGC1157741,NED,25.543848,0.124752,UGC00634,12.627686298270852
PGC174003,PGC174003,NED,25.701128,0.735861,UGC00634,12.402329651793956
PGC1440035,PGC1440035,NED,25.718065,13.77126,UGC00891,5.421464028511835
PGC1433323,PGC1433323,NED,25.91095,13.527663,UGC00891,5.552117136212652
PGC1301250,PGC1301250,NED,25.9461,6.468358,UGC00891,8.123435824459257
PGC90561,PGC090561,NED,26.020111,-7.49407,NGC1090,17.17829633742632
PGC997454,PGC997454,NED,26.28274,-8.925764,NGC1090,17.584973047853317
NED,,NED,26.408684,24.625561,UGC01230,0.896177528536671
2MASXJ01461053-0947225,2MASXJ01461053-0947225,NED,26.543821,-9.789683,NGC1090,17.79624396800182
PGC1136847,PGC1136847,NED,26.995764,-0.702173,UGC00634,14.28748199971301
PGC998898,PGC998898,NED,27.051191,-8.80914,NGC1090,16.86551671090971
PGC90564,PGC090564,NED,27.09244,33.845081,UGC01281,1.280390989995623
PGC1689181,PGC1689181,NED,27.145056,23.543518,UGC01230,2.095491052951
PGC1417675,PGC1417675,NED,27.14868,12.862238,UGC00891,6.668976400740263
NED,,NED,27.381723,32.588757,UGC01281,0.0009838429041140496
PGC1004424,PGC1004424,NED,27.423338,-8.383626,NGC1090,16.33586311191745
NED,,NED,27.477966,5.981707,UGC00891,9.543674220030464
NED,,NED,27.559879,27.655331,UGC01230,2.3786822326438353
PGC1465061,PGC1465061,NED,27.621141,14.707645,UGC00891,7.450127737870475
PGC904579,PGC904579,NED,27.659245,-15.933372,NGC0247,15.810835201428672
PGC90567,PGC090567,NED,27.733145,16.821842,UGC00891,8.410517220869572
PGC144366,PGC144366,NED,27.761942,-8.584081,NGC1090,16.144703274662053
PGC1161233,PGC1161233,NED,27.791122,0.258806,NGC1090,13.859384035936136
PGC1468480,PGC1468480,NED,27.798708,14.840808,UGC00891,7.653699953013275
