galaxy,beta,rmse,maf,status
UGC00128,148.5613000584862,78.432321064792,0.676758153903164,ok
UGC00191,771.8001612903225,278.0518489167096,4.755219079403269,ok
UGC00634,250.42917462380393,96.99304087262139,0.9999999663297646,ok
UGC00731,111.98871959015825,38.61200243881439,0.5103108851809484,ok
UGC00891,198.90516853932587,51.19342032408028,0.999999957669749,ok
UGC01230,394.7866162790698,105.00162913441834,1.6259618310468098,ok
UGC01281,220.0106,89.93347122032121,3.1220641410669536,ok
UGC02023,520.4113531353136,221.58586157572327,7.9401816633404305,ok
UGC02259,462.5418891887065,87.06970534485586,1.1173447730996253,ok
UGC02455,2700.505703032457,878.7989107877582,23.229933269254694,ok
UGC02487,1511.1649415277432,331.0672519742239,0.9083395210852099,ok
UGC02885,1328.7440595329742,245.49706299623983,0.8447531395854617,ok
UGC02916,7102.860771312585,2052.3341691263972,3.094479710764948,ok
UGC02953,17291.12234303216,14839.499926463175,10.453342957784496,ok
UGC03205,6876.622935190673,2252.5680766320625,4.759194068495346,ok
UGC03546,14061.066894484411,212.8254345804407,0.9999999871056949,ok
UGC03580,5067.5679272727275,3264.335012980216,12.12060147625461,ok
UGC04278,345.89316614420056,176.1538368188814,6.570833965236644,ok
UGC04305,448.5513031943025,226.79041695236884,14.148885750130479,ok
UGC04325,762.6720466246164,192.80582336493757,2.5339514305735142,ok
UGC04483,246.75249961520706,228.42621111164746,18.050424583640492,ok
UGC04499,446.4303516483517,62.76605381275033,0.9999999665285093,ok
UGC05005,276.00904651162784,73.03428000926989,1.4734812338849161,ok
UGC05253,17407.449125799572,6641.401854607709,4.334610571343864,ok
UGC05414,547.5696699227135,164.96876777311022,4.334425827349167,ok
UGC05716,147.90493832820238,65.37636612735835,0.9999999625506635,ok
UGC05721,797.8060386473431,459.458045475941,7.10004693163802,ok
UGC05750,204.00340136054425,70.22105165960755,5.734018723741364,ok
UGC05764,196.75975720359003,85.08680144417076,1.939315201055368,ok
UGC05829,198.61541114058355,53.621694610990744,1.4242379323456746,ok
UGC05918,125.3296171171171,35.654292526338494,1.0420064449095738,ok
UGC05986,1133.4418525896413,139.47303949463839,1.347514304219198,ok
UGC05999,245.6576295585413,66.93998105670765,0.7905664116167688,ok
UGC06399,485.8862068965518,115.9875458045281,2.183755083626487,ok
UGC06446,274.23346080305924,74.22319848025721,0.9999999707316249,ok
UGC06614,2271.783236040609,186.8467033709804,0.9999999757110264,ok
UGC06628,522.4674487471526,39.441980644331295,0.999999949260982,ok
UGC06667,154.1405714285714,49.9826295132897,0.6142272281254458,ok
UGC06786,7267.390083333333,4135.924129666137,4.826148615693078,ok
UGC06787,7986.838723076924,7476.837846083244,8.441671855911682,ok
UGC06818,466.52635174893754,54.99262253405541,0.9999999615903766,ok
UGC06917,748.2353682487725,95.45052256392496,0.9999999748665677,ok
UGC06923,1134.680917912405,69.386260069037,0.9999999746447639,ok
UGC06930,580.5852936196032,98.87182307473094,0.9999999702893204,ok
UGC06973,9035.44296992481,173.81535320412587,0.9999999873605019,ok
UGC06983,442.7627637614679,102.01624723914571,0.9999999722676295,ok
UGC07089,463.2386382229107,132.11435520983747,2.661402129755577,ok
UGC07125,195.46571428571426,52.59407389719575,0.8967808365314032,ok
UGC07151,897.0361666666668,259.92496403702296,4.44129666030051,ok
UGC07232,1218.6287596006146,823.2311076735002,27.552401760096288,ok
UGC07261,682.9812073490813,235.50166816777622,2.808565019049925,ok
UGC07323,938.6746986175115,223.06968057625335,4.242015036472978,ok
UGC07399,503.45770818580934,89.90297921897074,0.9999999805019633,ok
UGC07524,283.75669691470057,48.32146400706137,0.730883221847727,ok
UGC07559,269.80758620689653,101.25085630259645,5.304639689482596,ok
UGC07577,160.38688741721853,100.61914668341679,12.338654726637397,ok
UGC07603,518.8142209409124,62.01798018220463,1.3622550219421787,ok
UGC07608,175.68189850634627,33.18459393640314,0.6540508364453326,ok
UGC07690,904.6292372881355,56.67562945407126,0.9999999739641076,ok
UGC07866,282.73030303030305,49.910288433110445,1.7342207258624902,ok
UGC08286,453.32990588235293,91.29061602537672,1.5381139722723827,ok
UGC08490,279.3234539784884,85.88619226634225,1.1602664061164378,ok
UGC08550,217.43356164383562,82.3000687217359,1.6616424671781216,ok
UGC08699,3659.376815642459,2375.6160301028763,3.409212570471636,ok
UGC08837,295.3078593426501,76.13733099945124,3.5541542559601647,ok
UGC09037,1518.487816673853,140.08861745095464,0.9999999732535961,ok
UGC09133,6623.2401230283285,2756.5093276983575,2.156952752849296,ok
UGC09992,314.74085470085475,32.09470211164417,0.9999999544105982,ok
UGC10310,419.25904977375563,106.89718889328287,1.8781453208362038,ok
UGC11455,8194.350783701804,1415.1070151707156,8.15534504634632,ok
UGC11557,1634.6260051406925,471.2649266878846,34.16394223929705,ok
UGC11820,236.4291803158818,221.18951829950714,6.986378731292936,ok
UGC11914,26103.61195822454,280.63430714348993,0.9999999935661538,ok
UGC12506,1103.3007870916965,281.15512106840885,1.1955090469032066,ok
UGC12632,201.66424999999998,55.95141603984805,0.8056117609203721,ok
UGC12732,182.66865162037033,63.58079698036499,0.8888545198316727,ok
UGCA281,536.7199999999999,565.7141538832486,34.57475815910424,ok
UGCA442,154.9649014667915,72.43306581781414,2.258576746795974,ok
UGCA444,140.92046486775317,89.76186658806125,3.5812146600804176,ok
