galaxy,source_file,beta_mode,beta_raw,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_numerator,beta_denominator,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,92783.55054011875,1957.7985844884874,1957.7985844884874,False,True,331559.5196668538,3.5734730750952513,4465.040597400861,3618.810794657943,0.2864027224512772,0.25350434200630995,0.34513152445090894,25,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,61.49714883516685,54.15257047432321,0.31069610844676654,0.15077176103056547,1724.1954985011348,59.4550171896943,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\ESO563-G021_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\ESO563-G021_rotation_curve.png,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F561-1_normalized.csv,structural,1980.4488132348085,995.0881954064614,995.0881954064614,False,False,52.25143397823074,0.02638363265389563,372.01707452824746,403.2332228873243,0.03946632804591616,0.009352411986831118,0.06631193036562831,3,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.219081075727507,3.3261090532922455,0.08878791175848451,0.06476005406359298,3.304108204335244,0.6608216408670489,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F561-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F561-1_rotation_curve.png,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,7225.996344685867,1566.4424902678415,1566.4424902678415,False,True,137338.45143048308,19.00616121007096,156.14697624190066,171.2162577136761,1.0361231868126661,1.1029674662820532,1.057359675297527,17,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,39.92852514810844,36.56803295774045,0.38448378667661315,0.4180588158101485,222.1471617130627,13.884197607066419,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F563-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F563-1_rotation_curve.png,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V1_normalized.csv,structural,538.0319209802088,423.9756927662409,423.9756927662409,False,False,26.734313667298196,0.049689084652435704,140.38075087800775,141.50315236362601,0.05235551003963055,0.008415025336443128,0.09100282472853587,3,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.5805859877222146,0.9913122655404202,0.03601963495955344,0.01666628064638811,0.599580495500114,0.11991609910002281,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F563-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F563-V1_rotation_curve.png,ok,
F563-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V2_normalized.csv,structural,7636.989305006352,1584.9326098222368,1584.9326098222368,False,True,66185.04380714711,8.666379009298883,366.5083344301131,378.2239546562029,0.9287656543562063,0.9320361482788594,0.9309338864440311,10,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,39.541892709563335,35.87886123539022,0.5336586282144256,0.4256187664910821,99.75936581547022,11.084373979496691,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F563-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F563-V2_rotation_curve.png,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F565-V2_normalized.csv,structural,3618.0448785772237,1288.0085356290342,1288.0085356290342,False,True,24896.19536103302,6.881118448376824,136.88976127320953,139.5307608032617,0.9827260724253091,1.0430399206035954,0.9914720980423738,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.45739876093362,19.812900860764447,0.3232812225520593,0.35627760449939244,96.32245971563299,16.053743285938832,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F565-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F565-V2_rotation_curve.png,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F567-2_normalized.csv,structural,2258.126353316798,1060.6197026341724,1060.6197026341724,False,True,1901.6205543084543,0.8421231839021328,188.49739130434784,230.43002560555695,0.3776378207026907,0.40709685569822984,0.410395707555801,5,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,5.4749632437891815,4.965251137541573,0.10360961706305272,0.12150316521331583,4.034676891245307,1.0086692228113268,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F567-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F567-2_rotation_curve.png,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-1_normalized.csv,structural,10696.623015712557,1684.9555984256722,1684.9555984256722,False,True,107283.29940538722,10.029641995216238,399.4879274891775,429.953722685291,0.8919792912841551,0.9338019138853635,0.9142228938291087,12,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,46.85206852020355,42.31882493902726,0.418621954484436,0.4424478013992228,215.15647899987053,19.55967990907914,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F568-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F568-1_rotation_curve.png,ok,
F568-3,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-3_normalized.csv,structural,7657.392013028692,1585.8095027515046,1585.8095027515046,False,True,56384.46494018203,7.363403211465015,432.68924740271166,381.98158064632844,0.5926710758869679,0.6800087593286546,0.6395920232401631,17,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,25.595075789593775,21.180976268695346,0.2382804431981709,0.29653111647098207,144.1501080853665,8.479418122668617,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F568-3_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F568-3_rotation_curve.png,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,8819.250876969141,1630.2886359244362,1630.2886359244362,False,True,114883.87937280923,13.026489548315318,369.2037649063032,363.65721565740824,0.921129391863369,0.9651490273427263,0.9318973315522949,15,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,41.56924647146923,38.75594212227212,0.4129178035972919,0.42514870403594157,256.17826563403213,18.29844754528801,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F568-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F568-V1_rotation_curve.png,ok,
F571-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-8_normalized.csv,structural,15524.093586064786,1771.7428305004707,1771.7428305004707,False,True,56788.59917801048,3.658094359144215,1790.4438784067086,1827.3529504528233,0.358719204559983,0.2265822179832758,0.5304638289084821,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,42.41280670371712,38.24573156044342,0.5805806581012577,0.41188212293406556,1261.7049053249932,105.14207544374943,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F571-8_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F571-8_rotation_curve.png,ok,
F571-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-V1_normalized.csv,structural,5246.721862990112,1448.0262833835961,1448.0262833835961,False,True,20968.959497854405,3.9965830180112074,221.19778920308482,219.46774977502827,0.7358254980559934,0.7980206079436981,0.7556060025862125,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,22.388558774055582,20.152894966226295,0.26483229337224334,0.3034705682596573,93.04053910621359,15.506756517702264,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F571-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F571-V1_rotation_curve.png,ok,
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,7274.975335812965,1568.7320068059894,1568.7320068059894,False,True,50369.508026294614,6.923667188029843,364.4962482269504,397.6921716481688,0.6851010598911655,0.7556718725360279,0.7032408238205278,14,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,26.98481761936785,24.912627584244365,0.31031395644448373,0.3254944216552667,489.20428226954095,37.63109863611854,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F574-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F574-1_rotation_curve.png,ok,
F574-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-2_normalized.csv,structural,0.0,0.0,0.0,False,False,0.0,1e-12,201.78452023121386,208.41862823115696,0.0,0.0,0.0,0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.294377305917471,7.0283879765900155,0.3269709997674234,0.2312297324481212,3.3569881462025783,0.8392470365506446,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F574-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F574-2_rotation_curve.png,ok,
F579-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F579-V1_normalized.csv,structural,8560.264676771607,1621.22161494698,1621.22161494698,False,True,58566.681118309854,6.841690453477604,780.6208149807635,726.2021259374882,0.6861736643074986,0.6277758701627125,0.6990652153042153,14,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.43463399182572,29.72604245650714,0.29313040527120066,0.28353717618153274,116.91143596240842,8.993187381723725,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F579-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F579-V1_rotation_curve.png,ok,
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,3277.239213171617,1242.0279167909835,1242.0279167909835,False,True,67533.45550191893,20.606812963330196,156.08329519450797,160.76232253372171,0.8620804573281877,0.9797365276544527,0.9078945525407496,24,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,20.177210339168262,17.084820101316605,0.3645954741862042,0.32259933445584643,286.36190702231136,11.93174612592964,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F583-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F583-1_rotation_curve.png,ok,
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,2787.9972178996486,1164.5776265186132,1164.5776265186132,False,True,12451.040102023104,4.465944234837923,325.17850306930694,318.9798421099498,0.6010376886428143,0.5906993858244655,0.6100508335948271,12,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,13.306969271641638,11.901578488032394,0.33762647039326116,0.2164968401841838,100.64592026771645,9.14962911524695,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\F583-4_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\F583-4_rotation_curve.png,ok,
IC2574,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC2574_normalized.csv,structural,2489.331459070266,1108.99873701275,1108.99873701275,False,True,33349.41740093172,13.396937269811112,143.23285763613387,141.04456781658732,0.599857612660613,0.6427422827736495,0.6277161514244484,34,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,10.57330165432772,8.403622144120455,0.1892995045893646,0.1928814370233059,2312.049230216639,70.0620978853527,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\IC2574_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\IC2574_rotation_curve.png,ok,
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,58532.423682554225,1933.9197118394447,1933.9197118394447,False,True,44180.10141660474,0.7547970618167441,4577.361699034203,4637.730830585807,0.10666333625017586,0.09378624421182918,0.1535819266116362,22,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.823063853570815,23.35870962304055,0.21360397988809857,0.061085760588168864,1828.8971687087023,58.996682861571045,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\IC4202_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\IC4202_rotation_curve.png,ok,
KK98-251,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\KK98-251_normalized.csv,structural,652.628032606977,492.06147607931314,492.06147607931314,False,False,2670.107491470408,4.091315968767756,177.04964157706092,142.10489956357046,0.5151708832896069,0.4914186381045847,0.5222589376140764,15,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,5.397596064561527,4.643445108479687,0.4106543353246143,0.1648487328276084,109.25266228563781,7.803761591831273,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\KK98-251_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\KK98-251_rotation_curve.png,ok,
NGC0024,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0024_normalized.csv,structural,8095.463180304729,1603.782419037136,1603.782419037136,False,True,86107.62383439756,10.63652837602756,2176.6304273504275,1697.961358605686,0.5758668094015161,0.5610592026246155,0.6056210370789971,28,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,24.866873695420466,21.865575651900524,0.2351577386692478,0.236932543980558,931.0995635166438,33.253555839880136,29,29,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\tables\NGC0024_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_111608_structural\figures\NGC0024_rotation_curve.png,ok,
