galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC06787,7.33,238.0,6.76,13.91,145.21,167.55,7727.694406548431
UGC06787,7.45,239.0,3.49,14.44,145.73,166.2,7667.2483221476505
UGC06787,7.56,240.0,10.1,14.86,146.08,164.99,7619.047619047619
UGC06787,8.26,247.0,0.85,17.52,144.87,157.97,7386.077481840194
UGC06787,8.98,252.0,8.91,19.64,141.68,151.5,7071.714922048997
UGC06787,9.09,253.0,7.13,19.85,141.18,150.58,7041.694169416942
UGC06787,9.3,254.0,0.73,20.28,140.17,148.87,6937.204301075269
UGC06787,10.32,253.0,0.96,21.76,134.57,141.32,6202.422480620155
UGC06787,11.38,247.0,1.99,22.29,131.1,134.58,5361.072056239015
UGC06787,12.4,238.0,3.15,22.29,127.84,128.93,4568.064516129032
UGC06787,13.41,229.0,1.67,21.87,125.7,123.98,3910.5891126025354
UGC06787,14.43,223.0,3.52,21.55,123.24,119.52,3446.223146223146
UGC06787,15.44,220.0,1.13,21.55,120.61,115.54,3134.7150259067357
UGC06787,16.57,220.0,1.12,22.08,117.78,111.53,2920.9414604707304
UGC06787,17.58,224.0,1.93,22.61,115.53,108.28,2854.15244596132
UGC06787,18.6,228.0,2.04,23.25,113.08,105.27,2794.838709677419
UGC06787,19.61,234.0,2.55,24.2,110.31,102.52,2792.2488526262114
UGC06787,20.62,239.0,2.91,26.01,107.85,99.98,2770.1745877788553
UGC06787,21.64,243.0,3.08,28.66,105.68,97.6,2728.6968576709796
UGC06787,22.77,245.0,3.6,31.74,103.62,95.14,2636.1440491875273
UGC06787,23.78,247.0,2.67,34.4,101.87,93.1,2565.5592935239697
UGC06787,24.79,249.0,3.37,36.31,99.95,91.18,2501.048810004034
UGC06787,25.81,250.0,2.08,37.37,97.79,89.36,2421.5420379697794
UGC06787,26.82,251.0,1.68,37.79,95.84,87.67,2349.0305741983593
UGC06787,27.84,251.0,2.78,37.79,94.22,86.04,2262.9669540229884
UGC06787,29.41,248.0,3.4,37.26,91.66,83.72,2091.2614756885414
UGC06787,30.99,246.0,2.91,36.63,88.64,81.55,1952.758954501452
UGC06787,32.57,249.0,3.46,35.88,86.0,79.55,1903.6229659195578
UGC06787,34.03,252.0,3.23,35.14,84.24,77.83,1866.1181310608285
UGC06787,37.19,255.0,4.16,33.12,79.85,74.45,1748.4538854530788
