_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,recno,Name,Band,RAJ2000,DEJ2000,PA,h,e_h,z0,e_z0,S0,e_S0,gradz0,mag,B/T,Type,RV,AName,NED,preferred_name,catalog_name_normalized,z0_over_h,h_over_z0,thickness_flag
196.67909200,+69.90110860,170.24356111,+30.91803389,169.57353625,+31.19201814,158.22381750,+24.43015134,6946,EON_170.244_30.918,r,170.243561,30.918034,40.24,5.37,0.08,1.58,0.16,21.75,0.19,0.047,16.46,0.11,SC,25326.0,PGC1923695,NED,PGC1923695,PGC1923695,0.2942271880819367,3.3987341772151898,thick_like
193.01792997,+69.92480856,170.44932611,+32.16319694,169.77845876,+32.43735262,157.80351334,+25.62854882,6949,EON_170.449_32.163,r,170.449326,32.163197,61.64,4.25,0.02,1.78,0.08,21.33,0.12,0.03,16.41,0.12,SC,13082.0,PGC1983442,NED,PGC1983442,PGC1983442,0.4188235294117647,2.3876404494382024,thick_like
185.17098526,+69.35969343,170.49151611,+34.94857389,169.81742888,+35.22275999,156.46490682,+28.14540674,6952,EON_170.492_34.949,r,170.491516,34.948574,141.74,10.46,0.16,2.29,0.17,22.56,0.16,-0.066,15.65,0.06,SD,2037.0,UGC06384,NED,UGC06384,UGC06384,0.21892925430210325,4.567685589519651,thick_like
183.09185958,+69.14090986,170.50016806,+35.71690806,169.82514722,+35.99110005,156.08185933,+28.83609564,6955,EON_170.500_35.717,r,170.500168,35.716908,130.59,6.37,0.17,1.45,0.15,22.92,0.2,-0.124,16.73,0.26,SB,7706.0,UGC06382,NED,UGC06382,UGC06382,0.22762951334379905,4.393103448275863,thick_like
136.96596066,+49.24519076,170.52749611,+65.37789194,169.78237674,+65.65205229,134.06962809,+53.78309927,6958,EON_170.527_65.378,r,170.527496,65.377892,38.21,4.96,0.16,1.09,0.1,22.46,0.23,-0.016,17.01,0.06,SD,11266.0,SDSSJ112206.63+652240.5,NED,SDSSJ112206.63+652240.5,,0.21975806451612906,4.55045871559633,thick_like
257.70586972,+57.72244960,170.55140694,+02.91080500,169.90822972,+03.18509797,170.17431829,-01.06719430,6961,EON_170.551_2.911,r,170.551407,2.910805,28.3,4.04,0.05,1.6,0.11,20.58,0.17,0.04,15.88,0.16,SC,14795.0,PGC1240649,NED,PGC1240649,PGC1240649,0.39603960396039606,2.525,thick_like
268.17379139,+48.76622132,170.55886806,-07.99204389,169.92471475,-07.71772423,174.51922089,-11.07991519,6964,EON_170.559_-7.992,r,170.558868,-7.992044,143.96,7.34,0.06,2.61,0.39,20.8,0.19,-0.101,14.53,0.09,SC,7102.0,PGC1009922,NED,PGC1009922,PGC1009922,0.3555858310626703,2.8122605363984676,thick_like
243.16406411,+64.65107213,170.57464611,+12.72253194,169.92322246,+12.99682590,166.32336843,+07.96194019,6967,EON_170.575_12.723,r,170.574646,12.722532,147.61,9.19,0.29,3.53,0.44,21.77,0.17,0.148,15.28,0.07,SC,4164.0,IC2762,NED,IC02762,IC02762,0.38411316648531013,2.603399433427762,thick_like
220.05943739,+69.40819947,170.60902389,+22.83089111,169.94844498,+23.10519519,162.17859147,+17.22795565,6970,EON_170.609_22.831,r,170.609024,22.830891,44.61,5.75,0.65,1.46,0.13,21.81,0.31,0.12,16.38,0.18,SB,,PGC1676848,NED,PGC1676848,PGC1676848,0.2539130434782609,3.9383561643835616,thick_like
260.58555258,+55.80028554,170.61044306,+00.42475389,169.96932035,+00.69910004,171.20575498,-03.33032819,6973,EON_170.610_0.425,r,170.610443,0.424754,146.3,6.57,0.1,2.16,0.32,22.35,0.16,0.222,16.44,0.09,SC,7026.0,PGC1165611,NED,PGC1165611,PGC1165611,0.3287671232876712,3.0416666666666665,thick_like
260.49963065,+55.97291229,170.67547611,+00.59176611,170.03422038,+00.86616506,171.19988574,-03.15119777,6976,EON_170.675_0.592,r,170.675476,0.591766,167.8,4.12,0.05,1.69,0.13,21.75,0.14,0.062,16.86,0.08,SC,7164.0,PGC1170041,NED,PGC1170041,PGC1170041,0.41019417475728154,2.437869822485207,thick_like
206.08419849,+70.35792984,170.71101389,+27.71799111,170.04576973,+27.99237000,160.10803012,+21.70947076,6979,EON_170.711_27.718,r,170.711014,27.717991,177.92,4.39,0.09,1.6,0.22,21.81,0.24,0.113,16.72,0.18,SC,16328.0,PGC1816122,NED,PGC1816122,PGC1816122,0.36446469248291574,2.7437499999999995,thick_like
209.37941848,+70.27220611,170.72384611,+26.60489500,170.05977855,+26.87928623,160.62191173,+20.70468056,6982,EON_170.724_26.605,r,170.723846,26.604895,70.89,9.46,0.53,1.71,0.15,22.89,0.14,-0.013,16.39,0.05,SD,5988.0,PGC091110,NED,PGC91110,PGC91110,0.18076109936575052,5.532163742690059,intermediate
227.73090070,+68.53235017,170.74751306,+19.94713194,170.08991273,+20.22155399,163.52553089,+14.64810992,6985,EON_170.748_19.947,r,170.747513,19.947132,130.48,4.96,0.27,1.75,0.27,21.28,0.28,0.178,15.8,0.22,SB,,PGC1611089,NED,PGC1611089,PGC1611089,0.3528225806451613,2.834285714285714,thick_like
145.65433732,+57.02757450,170.76057389,+56.02790111,170.05072929,+56.30227273,143.22716861,+46.48453243,6987,EON_170.761_56.028,r,170.760574,56.027901,106.72,6.41,0.1,1.3,0.09,22.22,0.1,0.042,16.69,0.05,SD,16883.0,PGC2522934,NED,PGC2522934,PGC2522934,0.20280811232449297,4.930769230769231,thick_like
216.55474700,+69.90953643,170.79431194,+24.13703000,170.13285584,+24.41148248,161.77526419,+18.48791967,6990,EON_170.795_24.137,r,170.794312,24.13703,1.58,6.72,0.08,2.31,0.16,21.21,0.13,0.076,14.97,0.18,SB,7590.0,PGC1700539,NED,PGC1700539,PGC1700539,0.34375,2.9090909090909087,thick_like
145.42858223,+56.90256529,170.79725611,+56.20212889,170.08721772,+56.47652993,143.10688400,+46.63923735,6993,EON_170.797_56.202,r,170.797256,56.202129,14.2,5.42,0.23,1.9,0.27,21.77,0.26,0.209,15.49,0.54,SA,20023.0,PGC2529043,NED,PGC2529043,PGC2529043,0.3505535055350553,2.8526315789473684,thick_like
200.47763332,+70.46005433,170.79763806,+29.59845889,170.13064049,+29.87290466,159.31651082,+23.44378296,6996,EON_170.798_29.598,r,170.797638,29.598459,139.03,10.63,0.18,4.12,0.41,21.38,0.12,0.103,14.29,0.2,SC,14137.0,UGC06398,NED,UGC06398,UGC06398,0.38758231420507994,2.580097087378641,thick_like
262.51905312,+54.61561938,170.80558806,-01.18214889,170.16576466,-00.90764143,172.01955850,-04.73077207,6999,EON_170.806_-1.182,r,170.805588,-1.182149,126.31,5.29,0.58,1.14,0.12,21.53,0.28,-0.021,16.82,0.08,SC,19024.0,PGC1124818,NED,PGC1124818,PGC1124818,0.2155009451795841,4.640350877192983,thick_like
226.99770018,+68.72115745,170.81910694,+20.26733000,170.16133985,+20.54180919,163.45456750,+14.96801593,7002,EON_170.819_20.267,r,170.819107,20.26733,157.4,6.28,1.21,1.04,0.17,22.16,0.37,-0.152,17.28,0.05,SD,,SDSSJ112316.58+201602.3,NED,SDSSJ112316.58+201602.3,,0.16560509554140126,6.038461538461538,intermediate
224.12051188,+69.15515286,170.84169000,+21.38837389,170.18293294,+21.66286922,163.00054059,+16.00036442,7005,EON_170.842_21.388,r,170.84169,21.388374,91.02,11.25,0.09,3.13,0.26,22.29,0.1,0.087,14.6,0.3,SA,9812.0,PGC086685,NED,PGC86685,PGC86685,0.2782222222222222,3.594249201277955,thick_like
144.80315128,+56.50200713,170.84954806,+56.72891194,170.13848784,+57.00335423,142.69898056,+47.08706645,7008,EON_170.850_56.729,r,170.849548,56.728912,126.17,4.9,0.22,1.27,0.1,21.76,0.23,0.038,16.31,0.17,SB,,PGC2545926,NED,PGC2545926,PGC2545926,0.25918367346938775,3.8582677165354333,thick_like
258.21305022,+57.88896981,170.86657694,+02.86995889,170.22351221,+03.14450763,170.47989738,-00.98117554,7011,EON_170.867_2.870,r,170.866577,2.869959,22.94,4.37,0.35,1.68,0.16,21.6,0.25,0.134,16.84,0.08,SC,8942.0,PGC1239599,NED,PGC1239599,PGC1239599,0.38443935926773454,2.6011904761904763,thick_like
261.41439643,+55.73303100,170.94529694,+00.09337611,170.30445161,+00.36799257,171.64473736,-03.50328736,7014,EON_170.945_0.093,r,170.945297,0.093376,1.78,5.0,0.14,1.42,0.19,22.3,0.15,0.107,17.12,0.09,SC,20334.0,PGC3113327,NED,PGC3113327,PGC3113327,0.284,3.5211267605633805,thick_like
231.56299750,+68.09726180,170.97685194,+18.48201000,170.32095341,+18.75661798,164.34094870,+13.39605673,7017,EON_170.977_18.482,r,170.976852,18.48201,53.77,6.44,0.04,1.41,0.1,21.69,0.19,0.125,15.73,0.17,SB,,PGC1560843,NED,PGC1560843,PGC1560843,0.21894409937888196,4.5673758865248235,thick_like
182.00483325,+69.42098940,170.97953806,+35.99145111,170.30584661,+36.26603142,156.33792806,+29.25587839,7020,EON_170.980_35.991,r,170.979538,35.991451,65.56,3.24,0.07,1.69,0.18,20.17,0.19,0.085,16.08,0.14,SC,11596.0,PGC2073220,NED,PGC2073220,PGC2073220,0.5216049382716049,1.9171597633136097,thick_like
261.59107210,+55.68171671,170.99552889,-00.00671694,170.35476322,+00.26793935,171.73047470,-03.57552995,7023,EON_170.996_-0.007,r,170.995529,-0.006717,117.7,4.17,0.07,1.31,0.12,21.6,0.12,-0.012,16.6,0.17,SB,19337.0,PGC1154307,NED,PGC1154307,PGC1154307,0.3141486810551559,3.183206106870229,thick_like
215.31848811,+70.21608290,171.02140806,+24.61543694,170.35998834,+24.89006936,161.76446979,+19.00902993,7026,EON_171.021_24.615,r,171.021408,24.615437,50.54,11.71,0.37,2.12,0.17,22.02,0.21,0.107,14.53,0.24,SB,7675.0,UGC06414,NED,UGC06414,UGC06414,0.18104184457728437,5.523584905660377,intermediate
204.30735653,+70.69728272,171.06535306,+28.32470694,170.40039542,+28.59936753,160.13632488,+22.39156973,7029,EON_171.065_28.325,r,171.065353,28.324707,166.77,7.78,0.18,1.38,0.09,22.44,0.18,-0.001,16.5,0.08,SD,14312.0,PGC091113,NED,PGC91113,PGC91113,0.1773778920308483,5.637681159420291,intermediate
248.98578949,+63.12813946,171.09327694,+09.78731111,170.44480177,+10.06202600,167.96259513,+05.46708577,7032,EON_171.093_9.787,r,171.093277,9.787311,21.42,3.16,0.05,1.06,0.15,21.63,0.2,0.119,17.32,0.09,SC,22024.0,SDSSJ112422.37+094714.4,NED,SDSSJ112422.37+094714.4,,0.33544303797468356,2.981132075471698,thick_like
165.99641359,+66.46633505,171.09689306,+42.66257889,170.41483648,+42.93724068,152.76181873,+35.20397929,7035,EON_171.097_42.663,r,171.096893,42.662579,25.29,4.33,0.02,1.44,0.21,21.77,0.19,0.012,16.82,0.1,SC,23775.0,PGC2203539,NED,PGC2203539,PGC2203539,0.3325635103926097,3.0069444444444446,thick_like
258.24010637,+58.25348488,171.10658306,+03.14497111,170.46336371,+03.41970849,170.59225559,-00.63411048,7038,EON_171.107_3.145,r,171.106583,3.144971,143.79,10.86,0.25,1.93,0.17,22.65,0.13,0.07,15.64,0.1,SB,10768.0,UGC06417,NED,UGC06417,UGC06417,0.17771639042357273,5.626943005181347,intermediate
254.39397150,+60.56956146,171.12060500,+06.17622306,170.47501717,+06.45096578,169.41337069,+02.15863642,7041,EON_171.121_6.176,r,171.120605,6.176223,121.82,5.63,0.04,1.36,0.08,21.25,0.18,0.015,16.05,0.09,SD,,PGC1295920,NED,PGC1295920,PGC1295920,0.241563055062167,4.139705882352941,thick_like
149.55597373,+59.87487666,171.15971389,+52.53340111,170.46078074,+52.80809601,146.25891373,+43.71147816,7044,EON_171.160_52.533,r,171.159714,52.533401,35.64,7.47,0.28,2.75,0.23,21.2,0.17,0.083,14.9,0.13,SC,8162.0,PGC035054,NED,PGC35054,PGC35054,0.36813922356091033,2.7163636363636363,thick_like
251.72297748,+62.00001753,171.16807611,+08.09707306,170.52100399,+08.37184908,168.69956460,+03.94297068,7047,EON_171.168_8.097,r,171.168076,8.097073,35.8,5.12,0.1,1.36,0.15,21.63,0.16,0.055,16.15,0.18,SB,,PGC1338889,NED,PGC1338889,PGC1338889,0.265625,3.764705882352941,thick_like
209.99073717,+70.68315493,171.20674111,+26.45018389,170.54398959,+26.72495751,161.11061492,+20.74575049,7050,EON_171.207_26.450,r,171.206741,26.450184,124.44,4.45,0.12,2.2,0.32,21.33,0.18,0.175,16.07,0.14,SC,15608.0,PGC1776742,NED,PGC1776742,PGC1776742,0.49438202247191015,2.0227272727272725,thick_like
144.97488905,+56.97517290,171.23059111,+56.29468194,170.52344834,+56.56942550,143.31729968,+46.85310988,7053,EON_171.231_56.295,r,171.230591,56.294682,152.95,5.87,0.12,1.39,0.14,22.62,0.18,0.093,17.03,0.05,SD,14293.0,PGC091115,NED,PGC91115,PGC91115,0.23679727427597955,4.223021582733813,thick_like
161.06922952,+65.15088054,171.30198694,+45.06681806,170.61728773,+45.34163461,151.46677605,+37.37491177,7056,EON_171.302_45.067,r,171.301987,45.066818,7.31,3.85,0.12,2.4,0.25,21.43,0.17,0.043,16.44,0.18,SC,13568.0,PGC2258188,NED,PGC2258188,PGC2258188,0.6233766233766234,1.6041666666666667,thick_like
240.79172873,+66.29375887,171.32052611,+14.49501194,170.66848847,+14.76989341,166.28318553,+09.87651510,7059,EON_171.321_14.495,r,171.320526,14.495012,5.42,5.7,0.7,1.04,0.07,21.86,0.29,0.063,16.91,0.1,SB,23782.0,PGC1459661,NED,PGC1459661,PGC1459661,0.1824561403508772,5.480769230769231,intermediate
168.03190700,+67.23229996,171.36439500,+41.57284500,170.68503889,+41.84771461,153.60887699,+34.34212567,7062,EON_171.364_41.573,r,171.364395,41.572845,64.24,4.45,0.04,2.08,0.24,20.91,0.18,0.077,15.47,0.33,SB,17791.0,PGC2183224,NED,PGC2183224,PGC2183224,0.46741573033707867,2.139423076923077,thick_like
173.88038770,+68.52759267,171.39727806,+39.01952694,170.72139743,+39.29442550,155.07068314,+32.10046039,7065,EON_171.397_39.020,r,171.397278,39.019527,46.44,5.14,0.62,2.07,0.45,23.01,0.26,0.039,17.56,0.07,SC,10280.0,SDSSJ112535.34+390110.3,NED,SDSSJ112535.34+390110.3,,0.4027237354085603,2.4830917874396135,thick_like
258.94607664,+58.26904679,171.40722694,+02.92582306,170.76425527,+03.20079096,170.95448811,-00.71756670,7068,EON_171.407_2.926,r,171.407227,2.925823,155.14,5.43,0.35,1.23,0.15,22.5,0.12,-0.127,17.47,0.06,SB,32434.0,SDSSJ112537.73+025532.9,NED,SDSSJ112537.73+025532.9,,0.2265193370165746,4.414634146341463,thick_like
249.66889625,+63.29897006,171.43377694,+09.68087306,170.78566942,+09.95584871,168.31455790,+05.50185261,7071,EON_171.434_9.681,r,171.433777,9.680873,120.52,3.27,0.1,1.79,0.18,20.44,0.16,-0.065,16.15,0.12,SC,23122.0,PGC1368510,NED,PGC1368510,PGC1368510,0.5474006116207951,1.8268156424581006,thick_like
262.96522278,+55.36914880,171.44802889,-00.71236111,170.80779607,-00.43735591,172.42591908,-04.04582281,7074,EON_171.448_-0.712,r,171.448029,-0.712361,122.62,6.22,0.08,3.09,0.26,21.76,0.14,-0.035,15.73,0.09,SC,7908.0,PGC213831,NED,PGC213831,PGC213831,0.4967845659163987,2.01294498381877,thick_like
140.40130311,+53.53602655,171.54478500,+60.60487694,170.82802495,+60.87985172,139.62796550,+50.41264415,7077,EON_171.545_60.605,r,171.544785,60.604877,21.41,4.79,0.05,1.77,0.11,20.76,0.18,0.011,15.6,0.13,SC,15029.0,PGC2604413,NED,PGC2604413,PGC2604413,0.3695198329853862,2.7062146892655368,thick_like
252.69386631,+62.08581022,171.55850194,+07.84206889,170.91189298,+08.11714085,169.15648985,+03.86102470,7080,EON_171.559_7.842,r,171.558502,7.842069,175.18,11.7,0.39,2.06,0.13,21.75,0.3,-0.071,15.06,0.04,SD,6307.0,UGC06442,NED,UGC06442,UGC06442,0.17606837606837608,5.679611650485437,intermediate
249.82960547,+63.46712822,171.60757389,+09.74502694,170.95956183,+10.02013174,168.44717719,+05.62849729,7083,EON_171.608_9.745,r,171.607574,9.745027,46.78,2.82,0.08,1.07,0.09,20.89,0.14,0.115,16.96,0.13,SC,9362.0,2MASXJ11262579+0944417,NED,2MASXJ11262579+0944417,,0.3794326241134752,2.6355140186915884,thick_like
242.64196459,+66.15112037,171.65921000,+13.81020889,171.00813050,+14.08534441,166.86576867,+09.37962845,7086,EON_171.659_13.810,r,171.65921,13.810209,9.62,4.54,0.07,1.05,0.06,21.98,0.13,-0.023,17.2,0.06,SD,22763.0,2MASXJ11263821+1348381,NED,2MASXJ11263821+1348381,,0.2312775330396476,4.3238095238095235,thick_like
177.27495994,+69.38275402,171.70549000,+37.55060194,171.03256357,+37.82573184,156.11755571,+30.90896432,7089,EON_171.705_37.551,r,171.70549,37.550602,118.89,4.66,0.14,1.71,0.18,22.27,0.12,0.028,17.04,0.09,SC,13619.0,PGC2103522,NED,PGC2103522,PGC2103522,0.3669527896995708,2.7251461988304095,thick_like
221.58357594,+70.33026740,171.73168889,+22.60112194,171.07358864,+22.87629520,163.26633004,+17.44498221,7092,EON_171.732_22.601,r,171.731689,22.601122,100.83,4.97,0.04,3.98,1.07,19.96,0.27,0.251,14.16,0.38,SB,9369.0,PGC035212,NED,PGC35212,PGC35212,0.8008048289738431,1.2487437185929648,thick_like
253.27107945,+62.12898036,171.78634611,+07.68775194,171.14000363,+07.96299071,169.42541331,+03.80827387,7095,EON_171.786_7.688,r,171.786346,7.687752,26.81,9.25,0.72,1.74,0.15,22.26,0.25,-0.118,15.81,0.1,SB,5679.0,PGC035221,NED,PGC35221,PGC35221,0.1881081081081081,5.316091954022989,intermediate
268.43011306,+50.92896492,171.81308000,-06.21555806,171.17679949,-05.94027492,174.95787117,-08.95431124,7098,EON_171.813_-6.216,r,171.81308,-6.215558,26.66,5.1,0.12,2.64,0.27,21.13,0.17,0.051,15.09,0.4,SA,18767.0,PGC156600,NED,PGC156600,PGC156600,0.5176470588235295,1.9318181818181817,thick_like
174.33051608,+68.98875288,171.82893389,+38.66424194,171.15516657,+38.93945959,155.61641658,+31.94180972,7101,EON_171.829_38.664,r,171.828934,38.664242,33.76,12.17,0.43,2.34,0.12,22.18,0.18,0.024,15.08,0.07,SD,6349.0,UGC06454,NED,UGC06454,UGC06454,0.1922760887428102,5.200854700854701,intermediate
142.04026969,+55.26230392,171.85612500,+58.63890111,171.14763428,+58.91410766,141.67002058,+48.94821294,7104,EON_171.856_58.639,r,171.856125,58.638901,141.25,4.92,0.07,2.3,0.15,21.95,0.1,0.102,16.7,0.08,SC,1254.0,PGC2581061,NED,PGC2581061,PGC2581061,0.46747967479674796,2.139130434782609,thick_like
165.44376143,+67.01336221,171.87632806,+42.52973194,171.19791803,+42.80497770,153.45613724,+35.36409083,7107,EON_171.876_42.530,r,171.876328,42.529732,51.57,8.04,0.07,2.61,0.36,22.08,0.17,0.162,15.01,0.45,SA,10062.0,PGC035258,NED,PGC35258,PGC35258,0.3246268656716418,3.0804597701149423,thick_like
146.29235609,+58.55048936,171.92691000,+54.61557389,171.22857577,+54.89083755,145.17009761,+45.69747487,7110,EON_171.927_54.616,r,171.92691,54.615574,130.62,4.04,0.07,1.17,0.08,21.46,0.2,0.08,16.64,0.18,SB,21185.0,PGC2474873,NED,PGC2474873,PGC2474873,0.2896039603960396,3.452991452991453,thick_like
184.13433440,+70.51135129,171.96200611,+34.95198111,171.29287480,+35.22729954,157.68906838,+28.68717835,7113,EON_171.962_34.952,r,171.962006,34.951981,61.47,5.45,0.79,1.28,0.12,22.41,0.35,-0.035,17.2,0.05,SD,11867.0,PGC2057131,NED,PGC2057131,PGC2057131,0.2348623853211009,4.2578125,thick_like
253.19721382,+62.54013522,172.04550194,+08.01073111,171.39909982,+08.28615342,169.53404394,+04.20637130,7116,EON_172.046_8.011,r,172.045502,8.010731,70.63,8.44,0.07,2.07,0.12,21.17,0.11,-0.071,14.59,0.28,SB,6250.0,PGC035296,NED,PGC35296,PGC35296,0.245260663507109,4.0772946859903385,thick_like
257.30958512,+60.36840585,172.07948306,+05.08317111,171.43517227,+05.35862234,170.72157009,+01.52956032,7119,EON_172.079_5.083,r,172.079483,5.083171,77.5,3.28,0.2,1.54,0.15,20.68,0.14,0.068,16.41,0.12,SC,10307.0,PGC1277877,NED,PGC1277877,PGC1277877,0.46951219512195125,2.1298701298701297,thick_like
235.98879011,+68.53874061,172.21705611,+17.26791806,171.56408368,+17.54344310,165.95295615,+12.76226956,7122,EON_172.217_17.268,r,172.217056,17.267918,61.14,3.88,0.09,1.38,0.16,21.9,0.13,0.049,17.12,0.09,SC,3346.0,PGC1528674,NED,PGC1528674,PGC1528674,0.35567010309278346,2.8115942028985508,thick_like
227.53462551,+70.07832272,172.23089611,+20.62459389,171.57537057,+20.90012276,164.55602237,+15.83400736,7125,EON_172.231_20.625,r,172.230896,20.624594,94.47,3.76,0.14,1.15,0.16,21.55,0.2,0.104,16.58,0.1,SB,,PGC1632187,NED,PGC1632187,PGC1632187,0.3058510638297872,3.2695652173913046,thick_like
268.83179141,+51.34419997,172.24258389,-05.98414500,171.60592318,-05.70856147,175.26085154,-08.57185048,7128,EON_172.243_-5.984,r,172.242584,-5.984145,11.58,4.79,0.35,0.92,0.08,21.02,0.3,0.036,16.7,0.1,SD,,PGC1038121,NED,PGC1038121,PGC1038121,0.1920668058455115,5.206521739130435,intermediate
222.43668483,+70.74204462,172.25056500,+22.45741694,171.59362534,+22.73295621,163.78617713,+17.51202687,7131,EON_172.251_22.457,r,172.250565,22.457417,111.03,6.01,0.07,1.4,0.08,22.21,0.12,-0.012,16.44,0.05,SD,,PGC1670248,NED,PGC1670248,PGC1670248,0.23294509151414308,4.292857142857143,thick_like
202.80110106,+71.74773174,172.25538611,+28.82081806,171.59308755,+29.09635026,160.93183877,+23.28647415,7134,EON_172.255_28.821,r,172.255386,28.820818,142.22,6.17,0.22,3.01,0.37,20.99,0.22,0.076,15.25,0.14,SC,6898.0,PGC1846998,NED,PGC1846998,PGC1846998,0.4878444084278768,2.0498338870431896,thick_like
212.41273990,+71.54929794,172.28102111,+25.79145611,171.62141078,+26.06701068,162.34188471,+20.55391047,7137,EON_172.281_25.791,r,172.281021,25.791456,17.64,10.38,0.16,1.41,0.11,22.73,0.2,-0.015,15.91,0.08,SB,17343.0,PGC091122,NED,PGC91122,PGC91122,0.13583815028901733,7.3617021276595755,intermediate
156.99868043,+64.55888042,172.29533389,+46.75890389,171.61305605,+47.03443614,151.14703212,+39.18534519,7140,EON_172.295_46.759,r,172.295334,46.758904,143.07,5.96,0.54,0.82,0.12,22.56,0.25,-0.267,17.95,0.05,SD,,,NED,NED,,0.13758389261744966,7.2682926829268295,intermediate
225.05960271,+70.52483254,172.34210194,+21.56502194,171.68604815,+21.84062487,164.25223803,+16.73408649,7143,EON_172.342_21.565,r,172.342102,21.565022,134.05,4.56,0.05,1.68,0.15,20.86,0.16,0.104,15.47,0.3,SB,,PGC1652652,NED,PGC1652652,PGC1652652,0.368421052631579,2.714285714285714,thick_like
162.22113193,+66.52358182,172.38786306,+43.83973306,171.71005746,+44.11533221,153.06958182,+36.68978967,7146,EON_172.388_43.840,r,172.387863,43.839733,75.35,4.11,0.48,2.37,0.26,22.13,0.46,0.076,16.65,0.25,SC,13467.0,2MASXJ11293304+4350224,NED,2MASXJ11293304+4350224,,0.5766423357664233,1.7341772151898736,thick_like
260.19113395,+59.06132058,172.40551806,+03.15619889,171.76264673,+03.43187617,171.78010954,-00.11321301,7149,EON_172.406_3.156,r,172.405518,3.156199,21.13,5.22,0.13,2.05,0.18,20.8,0.19,0.088,15.26,0.27,SB,6788.0,PGC1246411,NED,PGC1246411,PGC1246411,0.39272030651340994,2.546341463414634,thick_like
215.67765553,+71.48729384,172.41720611,+24.76208306,171.75875894,+25.03773122,162.92115868,+19.67135667,7152,EON_172.417_24.762,r,172.417206,24.762083,32.44,4.03,0.11,1.6,0.12,20.45,0.22,0.09,15.9,0.11,SC,,PGC1715668,NED,PGC1715668,PGC1715668,0.39702233250620345,2.51875,thick_like
268.01391539,+52.64942642,172.47026111,-04.60366000,171.83256470,-04.32792576,174.91608020,-07.21519567,7155,EON_172.470_-4.604,r,172.470261,-4.60366,4.85,4.65,0.24,1.1,0.05,21.56,0.23,-0.005,16.74,0.07,SD,9953.0,PGC3263385,NED,PGC3263385,PGC3263385,0.23655913978494625,4.2272727272727275,thick_like
188.58119859,+71.37638153,172.48408500,+33.31872611,171.81830843,+33.59440533,158.95372889,+27.41883211,7158,EON_172.484_33.319,r,172.484085,33.318726,146.06,3.99,0.14,1.07,0.13,21.89,0.21,0.199,17.15,0.09,SC,13151.0,PGC2029317,NED,PGC2029317,PGC2029317,0.2681704260651629,3.7289719626168223,thick_like
147.57762199,+59.97738129,172.53201306,+53.08589194,171.84074087,+53.36157408,146.80266850,+44.62863126,7161,EON_172.532_53.086,r,172.532013,53.085892,118.32,7.61,0.1,1.54,0.11,22.23,0.09,0.019,16.09,0.07,SD,9926.0,PGC091125,NED,PGC91125,PGC91125,0.202365308804205,4.941558441558442,thick_like
135.44904204,+49.17657982,172.53280611,+65.92870306,171.80674633,+66.20436576,134.48026151,+54.74704140,7164,EON_172.533_65.929,r,172.532806,65.928703,127.72,4.01,0.84,0.99,0.06,21.74,0.28,-0.052,17.16,0.07,SD,,,NED,NED,,0.24688279301745636,4.05050505050505,thick_like
173.71769212,+69.50072360,172.53869611,+38.62010611,171.86772479,+38.89581348,156.21969445,+32.16048746,7167,EON_172.539_38.620,r,172.538696,38.620106,85.62,20.15,0.39,2.69,0.37,22.97,0.19,-0.23,14.82,0.02,SD,6324.0,UGC06497,NED,UGC06497,UGC06497,0.13349875930521093,7.490706319702602,intermediate
148.51116594,+60.73224385,172.71084611,+52.20769500,172.02228227,+52.48349543,147.60535048,+43.95564522,7170,EON_172.711_52.208,r,172.710846,52.207695,112.64,6.56,0.26,2.77,0.25,20.86,0.19,0.119,14.24,0.52,SB,10135.0,PGC035482,NED,PGC35482,PGC35482,0.42225609756097565,2.368231046931408,thick_like
210.89784793,+72.01520338,172.72207611,+26.32468000,172.06307187,+26.60052579,162.48543369,+21.20454743,7173,EON_172.722_26.325,r,172.722076,26.32468,121.25,8.86,0.44,2.65,0.18,21.43,0.14,0.072,14.7,0.23,SD,10008.0,PGC1771878,NED,PGC1771878,PGC1771878,0.29909706546275394,3.343396226415094,thick_like
207.39971716,+72.13649036,172.74321000,+27.40774694,172.08338059,+27.68360460,162.00875655,+22.19310013,7176,EON_172.743_27.408,r,172.74321,27.407747,170.81,3.81,0.61,1.1,0.1,21.4,0.36,0.028,17.44,0.09,SC,15823.0,SDSSJ113058.37+272427.9,NED,SDSSJ113058.37+272427.9,,0.2887139107611549,3.4636363636363634,thick_like
267.96228157,+53.23416294,172.74324000,-04.08520500,172.10510667,-03.80929373,174.96016479,-06.63126952,7179,EON_172.740_-4.085,r,172.74324,-4.085205,141.85,11.22,0.7,1.13,0.13,22.97,0.28,-0.189,16.46,0.05,SD,6935.0,PGC091128,NED,PGC91128,PGC91128,0.10071301247771834,9.92920353982301,intermediate
181.64134194,+70.93136474,172.78091389,+35.58973694,172.11393958,+35.86560617,158.04253952,+29.55802593,7182,EON_172.781_35.590,r,172.780914,35.589737,31.19,8.35,0.17,3.47,0.21,21.52,0.11,-0.07,14.8,0.25,SC,1882.0,PGC035503,NED,PGC35503,PGC35503,0.41556886227544915,2.4063400576368874,thick_like
