galaxy,n_points,chi2,reduced_chi2,rmse_kmps,mae_kmps,mean_abs_residual_kmps,max_abs_residual_kmps,status,source_file
NGC4100,24,489.8307141561811,21.296987572007875,27.803665243543676,24.210487942830085,24.210487942830085,44.410343832251556,success,data\raw\sparc_csv\NGC4100.csv
NGC4138,7,27.347639546610402,4.557939924435067,30.48642338612015,26.232183685540495,26.232183685540495,51.38943226632597,success,data\raw\sparc_csv\NGC4138.csv
NGC4157,17,356.6865850075826,22.292911562973913,39.643945114316686,35.171363181793794,35.171363181793794,66.45501605468607,success,data\raw\sparc_csv\NGC4157.csv
NGC4183,23,474.6438104517825,21.574718656899204,25.527232356914883,24.65190847877619,24.65190847877619,37.63840039754112,success,data\raw\sparc_csv\NGC4183.csv
NGC4214,14,302.30581142481765,23.254293186524436,30.559653429537367,28.083528944526574,28.083528944526574,41.30879197212181,success,data\raw\sparc_csv\NGC4214.csv
NGC4217,19,1594.9467660821795,88.60815367123219,64.39686397556255,47.783195504324986,47.783195504324986,122.69797517125465,success,data\raw\sparc_csv\NGC4217.csv
NGC4389,6,479.21468814459195,95.84293762891839,57.39781645079807,56.31212209049402,56.31212209049402,64.67312511814619,success,data\raw\sparc_csv\NGC4389.csv
NGC4559,32,697.5513929878887,22.50165783831899,22.267579307954012,19.525582824938517,19.525582824938517,32.6083851901449,success,data\raw\sparc_csv\NGC4559.csv
NGC5005,18,251.4164593960225,14.789203493883676,57.02955192190641,53.236780920756786,53.236780920756786,83.74284770530113,success,data\raw\sparc_csv\NGC5005.csv
NGC5033,22,6897.051555127868,328.43102643466034,57.28894435695162,52.79014478724539,52.79014478724539,91.63274333748996,success,data\raw\sparc_csv\NGC5033.csv
NGC5055,28,94793.56023030532,3510.872601122419,57.725198114978085,52.07863223666146,52.07863223666146,87.7907818999762,success,data\raw\sparc_csv\NGC5055.csv
NGC5371,19,2412.2967097983546,134.01648387768637,35.621877661964135,31.464717579852852,31.464717579852852,64.06401080168979,success,data\raw\sparc_csv\NGC5371.csv
NGC5585,24,3225.8300178816526,140.25347903833273,21.38839550343187,17.073281926152223,17.073281926152223,36.22309978256198,success,data\raw\sparc_csv\NGC5585.csv
NGC5907,19,3901.1494226421933,216.73052348012186,38.990668912871115,32.86063860378389,32.86063860378389,65.89834241642208,success,data\raw\sparc_csv\NGC5907.csv
NGC5985,33,7482.366001168979,233.8239375365306,76.03877471413921,75.18347835283177,75.18347835283177,95.30226973346493,success,data\raw\sparc_csv\NGC5985.csv
NGC6015,44,3837.569881802442,89.24581120470795,38.53725266382436,30.594507277819346,30.594507277819346,66.39416094056669,success,data\raw\sparc_csv\NGC6015.csv
NGC6195,23,1354.2135687674604,61.55516221670275,43.845140568441494,40.696736236788226,40.696736236788226,67.69806838951149,success,data\raw\sparc_csv\NGC6195.csv
NGC6503,31,18184.45164403527,606.148388134509,34.00938763897344,31.623675232196657,31.623675232196657,47.11548885935879,success,data\raw\sparc_csv\NGC6503.csv
NGC6674,15,8692.453941106429,620.8895672218878,58.730728023744526,54.7103941490633,54.7103941490633,86.23746853050352,success,data\raw\sparc_csv\NGC6674.csv
NGC6789,4,56.70551573120669,18.901838577068897,22.149642689697203,18.903878670101633,18.903878670101633,35.58079763650235,success,data\raw\sparc_csv\NGC6789.csv
NGC6946,58,5000.044337820989,87.72007610212262,27.201985618175932,23.202928159783227,23.202928159783227,81.4451545671183,success,data\raw\sparc_csv\NGC6946.csv
NGC7331,36,5819.651743444489,166.27576409841396,70.62964940801659,56.18755266804533,56.18755266804533,134.6465190275352,success,data\raw\sparc_csv\NGC7331.csv
NGC7793,46,111.61942443935143,2.4804316542078095,11.262807353432812,8.437782778154876,8.437782778154876,22.412673762974435,success,data\raw\sparc_csv\NGC7793.csv
NGC7814,18,2673.8485697416754,157.28520998480442,52.32989999318452,47.178045637653476,47.178045637653476,82.4947778024873,success,data\raw\sparc_csv\NGC7814.csv
PGC51017,6,29.915215543578654,5.983043108715731,5.126452773542659,4.792030352048852,4.792030352048852,8.581879342782269,success,data\raw\sparc_csv\PGC51017.csv
UGC00128,22,23277.670585597814,1108.4605040760864,29.008381758804962,28.150653567885197,28.150653567885197,38.980242380657515,success,data\raw\sparc_csv\UGC00128.csv
UGC00191,9,3105.425472241306,388.17818403016327,20.666663184438146,18.956208010659637,18.956208010659637,29.23471830133547,success,data\raw\sparc_csv\UGC00191.csv
UGC00634,4,3113.3407029653663,1037.7802343217888,39.25900172063591,38.090206327014464,38.090206327014464,45.46545019233674,success,data\raw\sparc_csv\UGC00634.csv
UGC00731,12,1069.1226366275805,97.19296696614369,25.53299604035376,25.32524747080024,25.32524747080024,28.861129473270083,success,data\raw\sparc_csv\UGC00731.csv
UGC00891,5,4382.776082350278,1095.6940205875694,19.68822232359895,17.894413220836658,17.894413220836658,26.342392879674613,success,data\raw\sparc_csv\UGC00891.csv
UGC01230,11,74.11454925924036,7.411454925924036,29.282321366415328,26.59141294780561,26.59141294780561,44.2001214957753,success,data\raw\sparc_csv\UGC01230.csv
UGC01281,25,298.09934925044536,12.420806218768556,15.555371486261524,13.493670413055305,13.493670413055305,23.503314070747663,success,data\raw\sparc_csv\UGC01281.csv
UGC02023,5,4.632130907269657,1.1580327268174142,8.364214975793795,6.148183476548222,6.148183476548222,16.2878344289786,success,data\raw\sparc_csv\UGC02023.csv
UGC02259,8,2559.580882972703,365.6544118532433,33.78779136453218,33.72158360610763,33.72158360610763,38.18619418557704,success,data\raw\sparc_csv\UGC02259.csv
UGC02455,8,755.7110788807568,107.95872555439382,35.37808204018852,33.10474494883046,33.10474494883046,50.56471608531322,success,data\raw\sparc_csv\UGC02455.csv
UGC02487,17,18913.90963010565,1182.119351881603,99.73383334370331,93.831687543228,93.831687543228,142.9477564832157,success,data\raw\sparc_csv\UGC02487.csv
UGC02885,19,766.0726466499862,42.559591480554786,63.49772671645672,55.23411661783901,55.23411661783901,102.57471281009464,success,data\raw\sparc_csv\UGC02885.csv
UGC02916,43,10440.726489812798,248.58872594792376,39.859926906232374,32.02591042700247,32.02591042700247,73.39804652344793,success,data\raw\sparc_csv\UGC02916.csv
UGC02953,115,60069.37206327558,526.9243163445226,61.741925226964206,53.30599763177416,53.30599763177416,149.5902032922327,success,data\raw\sparc_csv\UGC02953.csv
UGC03205,48,7497.522210043857,159.5217491498693,32.779165191787435,24.742218379385292,24.742218379385292,96.30343271383795,success,data\raw\sparc_csv\UGC03205.csv
UGC03546,30,2527.621444262718,87.15936014699027,72.0530324064155,61.2792441101694,61.2792441101694,135.97377313084337,success,data\raw\sparc_csv\UGC03546.csv
UGC03580,47,13937.575139159086,302.9907638947627,38.40849220834242,35.032690541172066,35.032690541172066,60.854687833746056,success,data\raw\sparc_csv\UGC03580.csv
UGC04278,25,616.9298605659077,25.70541085691282,24.288617853255577,20.647378339650878,20.647378339650878,38.504955122624104,success,data\raw\sparc_csv\UGC04278.csv
UGC04305,22,61.819302735411085,2.9437763207338614,5.394032348761991,4.77347422133763,4.77347422133763,10.616716787829972,success,data\raw\sparc_csv\UGC04305.csv
UGC04325,8,930.9551421658106,132.99359173797293,32.931921796753166,32.52760173287185,32.52760173287185,38.94739906950074,success,data\raw\sparc_csv\UGC04325.csv
UGC04483,8,144.46330876735834,20.637615538194048,6.501041049845681,5.72834374621586,5.72834374621586,9.098305505620441,success,data\raw\sparc_csv\UGC04483.csv
UGC04499,9,379.2074897785847,47.40093622232309,17.8969836136131,16.837223961506115,16.837223961506115,23.133909166967484,success,data\raw\sparc_csv\UGC04499.csv
UGC05005,11,45.64260593353117,4.564260593353117,21.14640446034015,17.897770808248193,17.897770808248193,32.10460242863212,success,data\raw\sparc_csv\UGC05005.csv
UGC05253,73,12102.14485087665,168.0853451510646,43.82140205869473,40.56326273451228,40.56326273451228,86.20374831760617,success,data\raw\sparc_csv\UGC05253.csv
UGC05414,6,129.63773722942216,25.927547445884432,11.364454155829488,9.724588204872854,9.724588204872854,17.719532795921666,success,data\raw\sparc_csv\UGC05414.csv
UGC05716,12,12106.358039862935,1100.5780036239032,23.72092889864628,23.517084881878088,23.517084881878088,27.572138655428844,success,data\raw\sparc_csv\UGC05716.csv
UGC05721,23,1216.1918640821832,55.281448367371965,34.10293871720232,30.90465380521625,30.90465380521625,43.07340305342959,success,data\raw\sparc_csv\UGC05721.csv
UGC05750,11,48.747461414357126,4.874746141435713,13.814602584748563,12.085102775546147,12.085102775546147,20.677713903813903,success,data\raw\sparc_csv\UGC05750.csv
UGC05764,10,16213.526643783734,1801.5029604204149,24.866539044301557,24.441312243695133,24.441312243695133,29.174816811683566,success,data\raw\sparc_csv\UGC05764.csv
UGC05829,11,112.47899594200713,11.247899594200714,16.180423695151365,15.800217819376376,15.800217819376376,20.829174656158337,success,data\raw\sparc_csv\UGC05829.csv
UGC05918,8,101.42573913948584,14.489391305640835,13.99334841288641,13.85625975906261,13.85625975906261,16.384775692274623,success,data\raw\sparc_csv\UGC05918.csv
UGC05986,15,2219.562424153517,158.54017315382265,35.49953797782958,32.23878355411875,32.23878355411875,47.492869497420855,success,data\raw\sparc_csv\UGC05986.csv
UGC05999,5,159.33025099163103,39.83256274790776,28.225011159575384,26.153152728996485,26.153152728996485,34.23945904050204,success,data\raw\sparc_csv\UGC05999.csv
UGC06399,9,270.83995789564375,33.85499473695547,25.050553195244735,23.398848049500756,23.398848049500756,32.59939093718835,success,data\raw\sparc_csv\UGC06399.csv
UGC06446,17,812.0843683230283,50.75527302018927,30.162427655014884,29.629275960348945,29.629275960348945,35.40307270748871,success,data\raw\sparc_csv\UGC06446.csv
UGC06614,13,187.4915729333752,15.624297744447935,47.78562736406631,41.08946397246841,41.08946397246841,82.43552319969218,success,data\raw\sparc_csv\UGC06614.csv
UGC06628,7,6.777795169626536,1.1296325282710893,8.137681902788065,6.624901334248157,6.624901334248157,14.082212720128851,success,data\raw\sparc_csv\UGC06628.csv
UGC06667,9,1193.974760430333,149.24684505379162,37.5629601556349,36.90995165701347,36.90995165701347,43.43336909477436,success,data\raw\sparc_csv\UGC06667.csv
UGC06786,45,25714.835903680305,584.4280887200069,50.36919299529773,37.23405561659362,37.23405561659362,108.1120791098381,success,data\raw\sparc_csv\UGC06786.csv
UGC06787,71,41195.12672488684,588.5018103555262,63.78186262718502,51.78412926987054,51.78412926987054,135.87031384296716,success,data\raw\sparc_csv\UGC06787.csv
UGC06818,8,86.19455993829416,12.313508562613452,17.932576704499073,15.189424079029054,15.189424079029054,28.558847957120562,success,data\raw\sparc_csv\UGC06818.csv
UGC06917,11,489.3603018662533,48.93603018662533,27.595895537510362,25.853255257457203,25.853255257457203,36.177082060916476,success,data\raw\sparc_csv\UGC06917.csv
UGC06923,6,53.03219497757027,10.606438995514054,14.402966593265491,13.428017050169396,13.428017050169396,19.30660929274071,success,data\raw\sparc_csv\UGC06923.csv
UGC06930,10,170.48222991537446,18.94246999059716,25.32371106781117,24.101970804490627,24.101970804490627,32.09777320072601,success,data\raw\sparc_csv\UGC06930.csv
UGC06973,9,3515.0920696443277,439.38650870554096,88.38567799826146,65.40324481432764,65.40324481432764,187.2829861608302,success,data\raw\sparc_csv\UGC06973.csv
UGC06983,17,780.6482799024318,48.79051749390199,34.726445614686014,33.487937039575215,33.487937039575215,41.40867347141669,success,data\raw\sparc_csv\UGC06983.csv
UGC07089,12,58.98785224084182,5.362532021894711,13.047982078425479,10.620492747028544,10.620492747028544,22.633594480684295,success,data\raw\sparc_csv\UGC07089.csv
UGC07125,13,167.68617872636418,13.973848227197015,8.163506382517303,7.624715929470345,7.624715929470345,11.541630204588003,success,data\raw\sparc_csv\UGC07125.csv
UGC07151,11,330.56324829249075,33.05632482924908,14.072440907690812,12.899252197830181,12.899252197830181,17.88377128037611,success,data\raw\sparc_csv\UGC07151.csv
UGC07232,4,29.844400404653328,9.948133468217776,9.013954742601534,6.13975123640001,6.13975123640001,16.36682109571121,success,data\raw\sparc_csv\UGC07232.csv
UGC07261,7,84.5475212283406,14.091253538056767,19.67061104092175,18.998967088075833,18.998967088075833,25.22793901778916,success,data\raw\sparc_csv\UGC07261.csv
UGC07323,10,63.2061722309419,7.022908025660211,9.729504205691027,7.589682691354146,7.589682691354146,16.91816236506557,success,data\raw\sparc_csv\UGC07323.csv
UGC07399,10,2060.70432611689,228.96714734632113,46.760368104154345,45.05890132986974,45.05890132986974,58.30354654452151,success,data\raw\sparc_csv\UGC07399.csv
UGC07524,31,1158.7267527658025,38.62422509219342,20.79476221403939,19.857351971476813,19.857351971476813,25.724101376036586,success,data\raw\sparc_csv\UGC07524.csv
UGC07559,7,23.041826272304107,3.840304378717351,5.860193430697385,4.839224344780781,4.839224344780781,8.381060700298374,success,data\raw\sparc_csv\UGC07559.csv
UGC07577,9,2.6853295559133548,0.33566619448916934,1.7315570441534762,1.4961098374840374,1.4961098374840374,2.6397922824871927,success,data\raw\sparc_csv\UGC07577.csv
UGC07603,12,775.1862161420703,70.47147419473366,23.227915668867396,20.825763402913612,20.825763402913612,31.78114014792265,success,data\raw\sparc_csv\UGC07603.csv
UGC07608,8,125.49043509883477,17.927205014119252,26.49637348375943,24.773674456772397,24.773674456772397,33.08875458689682,success,data\raw\sparc_csv\UGC07608.csv
UGC07690,7,52.99615953160167,8.832693255266944,11.859065002140682,10.950365548713762,10.950365548713762,15.316788775108826,success,data\raw\sparc_csv\UGC07690.csv
UGC07866,7,17.2300578762524,2.871676312708733,6.385409548497859,6.072974318539628,6.072974318539628,9.307614249362036,success,data\raw\sparc_csv\UGC07866.csv
UGC08286,17,3772.539156549378,235.7836972843361,30.82383346460871,29.948688258586888,29.948688258586888,35.97125838690736,success,data\raw\sparc_csv\UGC08286.csv
UGC08490,30,1860.5810622138022,64.1579676625449,29.05962709167099,28.340098887996056,28.340098887996056,33.77413047472604,success,data\raw\sparc_csv\UGC08490.csv
UGC08550,11,1034.2174059812744,103.42174059812744,20.2161698528848,19.565275982940054,19.565275982940054,25.372107520126384,success,data\raw\sparc_csv\UGC08550.csv
UGC08699,41,1788.5126561505463,44.712816403763654,37.51843307094394,31.243449238892463,31.243449238892463,80.01599680328627,success,data\raw\sparc_csv\UGC08699.csv
UGC08837,8,44.50124082101962,6.357320117288517,7.025944324680637,5.6142058932154635,5.6142058932154635,11.486199911630266,success,data\raw\sparc_csv\UGC08837.csv
UGC09037,22,808.8007742937698,38.51432258541761,30.801566034226795,25.97607347209962,25.97607347209962,74.76361925708595,success,data\raw\sparc_csv\UGC09037.csv
UGC09133,68,54720.31224672136,816.721078309274,60.16199614202124,53.69057933169754,53.69057933169754,104.32552570740543,success,data\raw\sparc_csv\UGC09133.csv
UGC09992,5,3.536418069968692,0.884104517492173,4.760068796189589,4.587220088424132,4.587220088424132,6.808494651622215,success,data\raw\sparc_csv\UGC09992.csv
UGC10310,7,97.07949652763968,16.179916087939947,18.843659779864858,18.551794723124058,18.551794723124058,22.31471221129796,success,data\raw\sparc_csv\UGC10310.csv
UGC11455,36,1412.3623044563506,40.35320869875287,39.77207400244947,36.08970401925945,36.08970401925945,62.95999999999998,success,data\raw\sparc_csv\UGC11455.csv
UGC11557,12,79.37975868717581,7.216341698834165,20.837740296482337,19.198458533925848,19.198458533925848,30.381330711578798,success,data\raw\sparc_csv\UGC11557.csv
UGC11820,10,4172.5923242813105,463.62136936459007,18.470643938210863,16.82084636983094,16.82084636983094,27.217377936686574,success,data\raw\sparc_csv\UGC11820.csv
UGC11914,65,961.2301573558643,15.01922120868538,20.213654416004204,18.368135880315045,18.368135880315045,47.71645648860451,success,data\raw\sparc_csv\UGC11914.csv
UGC12506,31,688.0502588770797,22.93500862923599,63.67843207542097,63.19801661678963,63.19801661678963,75.74156816387072,success,data\raw\sparc_csv\UGC12506.csv
UGC12632,15,654.6570164173054,46.761215458378956,20.84819717674205,20.448764062428832,20.448764062428832,24.44962009456163,success,data\raw\sparc_csv\UGC12632.csv
UGC12732,16,937.8507217939647,62.52338145293098,26.791404691235318,26.367412227412736,26.367412227412736,31.470751292972835,success,data\raw\sparc_csv\UGC12732.csv
UGCA281,7,100.1565400400845,16.692756673347414,6.4427434030300335,5.910570912537385,5.910570912537385,9.45301501052575,success,data\raw\sparc_csv\UGCA281.csv
UGCA442,8,1799.0219379198336,257.00313398854763,19.51451294369578,18.478499467711583,18.478499467711583,25.025776627664158,success,data\raw\sparc_csv\UGCA442.csv
UGCA444,36,316.53639219020175,9.04389691972005,11.829467373148153,11.334692784755653,11.334692784755653,18.55816744069849,success,data\raw\sparc_csv\UGCA444.csv
