galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
IC4202,4,14.98,18.65,16.814999999999998,3.669999999999998,0.35000000000000003,2.0038247745392535,229.03959164474358,245.83333333333334,9.143333333333334,6,25.9,0.77,3.5156077328398996,0.2844458415137807,0.0014484608038967117,0.994920723369897,2.0980387004251083e-06,2.0873821814849875e-06,0.0014872176774165882,2.262252882787537e-11,1.950378994556505e-05,229.0395916447444,IC4202_segment_structure_v8_2.csv
IC4202,5,19.62,25.9,22.759999999999998,6.279999999999998,0.35000000000000003,2.0026825342193066,205.63923030792338,241.71428571428572,12.457142857142857,7,25.9,0.77,3.5156077328398996,0.2844458415137807,0.0011422403199468079,0.9959923831151135,1.304712948512186e-06,1.2994841588697984e-06,0.0014953784379342905,1.2415578307563238e-11,1.6810073238393082e-05,205.63923030792407,IC4202_segment_structure_v8_2.csv
NGC0100,1,0.23,1.59,0.91,1.36,0.35,2.08847927962468,27.599172151429467,25.6275,5.07,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.599172151429467,NGC0100_segment_structure_v8_2.csv
NGC0100,2,2.05,3.42,2.735,1.37,0.35,2.0252009899794645,51.73566053421866,58.800000000000004,4.0,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.06327828964521531,0.7895826416661991,0.004004141940423763,0.0031616009709262154,0.004331393330168915,2.490424136661235e-09,8.253066105253537e-05,51.735660534284484,NGC0100_segment_structure_v8_2.csv
NGC0100,3,3.88,5.7,4.79,1.8200000000000003,0.35,2.013209481655429,55.162498029489754,76.9,4.388,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.011991508324035394,0.9562168711669722,0.00014379627188541014,0.00013750042118774214,0.0045816440967306055,8.588368649051228e-10,6.413913456615655e-05,55.16249802952704,NGC0100_segment_structure_v8_2.csv
NGC0100,4,6.16,7.52,6.84,1.3599999999999994,0.3499999999999999,2.0087626009710484,50.06994501779251,82.6,5.423333333333333,3,9.62,0.23,3.733520234736557,0.26784373382954535,0.004446880684380705,0.9835345432277901,1.977474782111821e-05,1.9449147565688235e-05,0.004608094937419941,4.236132826617335e-10,5.382856911906778e-05,50.069945017821446,NGC0100_segment_structure_v8_2.csv
NGC0100,5,7.98,9.62,8.8,1.6399999999999988,0.35,2.006558277107572,46.49011326914392,88.84,8.472,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.002204323863476354,0.9918038850656442,4.85904369509132e-06,4.8192184144952945e-06,0.0046159984556197135,2.5636614046693413e-10,4.7497600319479514e-05,46.490113269168184,NGC0100_segment_structure_v8_2.csv
NGC2403,1,0.16,1.57,0.865,1.4100000000000001,0.3499999999999999,2.0851523460390853,67.7444087710755,67.01333333333334,1.6440000000000003,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.7444087710755,NGC2403_segment_structure_v8_2.csv
NGC2403,2,1.67,2.98,2.325,1.31,0.35,2.0281647992198613,103.12050731849263,97.4,1.6521428571428576,14,20.87,0.16,4.87089418483742,0.20530111352303537,0.05698754681922402,0.7576147178111515,0.00324758049247325,0.002460414778374122,0.0032231433596700996,2.5644489780624305e-09,7.721621509757619e-05,103.12050731852155,NGC2403_segment_structure_v8_2.csv
NGC2403,3,3.08,6.46,4.77,3.38,0.3499999999999999,2.012427902467385,102.2789615368371,113.33333333333333,3.049333333333334,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.015736896752476248,0.926211416463855,0.0002476499193980975,0.00022937618263287139,0.003998434856969205,7.558117189759294e-10,6.004350006049933e-05,102.27896153685472,NGC2403_segment_structure_v8_2.csv
NGC2403,4,6.96,13.42,10.19,6.46,0.35,2.0052304362957885,81.8632729073081,128.64285714285714,1.542142857142857,14,20.87,0.16,4.87089418483742,0.20530111352303537,0.007197466171596556,0.965549319958169,5.180351929127679e-05,5.001885282313219e-05,0.004321556646206639,1.7899965614306196e-10,4.270838905997042e-05,81.86327290731924,NGC2403_segment_structure_v8_2.csv
NGC2403,5,13.91,20.87,17.39,6.960000000000001,0.3499999999999999,2.0028503035508365,66.5174223471972,134.26666666666668,4.1066666666666665,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.0023801327449519682,0.9884735694696073,5.665031883592591e-06,5.599734287133901e-06,0.004360530796845091,6.201554272947088e-11,3.283976686984088e-05,66.51742234720531,NGC2403_segment_structure_v8_2.csv
NGC2683,1,2.89,14.43,8.66,11.54,0.35,2.011652895387903,205.08057127289626,195.8,7.4,5,34.62,2.89,2.4831750476237224,0.4027102321912228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,205.08057127289626,NGC2683_segment_structure_v8_2.csv
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35000000000000003,2.002976747247724,122.61999609272766,162.5,10.333333333333334,6,34.62,2.89,2.4831750476237224,0.4027102321912228,0.00867614814017914,0.9786860281581582,7.527554655033396e-05,7.367112567078089e-05,0.001275247185361217,8.135384327844362e-12,1.453393456956783e-05,122.61999609272853,NGC2683_segment_structure_v8_2.csv
NGC2841,1,3.44,6.51,4.975,3.07,0.35,2.02544875488733,282.98789495077904,305.2,9.407,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,282.98789495077904,NGC2841_segment_structure_v8_2.csv
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,2.012785294331137,287.1012252081233,320.4,12.484,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.012663460556193051,0.9637252122127644,0.00016036323325825723,0.000154546091002939,0.0004744564993790226,2.8954452279966583e-11,1.5590786602680427e-05,287.10122520812376,NGC2841_segment_structure_v8_2.csv
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,2.0054686459590885,255.45435211970735,313.3,7.552,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.007316648372048373,0.9788779595685487,5.353334340019811e-05,5.240260995646836e-05,0.0011158644452461954,1.78654470229128e-11,1.7111828561131065e-05,255.45435211970792,NGC2841_segment_structure_v8_2.csv
NGC2841,4,24.59,43.08,33.835,18.49,0.35,2.0022427669919116,173.643980848759,284.1,3.818,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.003225878967176854,0.9906317825164029,1.0406295110874006e-05,1.0308806675076845e-05,0.0013064742806683663,4.90827466473177e-12,1.2886872129465685e-05,173.6439808487595,NGC2841_segment_structure_v8_2.csv
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2.0012665632435045,139.79052367963587,284.1,5.090000000000001,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.0009762037484071229,0.9971557139423912,9.529737584041172e-07,9.502632284298213e-07,0.0013240351451297495,1.924252539751835e-12,1.0231292106205346e-05,139.79052367963624,NGC2841_segment_structure_v8_2.csv
NGC2998,1,0.33,2.64,1.485,2.31,0.35,2.055594555551112,106.16040290309387,135.75,16.75,4,42.28,0.33,4.852976785523648,0.20605909407664674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.16040290309387,NGC2998_segment_structure_v8_2.csv
NGC2998,2,3.63,17.48,10.555,13.850000000000001,0.35,2.0056557873497147,209.6220323237375,208.25,8.75,4,42.28,0.33,4.852976785523648,0.20605909407664674,0.0499387682013972,0.784780135356104,0.00249388056947288,0.0019571479308728846,0.027106498842589456,1.046447165157819e-09,0.0001050963835164692,209.62203232376385,NGC2998_segment_structure_v8_2.csv
NGC2998,3,22.46,42.28,32.370000000000005,19.82,0.35,2.0015612216528678,164.01718193338445,211.2,2.4,5,42.28,0.33,4.852976785523648,0.20605909407664674,0.0040945656968469635,0.9803252915181241,1.676546824579586e-05,1.6435612545497677e-05,0.02743225268324122,1.1259949127359844e-10,6.037255612052865e-05,164.01718193339556,NGC2998_segment_structure_v8_2.csv
NGC3198,1,0.32,2.89,1.605,2.5700000000000003,0.35,2.0503854980944376,81.2176359373249,64.87777777777778,13.370000000000001,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.2176359373249,NGC3198_segment_structure_v8_2.csv
NGC3198,2,3.21,5.46,4.335,2.25,0.35,2.0158175600775765,116.00314163581649,118.625,5.38875,8,44.08,0.32,4.925440448033024,0.20302752830954443,0.03456793801686109,0.843443535370595,0.0011949423387375502,0.0010078663907488064,0.0022676993791848144,5.19000327897828e-10,4.743275683994221e-05,116.0031416358262,NGC3198_segment_structure_v8_2.csv
NGC3198,3,5.78,11.04,8.41,5.259999999999999,0.35,2.0073184714798185,136.86619416809776,145.66666666666666,1.9344444444444444,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.008499088597758053,0.9590023489274985,7.223450699254095e-05,6.927306187946658e-05,0.0026320756846708085,1.6005407515481863e-10,3.668861910800166e-05,136.86619416810268,NGC3198_segment_structure_v8_2.csv
NGC3198,4,12.05,26.1,19.075000000000003,14.05,0.35,2.0028452561508554,108.54440155319925,153.125,2.0,8,44.08,0.32,4.925440448033024,0.20302752830954443,0.004473215328963054,0.9782083882602596,2.0009655379270043e-05,1.9573612738198983e-05,0.0029070849436425043,3.4362834723144594e-11,2.560216928980791e-05,108.54440155320226,NGC3198_segment_structure_v8_2.csv
NGC3198,5,28.16,44.08,36.12,15.919999999999998,0.35,2.0013719533318914,83.49923046825627,148.33333333333334,2.2222222222222223,9,44.08,0.32,4.925440448033024,0.20302752830954443,0.0014733028189639619,0.9927696007259077,2.1706211963671564e-06,2.154926738444614e-06,0.0029413913773185425,9.696559938496426e-12,1.8714693291061195e-05,83.49923046825838,NGC3198_segment_structure_v8_2.csv
NGC3769,1,1.74,6.98,4.36,5.24,0.35,2.0239713525938265,126.80353346510815,108.625,6.875,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.80353346510815,NGC3769_segment_structure_v8_2.csv
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,2.0070632580267427,93.98851101146455,120.5,4.95,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.016908094567083864,0.9495552535941754,0.00028588366188945087,0.000271462333063869,0.00157448153177044,5.0151701209609534e-11,2.4140479863823396e-05,93.98851101146765,NGC3769_segment_structure_v8_2.csv
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,2.0025402906379273,63.51872460033542,118.5,11.575,4,37.16,1.74,3.0613478007192,0.3266535085510607,0.004522967388815413,0.9862490438839301,2.0457234000287718e-05,2.017592747329359e-05,0.0019798159147089082,1.158153031105715e-11,1.7720981755656615e-05,63.51872460033789,NGC3769_segment_structure_v8_2.csv
NGC3917,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,54.43461988407375,62.125,4.35,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.43461988407375,NGC3917_segment_structure_v8_2.csv
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,2.0143245798426883,99.36390463229996,118.75,3.7,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.03176802584515981,0.9137889924670234,0.0010092074660987417,0.0009222026736365668,0.0024069489781914396,3.2143673441497694e-10,4.271010966744284e-05,99.36390463230914,NGC3917_segment_structure_v8_2.csv
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,2.0080524301562024,110.84518004828477,135.75,3.725,4,14.86,0.87,2.837935106623121,0.3523688747026732,0.006272149686485928,0.9823575296047566,3.933986168968553e-05,3.864580934447229e-05,0.0025082009986739573,1.2856766124319243e-10,3.431733930519152e-05,110.84518004829008,NGC3917_segment_structure_v8_2.csv
NGC3917,4,11.35,14.86,13.105,3.51,0.35,2.005255789250093,101.61509729949712,137.2,4.9,5,14.86,0.87,2.837935106623121,0.3523688747026732,0.0027966409061095376,0.9920947269213732,7.821200357725175e-06,7.759371633094705e-06,0.0025354363931061196,6.3494926372275e-11,2.8846161098292853e-05,101.61509729950122,NGC3917_segment_structure_v8_2.csv
NGC4010,1,0.87,3.5,2.185,2.63,0.35,2.046092605687848,68.99372899137225,60.825,6.0249999999999995,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.99372899137225,NGC4010_segment_structure_v8_2.csv
NGC4010,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,2.0143245798426883,101.36973526596431,110.075,5.550000000000001,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.03176802584515981,0.9240106003236765,0.0010092074660987417,0.0009325183966010347,0.002433873015128701,3.2503231312844197e-10,4.2948322167506244e-05,101.3697352659734,NGC4010_segment_structure_v8_2.csv
NGC4010,3,7.85,10.47,9.16,2.620000000000001,0.35,2.0080524301562024,101.06352102974711,125.5,4.8,4,10.47,0.87,2.4877760922159533,0.4019654353657139,0.006272149686485928,0.9845174030285075,3.933986168968553e-05,3.873077846622988e-05,0.002535347654710223,1.2995916937152876e-10,3.4502550506349574e-05,101.06352102975299,NGC4010_segment_structure_v8_2.csv
NGC4013,1,5.49,9.88,7.6850000000000005,4.390000000000001,0.35000000000000003,2.016876790672674,221.90782079557766,194.85714285714286,5.0,7,31.01,5.49,1.7313814775909184,0.5775734654337539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,221.90782079557766,NGC4013_segment_structure_v8_2.csv
NGC4013,2,10.56,14.98,12.77,4.42,0.35000000000000003,2.008592696002884,180.49914362500803,182.0,7.142857142857143,7,31.01,5.49,1.7313814775909184,0.5775734654337539,0.008284094669789965,0.9857594417110317,6.862622449804251e-05,6.764894874792632e-05,0.0002990083534658343,7.886092768968611e-12,1.0035208251936237e-05,180.49914362500832,NGC4013_segment_structure_v8_2.csv
NGC4013,3,15.68,20.79,18.235,5.109999999999999,0.35,2.005427342656141,144.67868483384245,166.25,5.125,8,31.01,5.49,1.7313814775909184,0.5775734654337539,0.0031653533467430606,0.994534556027942,1.0019461809737495e-05,9.9647010025862e-06,0.0003499279755890498,4.526134794251e-12,9.084826248925567e-06,144.67868483384274,NGC4013_segment_structure_v8_2.csv
NGC4013,4,21.48,25.2,23.34,3.719999999999999,0.35000000000000003,2.0039693557617193,126.15143218923197,172.5,5.0,6,31.01,5.49,1.7313814775909184,0.5775734654337539,0.001457986894421559,0.9974788519419442,2.1257257843050223e-06,2.1203665148719623e-06,0.0003578157390243735,2.8249976505561724e-12,8.120064357132957e-06,126.15143218923222,NGC4013_segment_structure_v8_2.csv
NGC4013,5,25.9,31.01,28.455,5.110000000000003,0.35,2.0030965427561047,114.36964773183456,177.5,6.125,8,31.01,5.49,1.7313814775909184,0.5775734654337539,0.0008728130056145922,0.9984899689745498,7.618025427699781e-07,7.606521972951286e-07,0.0003617026717525516,1.9212987116438806e-12,7.393953938173176e-06,114.3696477318348,NGC4013_segment_structure_v8_2.csv
NGC4068,1,0.21,2.33,1.27,2.12,0.35000000000000003,2.0593355510021163,22.163802660980462,24.763333333333335,2.9866666666666664,6,2.33,0.21,2.4065160158422776,0.4155384769587753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.163802660980462,NGC4068_segment_structure_v8_2.csv
NGC4088,1,1.74,6.98,4.36,5.24,0.35,2.0239713525938265,206.23582623980633,140.475,8.925,4,21.48,1.74,2.513237156414226,0.3978932101365058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,206.23582623980633,NGC4088_segment_structure_v8_2.csv
NGC4088,2,8.72,13.94,11.33,5.219999999999999,0.35,2.007285148478932,228.6614531039015,176.5,6.625,4,21.48,1.74,2.513237156414226,0.3978932101365058,0.016686204114894743,0.9589307779634051,0.0002784294077639302,0.00026699452859495573,0.0013937114392656685,4.669532469509442e-11,2.300126146095948e-05,228.66145310390266,NGC4088_segment_structure_v8_2.csv
NGC4088,3,15.68,21.48,18.58,5.800000000000001,0.35,2.0039955230193893,176.15766912675343,169.5,6.975,4,21.48,1.74,2.513237156414226,0.3978932101365058,0.003289625459542478,0.9917664737510289,1.0821635664070059e-05,1.0732535442773136e-05,0.0014559601448337527,1.8139212234751695e-11,1.835828323459703e-05,176.1576691267544,NGC4088_segment_structure_v8_2.csv
NGC4157,1,1.74,6.98,4.36,5.24,0.35,2.0239713525938265,215.8670910476772,161.6,9.475,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,215.8670910476772,NGC4157_segment_structure_v8_2.csv
NGC4157,2,8.72,13.94,11.33,5.219999999999999,0.35,2.007285148478932,227.09331741195047,192.75,6.525,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.016686204114894743,0.953808376695676,0.0002784294077639302,0.00026556830144365274,0.0013862665335358671,4.6445888347954575e-11,2.2939745312063194e-05,227.0933174119516,NGC4157_segment_structure_v8_2.csv
NGC4157,3,15.68,20.9,18.29,5.219999999999999,0.35,2.004071992516984,173.7702629094548,182.5,6.699999999999999,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0032131559619479333,0.9909345279590299,1.0324371235801548e-05,1.0230775937022793e-05,0.0014396711839271261,1.8509566849336165e-11,1.83994559070196e-05,173.77026290945577,NGC4157_segment_structure_v8_2.csv
NGC4157,4,22.65,29.61,26.13,6.960000000000001,0.35,2.002654873270447,143.6010859755771,185.2,10.84,5,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0014171192465370908,0.995991617426219,2.0082269589058516e-06,2.0001772169595764e-06,0.0014535924173571647,9.156387926620838e-12,1.5467915713586056e-05,143.60108597557792,NGC4157_segment_structure_v8_2.csv
NGC4183,1,0.87,4.37,2.62,3.5,0.35,2.036824330139482,55.05702458827953,74.28,6.24,5,21.02,0.87,3.1847364327823127,0.31399772668985365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.05702458827953,NGC4183_segment_structure_v8_2.csv
NGC4183,2,5.24,7.85,6.545,2.6099999999999994,0.35,2.012057522595498,78.4315719271537,105.075,5.2,4,21.02,0.87,3.1847364327823127,0.31399772668985365,0.024766807543984193,0.9241547395564731,0.0006133947559207523,0.0005668716709032492,0.0014795350610574802,1.4854783074811395e-10,3.118085233354608e-05,78.4315719271599,NGC4183_segment_structure_v8_2.csv
NGC4183,3,8.72,12.31,10.515,3.59,0.35,2.0068292377466848,83.77962206637491,112.2,5.72,5,21.02,0.87,3.1847364327823127,0.31399772668985365,0.005228284848813214,0.9834871476214405,2.733496246032981e-05,2.688358426044892e-05,0.0015760471285524917,6.130713210833421e-11,2.5389850218525006e-05,83.77962206637876,NGC4183_segment_structure_v8_2.csv
NGC4183,4,13.12,16.03,14.575,2.910000000000002,0.35,2.0046337061736925,72.17567239808223,109.25,4.925,4,21.02,0.87,3.1847364327823127,0.31399772668985365,0.0021955315729922376,0.993032199090336,4.820358888005769e-06,4.786771586961015e-06,0.0015899766338705482,3.219096307032086e-11,2.1660639112222115e-05,72.17567239808548,NGC4183_segment_structure_v8_2.csv
NGC4183,5,16.95,21.02,18.985,4.07,0.35,2.0033920237197615,64.2317986909034,110.8,7.359999999999999,5,21.02,0.87,3.1847364327823127,0.31399772668985365,0.00124168245393097,0.9960533771185925,1.5417753164000357e-06,1.535690510658342e-06,0.0015962268942489276,1.904731550120181e-11,1.901613222478e-05,64.23179869090622,NGC4183_segment_structure_v8_2.csv
NGC4389,1,0.87,5.32,3.095,4.45,0.35000000000000003,2.0299963451851553,129.41212209049402,73.10000000000001,6.583333333333333,6,5.32,0.87,1.8107353706870606,0.5522618137296135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,129.41212209049402,NGC4389_segment_structure_v8_2.csv
NGC5907,1,5.03,15.1,10.065,10.07,0.35,2.0114086786106196,214.54029707471642,226.8,4.4,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,214.54029707471642,NGC5907_segment_structure_v8_2.csv
NGC5907,2,17.61,25.16,21.384999999999998,7.550000000000001,0.35,2.0043292669740147,208.05811317104434,228.0,4.5,4,50.33,5.03,2.3031813366766207,0.4341820524835234,0.00707941163660486,0.9838270409654284,5.01180691204963e-05,4.9307511641718685e-05,0.0003722717128949761,3.5010787788025105e-12,8.65277814835742e-06,208.0581131710445,NGC5907_segment_structure_v8_2.csv
NGC5907,3,27.68,37.75,32.715,10.07,0.35,2.002548894819335,174.22505643645147,217.0,2.0,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0017803721546796325,0.9959078757333727,3.169725009158597e-06,3.1567541005300837e-06,0.000404060226687314,1.6237254902949813e-12,7.2883591716517594e-06,174.22505643645164,NGC5907_segment_structure_v8_2.csv
NGC5907,4,40.26,50.33,45.295,10.07,0.35,2.001710400475847,148.05471556378245,215.8,3.6,5,50.33,5.03,2.3031813366766207,0.4341820524835234,0.0008384943434882608,0.9980706590527818,7.030727640618095e-07,7.017162969892312e-07,0.0004111265097979956,8.618571880448966e-13,6.248025394674192e-06,148.0547155637826,NGC5907_segment_structure_v8_2.csv
NGC5985,1,3.54,8.02,5.779999999999999,4.4799999999999995,0.35000000000000003,2.0210504730424197,171.006515332304,254.42857142857142,6.155714285714285,7,34.72,3.54,2.283189162646466,0.437983858876104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,171.006515332304,NGC5985_segment_structure_v8_2.csv
NGC5985,2,8.79,12.56,10.675,3.7700000000000014,0.35000000000000003,2.009470764838885,212.8164177014081,298.6666666666667,9.28,6,34.72,3.54,2.283189162646466,0.437983858876104,0.011579708203534711,0.973907777341355,0.00013408964207900907,0.00013059094528166556,0.0004923278637118793,1.8581424412503187e-11,1.4083916557672143e-05,212.81641770140857,NGC5985_segment_structure_v8_2.csv
NGC5985,3,13.39,17.89,15.64,4.5,0.35000000000000003,2.0058421586359128,228.5514375976832,294.42857142857144,6.645714285714286,7,34.72,3.54,2.283189162646466,0.437983858876104,0.003628606202972229,0.9917494299715796,1.3166782976248536e-05,1.3058149511253983e-05,0.0005510895365125223,9.689670799846253e-12,1.231042043593944e-05,228.55143759768353,NGC5985_segment_structure_v8_2.csv
NGC5985,4,18.72,22.52,20.619999999999997,3.8000000000000007,0.35000000000000003,2.0041408429041057,217.7049921384439,290.5,4.056666666666667,6,34.72,3.54,2.283189162646466,0.437983858876104,0.001701315731807096,0.9961231089811283,2.8944752192943143e-06,2.8832536543122856e-06,0.0005620459003989089,5.685318731083905e-12,1.0827339111478412e-05,217.70499213844417,NGC5985_segment_structure_v8_2.csv
NGC5985,5,23.23,34.72,28.975,11.489999999999998,0.35000000000000003,2.0027258343635554,203.18735566590126,291.85714285714283,4.497142857142857,7,34.72,3.54,2.283189162646466,0.437983858876104,0.001415008540550211,0.9967744810346624,2.0022491698300385e-06,1.9957908771594203e-06,0.0005849775375774707,2.9967647765640327e-12,9.318329217243983e-06,203.18735566590146,NGC5985_segment_structure_v8_2.csv
UGC01281,1,0.23,0.84,0.535,0.61,0.35,2.1599482940564743,8.881473492568254,10.914000000000001,4.356,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.881473492568254,UGC01281_segment_structure_v8_2.csv
UGC01281,2,1.0,1.61,1.3050000000000002,0.6100000000000001,0.35,2.0588337451926773,17.14148187160106,26.139999999999997,5.038,5,4.99,0.23,3.077111879822369,0.32498005891736587,0.101114548863797,0.7326107320134823,0.010224151991929192,0.007490323475024348,0.004569097319764853,1.1539041619206909e-08,0.0001227128734610392,17.1414818720403,UGC01281_segment_structure_v8_2.csv
