galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,formula_dim_balance_scale,formula_g_suppression_lambda,formula_g_suppression_power,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,formula,,1999.4508008590983,1999.4508008590983,1999.4508008590983,False,False,0.9997254004295492,3640.6662937905,,,gbar_char_logmean,sigma_char_rms,1185.491162227603,908.1374332486461,0.1870541886187273,0.20760516770609086,0.19391990024585548,15,True,4.259563861248293,0.2272192572366846,1.6186072194981413,0.367778730172303,-1.2595638612482931,0.5506731001264689,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,31.63487006354891,26.07038259545068,0.2639642075391444,0.2855116916590556,2387.5776992905976,170.5412642350427,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\ESO116-G012_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\ESO116-G012_rotation_curve.png,ok,
ESO444-G084,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO444-G084_normalized.csv,formula,,1999.0356153177268,1999.0356153177268,1999.0356153177268,False,False,0.9995178076588633,2072.86122650278,,,gbar_char_logmean,sigma_char_rms,303.16933701657456,228.23036697311002,0.4566653659597662,0.4571768942492981,0.4566675125957452,7,True,2.3576458350071685,2.1291243296363764,0.40678349572034533,0.8660926376327222,0.6423541649928315,1.42765378479237,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,18.491272524160397,16.155907222923354,0.3485043530830393,0.3391419818917894,642.1231457678466,107.0205242946411,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\ESO444-G084_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\ESO444-G084_rotation_curve.png,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,formula,,1999.8418939751139,1999.8418939751139,1999.8418939751139,False,False,0.999920946987557,12648.739321700526,,,gbar_char_logmean,sigma_char_rms,4465.040597400861,3618.810794657943,0.14125287601017442,0.16845285087374412,0.15520467785195793,25,True,4.5,0.04563659817196364,6.449941455752546,0.2943533864488691,-1.5,0.5501704653494427,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,62.15939503201054,54.50644246010443,0.305576166005452,0.1522636841500808,1751.8649539849534,60.40913634430874,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\ESO563-G021_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\ESO563-G021_rotation_curve.png,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F561-1_normalized.csv,formula,,1990.9389757661659,1990.9389757661659,1990.9389757661659,False,False,0.995469487883083,219.72559882711346,,,gbar_char_logmean,sigma_char_rms,372.01707452824746,403.2332228873243,0.020954103424309516,0.009113257131587477,0.03196764816261052,3,True,4.5,0.08435847382098265,0.7186976131708744,0.06062823378587792,-1.5,0.5501704653494427,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,3.337924708553896,2.6148433801143565,0.06672905242133427,0.05794563667115985,2.277083345746573,0.45541666914931456,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F561-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F561-1_rotation_curve.png,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,formula,,1998.6588344343002,1998.6588344343002,1998.6588344343002,False,False,0.9993294172171501,1490.2401952076862,,,gbar_char_logmean,sigma_char_rms,156.14697624190066,171.2162577136761,0.4462307428362153,0.45574298203157537,0.447675648120599,17,True,2.1302355891095126,2.782228563500322,0.3051651222430475,0.8490391196886742,0.8697644108904874,1.4437947616667364,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,47.23277250110315,43.90220842292736,0.4688560297422507,0.5119424230512508,309.9652369322359,19.372827308264743,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F563-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F563-1_rotation_curve.png,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V1_normalized.csv,formula,,1958.8904119853598,1958.8904119853598,1958.8904119853598,False,False,0.9794452059926799,47.6504510647917,,,gbar_char_logmean,sigma_char_rms,140.38075087800775,141.50315236362601,0.014745864857407491,0.007917198234479145,0.02194351082793043,3,True,4.5,0.165011545738482,0.25220634632159294,0.04161695905158097,-1.5,0.5501704653494427,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,0.9979153003939634,0.5867860014910562,0.022249991756513626,0.007996596887474155,0.23900038722248979,0.047800077444497956,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F563-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F563-V1_rotation_curve.png,ok,
F563-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V2_normalized.csv,formula,,1999.3185686894342,1999.3185686894342,1999.3185686894342,False,False,0.9996592843447171,2933.9986843709644,,,gbar_char_logmean,sigma_char_rms,366.5083344301131,378.2239546562029,0.380841778835956,0.38093466643219387,0.3808418775878421,10,True,2.941342794692998,1.071445291571335,0.6741226615928404,0.7222855517051854,0.0586572053070018,1.074718174657737,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,44.52152264550264,40.00638886945594,0.5108096382501348,0.47964173511148034,122.90914758624999,13.656571954027775,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F563-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F563-V2_rotation_curve.png,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F565-V2_normalized.csv,formula,,1998.1864823215133,1998.1864823215133,1998.1864823215133,False,False,0.9990932411607566,1101.8290618423412,,,gbar_char_logmean,sigma_char_rms,136.88976127320953,139.5307608032617,0.41467237444098426,0.41551228283418457,0.4146759586394735,7,True,2.0213754429556925,3.162373990274829,0.24869087927618952,0.7864535682415992,0.9786245570443075,1.4466581173250004,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,27.354324478860423,24.48665757371553,0.38777487867797944,0.4375285200293009,141.53955559250397,23.589925932083997,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F565-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F565-V2_rotation_curve.png,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F567-2_normalized.csv,formula,,1996.0658127305137,1996.0658127305137,1996.0658127305137,False,False,0.9980329063652569,507.3642091753286,,,gbar_char_logmean,sigma_char_rms,188.49739130434784,230.43002560555695,0.11941976758111283,0.1317416444037211,0.12195249212607567,5,True,3.488074232653004,0.5631524085395057,0.4107040293450563,0.23128896332254828,-0.4880742326530041,0.6021295633214884,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,7.965621915344433,7.329801515736294,0.15625877193658794,0.1558334511683102,9.303486634832408,2.325871658708102,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F567-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F567-2_rotation_curve.png,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-1_normalized.csv,formula,,1999.391820899267,1999.391820899267,1999.391820899267,False,False,0.9996959104496335,3287.504977546316,,,gbar_char_logmean,sigma_char_rms,399.4879274891775,429.953722685291,0.3721057076655207,0.37770484239969715,0.3724630415041228,12,True,3.069214705810015,0.9217980946753723,0.7663225565969712,0.7063946725778483,-0.06921470581001499,0.9121518646333616,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,53.24634683024258,48.68051319299256,0.48067956742938595,0.48933041323379967,275.97949518325834,25.08904501665985,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\tables\F568-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_134320_formula\figures\F568-1_rotation_curve.png,ok,
