galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,formula_dim_balance_scale,formula_g_suppression_lambda,formula_g_suppression_power,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,formula,,1365.5327585866585,795.5154742656377,795.5154742656377,False,False,0.999539537889424,2170.7313477734956,,,gbar_char_logmean,sigma_char_rms,1185.491162227603,908.1374332486461,0.1870541886187273,0.20760516770609086,0.19391990024585548,15,True,4.276415738981653,0.2272192572366846,1.6186072194981413,0.367778730172303,-1.2764157389816528,0.58256784340275,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,33.16917957946207,27.40721224063531,0.26796682178406217,0.3025261416316462,2617.488761357619,186.96348295411562,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\ESO116-G012_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\ESO116-G012_rotation_curve.png,ok,
ESO444-G084,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO444-G084_normalized.csv,formula,,1999.6327880362023,2000.0,2000.0,False,True,0.9998163940181012,5445.445642228503,,,gbar_char_logmean,sigma_char_rms,303.16933701657456,228.23036697311002,0.4566653659597662,0.4571768942492981,0.4566675125957452,7,True,2.150249482637628,2.1291243296363764,0.40678349572034533,0.8660926376327222,0.8497505173623718,1.678131713543276,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,18.487351981388812,16.153510611630896,0.3485077643197339,0.3390427360623411,641.8600768087391,106.97667946812318,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\ESO444-G084_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\ESO444-G084_rotation_curve.png,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,formula,,392.916901471836,223.7704762582204,223.7704762582204,False,False,0.9994737419848673,1899.2085882677675,,,gbar_char_logmean,sigma_char_rms,4465.040597400861,3618.810794657943,0.17072012533711597,0.1740310497466436,0.1712289378622155,25,True,4.48147294347789,0.0503483937519186,6.449941455752546,0.32474419209105226,-1.4814729434778897,0.5695109460040881,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,62.84811573042186,55.27204601460589,0.3137252824925075,0.15443581751993543,1799.230331928254,62.04242523890531,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\ESO563-G021_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\ESO563-G021_rotation_curve.png,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F561-1_normalized.csv,formula,,1996.198795953891,1145.4827741478782,1145.4827741478782,False,False,0.9980993979769455,525.1490769082071,,,gbar_char_logmean,sigma_char_rms,372.01707452824746,403.2332228873243,0.049702730364213986,0.05717780427820408,0.05171947929348306,3,True,4.401760913056671,0.13648099221503251,0.7186976131708744,0.09808856334813656,-1.4017609130566706,0.5738320133594235,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,3.7881098941166176,3.116631963437357,0.08070208844025806,0.06851488828814419,2.8301347053515773,0.5660269410703155,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F561-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F561-1_rotation_curve.png,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,formula,,1999.6248637118115,2000.0,2000.0,False,True,0.9998124318559057,5330.395716627029,,,gbar_char_logmean,sigma_char_rms,156.14697624190066,171.2162577136761,0.4462307428362153,0.45574298203157537,0.447675648120599,17,True,1.9481183784293647,2.782228563500322,0.3051651222430475,0.8490391196886742,1.0518816215706353,1.743429630135946,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,47.22699343217328,43.896438248095144,0.4688013612095341,0.5118769577449934,309.89166079801055,19.36822879987566,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F563-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F563-1_rotation_curve.png,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V1_normalized.csv,formula,,1993.2668734811252,1161.4213362468656,1161.4213362468656,False,False,0.9966334367405626,296.0388265233762,,,gbar_char_logmean,sigma_char_rms,140.38075087800775,141.50315236362601,0.0268766996857103,0.036123007252280424,0.03032686737069871,3,True,4.275123953624495,0.22805299031161919,0.25220634632159294,0.057516411454207106,-1.2751239536244947,0.5826722711838934,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,1.3227499374758642,0.9149515856904564,0.03511690801450445,0.023642643631077855,0.4199201753021766,0.08398403506043532,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F563-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F563-V1_rotation_curve.png,ok,
F563-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V2_normalized.csv,formula,,1999.5537542338868,2000.0,2000.0,False,True,0.9997768771169434,4480.83523940123,,,gbar_char_logmean,sigma_char_rms,366.5083344301131,378.2239546562029,0.380841778835956,0.38093466643219387,0.3808418775878421,10,True,2.9121149633304033,1.071445291571335,0.6741226615928404,0.7222855517051854,0.08788503666959668,1.0956390999145096,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,44.519656284311814,40.004481336008055,0.5108153690041396,0.4796235099552385,122.89990786892683,13.655545318769647,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F563-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F563-V2_rotation_curve.png,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F565-V2_normalized.csv,formula,,1999.5927222445089,2000.0,2000.0,False,True,0.9997963611222545,4909.65365843252,,,gbar_char_logmean,sigma_char_rms,136.88976127320953,139.5307608032617,0.41467237444098426,0.41551228283418457,0.4146759586394735,7,True,1.8712951950381371,3.162373990274829,0.24869087927618952,0.7864535682415992,1.1287048049618629,1.7615390552699228,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,27.347169027717694,24.48023070626977,0.3877217367793527,0.43740453329602874,141.46530127936163,23.57755021322694,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F565-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F565-V2_rotation_curve.png,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F567-2_normalized.csv,formula,,1998.4850757414922,1366.341091172956,1366.341091172956,False,False,0.9992425378707461,1319.198015688312,,,gbar_char_logmean,sigma_char_rms,188.49739130434784,230.43002560555695,0.11941976758111283,0.1317416444037211,0.12195249212607567,5,True,3.679029958648364,0.5631524085395057,0.4107040293450563,0.23128896332254828,-0.6790299586483641,0.6836884136680412,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,8.887323775579056,8.020197319905813,0.16790537199670452,0.1758317015452749,11.562906541077353,2.8907266352693384,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F567-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F567-2_rotation_curve.png,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-1_normalized.csv,formula,,1999.5429683916877,1880.3298747578965,1880.3298747578965,False,False,0.9997714841958438,4375.064945233994,,,gbar_char_logmean,sigma_char_rms,399.4879274891775,429.953722685291,0.3721057076655207,0.37770484239969715,0.3724630415041228,12,True,3.1036565832058827,0.9217980946753723,0.7663225565969712,0.7063946725778483,-0.10365658320588267,0.9403798290317916,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,1.0,0.75,1.0,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,53.5804399579517,49.00092850935736,0.4811943930238427,0.4920056156571858,279.44047580635606,25.403679618759643,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\tables\F568-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_131906_formula\figures\F568-1_rotation_curve.png,ok,
