galaxy,source_file,g_scale,lambda_reorg,l0_kpc,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
UGC06614,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06614_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,47.205594450226805,40.14912647368955,0.2071915045206173,0.17685997909628529,180.82980560442297,16.439073236765726,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06614_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06614_rotation_curve.png,ok,
UGC06628,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06628_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,6.901177436948899,5.477793875402164,0.133882678791351,0.12806849898090425,4.874537417096921,0.9749074834193842,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06628_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06628_rotation_curve.png,ok,
UGC06667,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06667_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,37.534116353355174,36.416396190720995,0.5450837275841295,0.5576830352046147,1194.0029255366576,170.5718465052368,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06667_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06667_rotation_curve.png,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06786_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,50.29717027881142,37.10933869947498,0.17215208159344864,0.06730416391666655,25662.508977370162,596.8025343574457,45,45,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06786_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06786_rotation_curve.png,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06787_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,63.4102638445264,51.429994698583464,0.21416284251306716,0.22006074726751929,40477.472217827846,586.6300321424326,71,71,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06787_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06787_rotation_curve.png,ok,
UGC06818,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06818_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,17.98604492235449,14.733506685105048,0.25868435304025,0.31750883510857664,84.85743680420289,14.142906134033815,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06818_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06818_rotation_curve.png,ok,
UGC06917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06917_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,28.601375199402415,26.61214318456324,0.26865318936112376,0.2979478992315153,522.8476895520569,58.09418772800632,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06917_rotation_curve.png,ok,
UGC06923,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06923_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,14.272851770864053,13.215857169939975,0.1930962210539087,0.21423665102109546,52.0167060004602,13.00417650011505,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06923_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06923_rotation_curve.png,ok,
UGC06930,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06930_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,28.427540330077257,26.881529232038226,0.2636598073636466,0.2784656790208253,213.7039298442752,26.7129912305344,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06930_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06930_rotation_curve.png,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06973_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,88.13292378816548,64.9537451673956,0.37888121155862764,0.2781446018589295,3495.981917393105,499.425988199015,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06973_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06973_rotation_curve.png,ok,
UGC06983,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06983_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,38.2901630577484,36.73826632019438,0.35151005750064324,0.3790995769304166,923.0331754254,61.535545028360005,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC06983_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC06983_rotation_curve.png,ok,
UGC07089,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07089_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,13.416783983281011,10.630432383658826,0.15160456236982323,0.16106561627351257,60.65874718685808,6.065874718685808,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07089_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07089_rotation_curve.png,ok,
UGC07125,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07125_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,10.881447395681883,9.936904176109026,0.1658292837164863,0.17945183266661013,272.5135616836028,24.7739601530548,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07125_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07125_rotation_curve.png,ok,
UGC07151,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07151_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,14.592432736728577,13.29132621929972,0.19523275573661394,0.21462111103797185,349.66949016032436,38.852165573369376,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07151_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07151_rotation_curve.png,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07232_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,8.829898648958158,5.966460464168949,0.15003017963695228,0.1143491336792504,28.63805698838315,14.319028494191574,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07232_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07232_rotation_curve.png,ok,
UGC07261,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07261_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,20.294040590663766,19.482976699100664,0.29065019702319594,0.3191479004957869,89.9916525511793,17.99833051023586,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07261_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07261_rotation_curve.png,ok,
UGC07323,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07323_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,9.83047257473526,7.542092030433247,0.10420638140960503,0.10329392282660249,64.52482893163612,8.065603616454515,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07323_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07323_rotation_curve.png,ok,
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,47.51980029597082,45.61941442525068,0.5021123793200376,0.5271425610829397,2102.171415436048,262.771426929506,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07399_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07399_rotation_curve.png,ok,
UGC07524,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07524_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,23.0667123182393,21.77828417988719,0.33507236741022,0.34622323131133576,1428.4701104682822,49.25759001614766,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07524_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07524_rotation_curve.png,ok,
UGC07559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07559_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,5.632711527108292,4.484930317126368,0.15532104660163526,0.1983256301592455,21.28766441098164,4.257532882196328,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07559_rotation_curve.png,ok,
UGC07577,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07577_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,1.0107955139192115,0.8091989840592126,0.0831436756050841,0.08182426724989972,0.915062159901365,0.130723165700195,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07577_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07577_rotation_curve.png,ok,
UGC07603,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07603_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,23.31168396452589,20.737873853331067,0.3542393356051862,0.4098066306698295,780.7875038784501,78.07875038784502,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07603_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07603_rotation_curve.png,ok,
UGC07608,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07608_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,26.12584300160598,23.986405961964373,0.4520684736932603,0.5033284296010019,122.00521002403048,20.334201670671746,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07608_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07608_rotation_curve.png,ok,
UGC07690,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07690_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,12.052515425326073,11.091078565140695,0.1914458888344383,0.20154642418764956,54.73925617024352,10.947851234048704,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07690_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07690_rotation_curve.png,ok,
UGC07866,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07866_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,6.107582036533451,5.700051680270143,0.2223682237798966,0.2220929455393911,15.76332536452998,3.1526650729059957,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC07866_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC07866_rotation_curve.png,ok,
UGC08286,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08286_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,32.93850413759326,31.795374007071345,0.4265530458435077,0.4332491794661374,4344.339110867868,289.6226073911912,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC08286_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC08286_rotation_curve.png,ok,
UGC08490,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08490_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,32.9943653507375,31.903764892235817,0.4163334398625075,0.45592385393688917,2398.546158366818,85.66236279881493,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC08490_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC08490_rotation_curve.png,ok,
UGC08550,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08550_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,21.176456469001494,20.294946608987097,0.39743862301759497,0.4260697014591558,1139.6965109272478,126.63294565858308,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC08550_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC08550_rotation_curve.png,ok,
UGC08699,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08699_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,37.40055050607172,31.01636749666311,0.1690117812035389,0.11285798081182714,1765.1206706104815,45.25950437462773,41,41,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC08699_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC08699_rotation_curve.png,ok,
UGC08837,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08837_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,6.63007379700371,4.958443799721457,0.17209419884377597,0.15162486329312777,38.28577707917133,6.380962846528555,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC08837_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC08837_rotation_curve.png,ok,
UGC09037,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC09037_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,29.723767145765517,24.481560930004164,0.21967949347898738,0.1412613102322955,772.3836617115468,38.61918308557734,22,22,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC09037_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC09037_rotation_curve.png,ok,
UGC09133,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC09133_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,57.671325195790935,51.724545424854654,0.20383638303751586,0.2085003179924237,48934.13309481766,741.4262590123889,68,68,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC09133_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC09133_rotation_curve.png,ok,
UGC09992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC09992_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,4.828460389566779,4.736728232906405,0.15057055842352055,0.14361365912729815,3.638769015347826,1.212923005115942,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC09992_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC09992_rotation_curve.png,ok,
UGC10310,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC10310_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,20.019512486085425,19.56804754883586,0.3125846114580796,0.31144694927836103,109.57311320531929,21.914622641063858,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC10310_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC10310_rotation_curve.png,ok,
UGC11455,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11455_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,38.977106002910034,35.2192828203125,0.2068967876716799,0.1662119781445826,1362.0036571556482,40.05893109281318,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC11455_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC11455_rotation_curve.png,ok,
UGC11557,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11557_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,19.155444371398026,17.336429869286185,0.7528086051956623,0.29422738964561657,66.07496535880252,6.6074965358802515,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC11557_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC11557_rotation_curve.png,ok,
UGC11820,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11820_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,21.911266986993958,19.191183981765796,0.35853600587297524,0.38009289996464024,6351.494816218466,793.9368520273083,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC11820_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC11820_rotation_curve.png,ok,
UGC11914,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11914_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,20.151841473342635,18.301972751767167,0.06799781625354441,0.06490552247718488,952.163228837812,15.113702045044635,65,65,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC11914_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC11914_rotation_curve.png,ok,
UGC12506,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC12506_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,74.51592619918856,73.96878035901408,0.33200955900036994,0.33135102937053945,955.3753199309224,32.94397654934215,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC12506_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC12506_rotation_curve.png,ok,
UGC12632,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC12632_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,23.54636818694662,22.85805383748241,0.37909141671481006,0.38134046723689474,853.033620184815,65.6179707834473,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC12632_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC12632_rotation_curve.png,ok,
UGC12732,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC12732_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,31.83471532490984,30.914085720373556,0.4040659898293455,0.407759648498099,1342.1251582492625,95.86608273209018,16,16,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGC12732_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGC12732_rotation_curve.png,ok,
UGCA281,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA281_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,6.029074985723164,5.474307869570789,0.24844848617883725,0.24835692193809342,87.15682891208131,17.43136578241626,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGCA281_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGCA281_rotation_curve.png,ok,
UGCA442,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA442_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,20.45954772537493,18.837346145551322,0.4064048436923514,0.40919268250725577,2200.2513263701476,366.7085543950246,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGCA442_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGCA442_rotation_curve.png,ok,
UGCA444,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,300.0,0.0,1.0,log_ratio,bar_soft,False,0.0,1.0,1.0,10.64143684482567,9.970378945865289,0.38272987860666413,0.3803493456597049,242.51148156805812,7.132690634354651,36,36,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\tables\UGCA444_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_independent_topogravity\2026-03-26_135332\figures\UGCA444_rotation_curve.png,ok,
