galaxy,source_file,beta_mode,beta,a_newton_source,rmse_kmps,mean_absolute_fractional_error,chi2,n_points,status,error
UGC06917_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06917_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC06923_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06923_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC06930_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06930_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC06973_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06973_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC06983_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06983_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07089_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07089_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07125_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07125_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07151_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07151_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07232_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07232_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07261_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07261_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07323_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07323_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07399_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07524_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07524_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07559_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07559_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07577_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07577_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07603_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07603_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07608_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07608_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07690_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07690_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC07866_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07866_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC08286_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08286_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC08490_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08490_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC08550_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08550_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC08699_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08699_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC08837_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC08837_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC09037_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC09037_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC09133_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC09133_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC09992_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC09992_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC10310_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC10310_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC11455_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11455_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC11557_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11557_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC11820_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11820_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC11914_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC11914_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC12506_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC12506_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC12632_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC12632_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGC12732_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC12732_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGCA281_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA281_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGCA442_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA442_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
UGCA444_normalized,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGCA444_normalized.csv,structural,,,,,,,failed,"""abar에 해당하는 열을 찾지 못했습니다. 현재 열 목록: ['galaxy', 'r_kpc', 'v_obs_kmps', 'v_err_kmps', 'v_gas_kmps', 'v_disk_kmps', 'v_bul_kmps', 'a_obs_kmps2_per_kpc']"""
