galaxy,source_file,beta_mode,beta,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC06614,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06614_normalized.csv,local_structural_coupling_v2,90.20064947097666,90.20064947097666,101.75841087025488,2.3876408893138272,2.471422671028802,0.6008264577913001,computed_from_baryonic_velocity,56.57050693408636,0.24270241422742445,13,ok,
NGC4088,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4088_normalized.csv,local_structural_coupling_v2,65.5742321140578,65.5742321140578,93.41434358934059,2.2669558828396226,2.414941341157676,0.5227361594844616,computed_from_baryonic_velocity,45.692977030957216,0.24382870344464655,12,ok,
NGC6195,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6195_normalized.csv,local_structural_coupling_v2,83.48399078343348,83.48399078343348,114.23557448832274,2.352642281620888,2.5741873781236118,0.5781802998723392,computed_from_baryonic_velocity,85.89482318393078,0.255342077064563,23,ok,
NGC4157,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4157_normalized.csv,local_structural_coupling_v2,66.464109630868,66.464109630868,83.19750394467323,2.263095303477399,2.3474986121628287,0.5202381375441992,computed_from_baryonic_velocity,48.9025574157728,0.2645137689755935,17,ok,
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\IC4202_normalized.csv,local_structural_coupling_v2,70.60490800925041,70.60490800925041,102.78481363116069,2.287589824297271,2.4795572450728356,0.5360875333688225,computed_from_baryonic_velocity,57.089210114056634,0.26853732514406536,32,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2683_normalized.csv,local_structural_coupling_v2,73.70408520799043,73.70408520799043,83.92493652486408,2.295718110270129,2.347548078516865,0.5413470125277304,computed_from_baryonic_velocity,51.77435720874857,0.28121700741757516,11,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4013_normalized.csv,local_structural_coupling_v2,74.7648316214286,74.7648316214286,83.58615877020588,2.299637304884036,2.3526821640037414,0.543882961983788,computed_from_baryonic_velocity,54.55953491102401,0.28235926169171005,36,ok,
NGC5033,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC5033_normalized.csv,local_structural_coupling_v2,77.4363574583433,77.4363574583433,87.9082767758872,2.313364384582746,2.3729230200891895,0.5527651900241297,computed_from_baryonic_velocity,67.67928696720753,0.3080937903654322,22,ok,
NGC6674,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC6674_normalized.csv,local_structural_coupling_v2,71.76058776701736,71.76058776701736,85.56451736575002,2.285312413383579,2.3641090659692283,0.5346139145423155,computed_from_baryonic_velocity,82.60340471564714,0.31051784211438255,15,ok,
NGC0289,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0289_normalized.csv,local_structural_coupling_v2,76.19871951458927,76.19871951458927,96.27842712866115,2.3106075639217876,2.431937704251022,0.5509813648905685,computed_from_baryonic_velocity,57.91077578222955,0.31078381420743717,28,ok,
