galaxy,source_file,beta_mode,beta_raw,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_numerator,beta_denominator,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
ESO116-G012,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO116-G012_normalized.csv,structural,10015.70737837934,2000.0,2000.0,False,True,48682.57339962514,4.860622576166213,1185.491162227603,908.1374332486461,0.5132683519834494,0.5542350267038193,0.5692464361572067,15,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,26.13664034842931,21.904495503602163,0.23577578413208053,0.2617416189441692,1624.979046772637,116.06993191233121,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\ESO116-G012_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\ESO116-G012_rotation_curve.png,ok,
ESO444-G084,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO444-G084_normalized.csv,structural,2213.0011831628267,2000.0,2000.0,False,True,17429.98168227819,7.876173684357104,303.16933701657456,228.23036697311002,1.0404722179288277,0.9726678811938095,1.060739208850945,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,10.827537944009393,8.409699857927318,0.28362477902065614,0.11168620728283538,236.073507061569,39.345584510261496,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\ESO444-G084_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\ESO444-G084_rotation_curve.png,ok,
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,structural,92783.55054011875,2000.0,2000.0,False,True,331559.5196668538,3.5734730750952513,4465.040597400861,3618.810794657943,0.2864027224512772,0.25350434200630995,0.34513152445090894,25,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,61.466367641430715,54.126481271201435,0.31060934934697415,0.15068707554655275,1722.4810620270193,59.395898690586876,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\ESO563-G021_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\ESO563-G021_rotation_curve.png,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F561-1_normalized.csv,structural,1980.4488132348085,1980.4488132348085,1980.4488132348085,False,False,52.25143397823074,0.02638363265389563,372.01707452824746,403.2332228873243,0.03946632804591616,0.009352411986831118,0.06631193036562831,3,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.1543264580274615,2.9816367275974893,0.08113500482624159,0.04975998213646782,3.1739761714484485,0.6347952342896896,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F561-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F561-1_rotation_curve.png,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,structural,7225.996344685867,2000.0,2000.0,False,True,137338.45143048308,19.00616121007096,156.14697624190066,171.2162577136761,1.0361231868126661,1.1029674662820532,1.057359675297527,17,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,36.23913802823042,33.138293582651386,0.35378802404670784,0.38729756606271365,184.09883529239346,11.506177205774591,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F563-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F563-1_rotation_curve.png,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V1_normalized.csv,structural,538.0319209802088,538.0319209802088,538.0319209802088,False,False,26.734313667298196,0.049689084652435704,140.38075087800775,141.50315236362601,0.05235551003963055,0.008415025336443128,0.09100282472853587,3,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.5709943181019477,0.9706693307925957,0.035502769651746244,0.01566921476994796,0.5923255554020649,0.11846511108041298,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F563-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F563-V1_rotation_curve.png,ok,
F563-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V2_normalized.csv,structural,7636.989305006352,2000.0,2000.0,False,True,66185.04380714711,8.666379009298883,366.5083344301131,378.2239546562029,0.9287656543562063,0.9320361482788594,0.9309338864440311,10,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,37.40112662378242,34.14984805028663,0.5545688159871217,0.4016497279032727,92.53475137755883,10.281639041950982,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F563-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F563-V2_rotation_curve.png,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F565-V2_normalized.csv,structural,3618.0448785772237,2000.0,2000.0,False,True,24896.19536103302,6.881118448376824,136.88976127320953,139.5307608032617,0.9827260724253091,1.0430399206035954,0.9914720980423738,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,17.660933020500256,16.143482169867507,0.31039266799446324,0.25601366660471986,55.89854885819859,9.316424809699765,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F565-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F565-V2_rotation_curve.png,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F567-2_normalized.csv,structural,2258.126353316798,2000.0,2000.0,False,True,1901.6205543084543,0.8421231839021328,188.49739130434784,230.43002560555695,0.3776378207026907,0.40709685569822984,0.410395707555801,5,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.5687937381465273,1.4107816439536598,0.03426001955212316,0.02359537073046335,0.18752571171763951,0.04688142792940988,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F567-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F567-2_rotation_curve.png,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-1_normalized.csv,structural,10696.623015712557,2000.0,2000.0,False,True,107283.29940538722,10.029641995216238,399.4879274891775,429.953722685291,0.8919792912841551,0.9338019138853635,0.9142228938291087,12,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,44.905541368940334,40.51904674181772,0.41090532436157506,0.4275132663719869,198.03107244249958,18.002824767499963,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F568-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F568-1_rotation_curve.png,ok,
F568-3,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-3_normalized.csv,structural,7657.392013028692,2000.0,2000.0,False,True,56384.46494018203,7.363403211465015,432.68924740271166,381.98158064632844,0.5926710758869679,0.6800087593286546,0.6395920232401631,17,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.751054579484364,19.577325418506113,0.2232695323197017,0.26679909281483594,124.28605572354408,7.310944454326123,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F568-3_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F568-3_rotation_curve.png,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,structural,8819.250876969141,2000.0,2000.0,False,True,114883.87937280923,13.026489548315318,369.2037649063032,363.65721565740824,0.921129391863369,0.9651490273427263,0.9318973315522949,15,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,39.05314316457145,36.27160480643085,0.3956440197489384,0.4006800083616758,222.45198965399075,15.889427832427911,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F568-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F568-V1_rotation_curve.png,ok,
F571-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-8_normalized.csv,structural,15524.093586064786,2000.0,2000.0,False,True,56788.59917801048,3.658094359144215,1790.4438784067086,1827.3529504528233,0.358719204559983,0.2265822179832758,0.5304638289084821,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,41.79004110040382,37.736619503978105,0.576685616057498,0.4029883005846018,1225.4374697304327,102.11978914420273,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F571-8_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F571-8_rotation_curve.png,ok,
F571-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-V1_normalized.csv,structural,5246.721862990112,2000.0,2000.0,False,True,20968.959497854405,3.9965830180112074,221.19778920308482,219.46774977502827,0.7358254980559934,0.7980206079436981,0.7556060025862125,7,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,18.892699652748927,17.180696910635174,0.23328696611805166,0.25203824318427703,66.43747061130367,11.072911768550611,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F571-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F571-V1_rotation_curve.png,ok,
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,structural,7274.975335812965,2000.0,2000.0,False,True,50369.508026294614,6.923667188029843,364.4962482269504,397.6921716481688,0.6851010598911655,0.7556718725360279,0.7032408238205278,14,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,24.76045310899326,22.949959674564408,0.29797283347887904,0.3020454102466742,412.44147071717316,31.72626697824409,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F574-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F574-1_rotation_curve.png,ok,
F574-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-2_normalized.csv,structural,0.0,0.0,0.0,False,False,0.0,1e-12,201.78452023121386,208.41862823115696,0.0,0.0,0.0,0,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.294377305917471,7.0283879765900155,0.3269709997674234,0.2312297324481212,3.3569881462025783,0.8392470365506446,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F574-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F574-2_rotation_curve.png,ok,
F579-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F579-V1_normalized.csv,structural,8560.264676771607,2000.0,2000.0,False,True,58566.681118309854,6.841690453477604,780.6208149807635,726.2021259374882,0.6861736643074986,0.6277758701627125,0.6990652153042153,14,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,28.873019583306984,28.414934075373164,0.28568155192270944,0.2841098007220283,105.09832299990197,8.084486384607844,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F579-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F579-V1_rotation_curve.png,ok,
F583-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-1_normalized.csv,structural,3277.239213171617,2000.0,2000.0,False,True,67533.45550191893,20.606812963330196,156.08329519450797,160.76232253372171,0.8620804573281877,0.9797365276544527,0.9078945525407496,24,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,16.616125728288218,14.228277592313095,0.38629101772966784,0.24781735936233307,173.9482553955347,7.247843974813946,25,25,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F583-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F583-1_rotation_curve.png,ok,
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,2787.9972178996486,2000.0,2000.0,False,True,12451.040102023104,4.465944234837923,325.17850306930694,318.9798421099498,0.6010376886428143,0.5906993858244655,0.6100508335948271,12,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,12.15986281748697,9.824345114136948,0.3784345127805042,0.1401624063880597,78.87594285726568,7.170540259751426,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\F583-4_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\F583-4_rotation_curve.png,ok,
IC2574,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC2574_normalized.csv,structural,2489.331459070266,2000.0,2000.0,False,True,33349.41740093172,13.396937269811112,143.23285763613387,141.04456781658732,0.599857612660613,0.6427422827736495,0.6277161514244484,34,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,7.944991453184972,7.072766421723316,0.2156199656315769,0.162258269243357,2729.779832392873,82.7206009816022,34,34,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\IC2574_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\IC2574_rotation_curve.png,ok,
IC4202,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\IC4202_normalized.csv,structural,58532.423682554225,2000.0,2000.0,False,True,44180.10141660474,0.7547970618167441,4577.361699034203,4637.730830585807,0.10666333625017586,0.09378624421182918,0.1535819266116362,22,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.80961783729978,23.342211913624865,0.21353574088184532,0.06101339485911508,1828.1763648463495,58.973431124075795,32,32,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\IC4202_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\IC4202_rotation_curve.png,ok,
KK98-251,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\KK98-251_normalized.csv,structural,652.628032606977,652.628032606977,652.628032606977,False,False,2670.107491470408,4.091315968767756,177.04964157706092,142.10489956357046,0.5151708832896069,0.4914186381045847,0.5222589376140764,15,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,6.002043056738386,4.954292213133268,0.4919593124856533,0.13197367131513008,135.09195320603052,9.64942522900218,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\KK98-251_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\KK98-251_rotation_curve.png,ok,
NGC0024,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC0024_normalized.csv,structural,8095.463180304729,2000.0,2000.0,False,True,86107.62383439756,10.63652837602756,2176.6304273504275,1697.961358605686,0.5758668094015161,0.5610592026246155,0.6056210370789971,28,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,23.208741284632374,20.321248403637124,0.21927280751962164,0.21134429724441992,812.3706259187896,29.013236639956773,29,29,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\tables\NGC0024_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-21_202420_structural\figures\NGC0024_rotation_curve.png,ok,
