galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
ESO563-G021,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\ESO563-G021_normalized.csv,formula,,1689.7879338295593,1689.7879338295593,1689.7879338295593,False,False,0.9477425849026855,18.13604027558165,,,gbar_char_logmean,sigma_char_rms,4465.040597400861,3618.810794657943,0.33397773508136264,0.2766747164513247,0.41398803948387675,25,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,61.43688640915055,54.138178163914766,0.3106639884200402,0.15095330409753055,1722.414665636921,59.39360915989383,30,30,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\ESO563-G021_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\ESO563-G021_rotation_curve.png,ok,
F561-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F561-1_normalized.csv,formula,,324.74372528240735,324.74372528240735,324.74372528240735,False,False,0.19015845575764376,0.23480946008462145,,,gbar_char_logmean,sigma_char_rms,372.01707452824746,403.2332228873243,0.038701691740041504,0.009323604816251328,0.06484948053828328,3,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,4.3429473495074395,3.640996530792019,0.09595686979295466,0.07705663639345606,3.558639378022855,0.7117278756045711,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F561-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F561-1_rotation_curve.png,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-1_normalized.csv,formula,,209.6399556384452,209.6399556384452,209.6399556384452,False,False,0.6987998521281507,2.320051490895904,,,gbar_char_logmean,sigma_char_rms,156.14697624190066,171.2162577136761,1.2594278604949203,1.3468739670279184,1.2892466747843188,17,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,53.77715513385247,50.50161912173318,0.5349963572263239,0.580006707492164,400.20304412351754,25.012690257719846,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F563-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F563-1_rotation_curve.png,ok,
F563-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V1_normalized.csv,formula,,114.21134412008152,114.21134412008152,114.21134412008152,False,False,0.09432755152213965,0.10415194994688584,,,gbar_char_logmean,sigma_char_rms,140.38075087800775,141.50315236362601,0.050165344711474796,0.008380520684093614,0.08667838923335916,3,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,1.780515376288314,1.351665592369516,0.051422466299919346,0.04584400350052521,0.7608564012477879,0.15217128024955756,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F563-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F563-V1_rotation_curve.png,ok,
F563-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F563-V2_normalized.csv,formula,,382.22971226725986,382.22971226725986,382.22971226725986,False,False,0.8335459483427019,5.007663917120131,,,gbar_char_logmean,sigma_char_rms,366.5083344301131,378.2239546562029,1.1907874288982385,1.195319293617782,1.1948318771682975,10,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,46.70554195919421,42.12270679597606,0.48917555461893425,0.5013295276612584,134.16047801348608,14.906719779276232,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F563-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F563-V2_rotation_curve.png,ok,
F565-V2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F565-V2_normalized.csv,formula,,186.30012866788115,186.30012866788115,186.30012866788115,False,False,0.6210004288929372,1.6385254133111191,,,gbar_char_logmean,sigma_char_rms,136.88976127320953,139.5307608032617,1.1320210502527925,1.208600557989268,1.1443180664208128,7,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,34.34899857817435,31.103760912238638,0.4728767700172538,0.5473197997072742,218.18300292885505,36.36383382147584,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F565-V2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F565-V2_rotation_curve.png,ok,
F567-2,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F567-2_normalized.csv,formula,,333.0346451231832,333.0346451231832,333.0346451231832,False,False,0.4869383309609836,0.9490834344983075,,,gbar_char_logmean,sigma_char_rms,188.49739130434784,230.43002560555695,0.3831539275222871,0.41238841939082466,0.4167026836261424,5,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,9.151370872961847,8.243715352447484,0.17172032969093715,0.1870960885929086,11.976781563968153,2.9941953909920382,5,5,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F567-2_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F567-2_rotation_curve.png,ok,
F568-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-1_normalized.csv,formula,,430.54793765836666,430.54793765836666,430.54793765836666,False,False,0.8517591400891068,5.745778462166875,,,gbar_char_logmean,sigma_char_rms,399.4879274891775,429.953722685291,1.1570182151197246,1.2134716533051737,1.1946595292101243,12,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,54.721413827115086,49.868999433104,0.4540808887168479,0.4981772718189153,292.6323427220394,26.60294024745813,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F568-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F568-1_rotation_curve.png,ok,
F568-3,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-3_normalized.csv,formula,,490.4682383470996,490.4682383470996,490.4682383470996,False,False,0.7521354077820906,3.034460876609813,,,gbar_char_logmean,sigma_char_rms,432.68924740271166,381.98158064632844,0.6843477045109448,0.7832789007911989,0.7420114200931824,17,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,30.649590648816787,26.162808946494067,0.2988179503583946,0.3586613797971848,215.88435986228887,12.699079991899346,18,18,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F568-3_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F568-3_rotation_curve.png,ok,
F568-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F568-V1_normalized.csv,formula,,367.7682766445252,367.7682766445252,367.7682766445252,False,False,0.8278751932203728,4.8097378216976505,,,gbar_char_logmean,sigma_char_rms,369.2037649063032,363.65721565740824,1.1785594398220265,1.2425399591451853,1.1968878019458982,15,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,50.64665483246508,47.34245318668702,0.4661228248235709,0.5037023278232026,395.0783883213029,28.219884880093066,15,15,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F568-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F568-V1_rotation_curve.png,ok,
F571-8,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-8_normalized.csv,formula,,1322.179195092104,1322.179195092104,1322.179195092104,False,False,0.9409730275531528,15.94140760650536,,,gbar_char_logmean,sigma_char_rms,1790.4438784067086,1827.3529504528233,0.4776264534236293,0.2445615761186419,0.7270511548286674,7,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,42.2679104968697,38.24456442825576,0.5808197753130677,0.41064942051159087,1254.567501670688,104.54729180589067,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F571-8_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F571-8_rotation_curve.png,ok,
F571-V1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F571-V1_normalized.csv,formula,,256.3850935379219,256.3850935379219,256.3850935379219,False,False,0.6619087221074821,1.9577811241788634,,,gbar_char_logmean,sigma_char_rms,221.19778920308482,219.46774977502827,0.8322779049301438,0.9063814834800729,0.8587049492225491,7,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,31.112933242803884,28.60483781432016,0.38231968550070994,0.42602375760132954,176.5505853373857,29.425097556230952,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F571-V1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F571-V1_rotation_curve.png,ok,
F574-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F574-1_normalized.csv,formula,,484.1511164078074,484.1511164078074,484.1511164078074,False,False,0.7822383591574065,3.592177006614487,,,gbar_char_logmean,sigma_char_rms,364.4962482269504,397.6921716481688,0.8085886141088791,0.899084364461284,0.83396233861285,14,561.0610296982485,0.5272732878135848,1.0737936939240849,1.0737936939240849,3.1772138142832826,formula,,0.5368968469620424,0.5368968469620424,1.782474071139124,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_over_obs,True,0.0,1.0,1.0,32.68917855019277,30.263244661321433,0.349148237598257,0.3938372500428565,716.4620726169642,55.11246712438186,14,14,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\tables\F574-1_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-22_145803_formula\figures\F574-1_rotation_curve.png,ok,
