galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,mass_bar_segment_msun,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,r_ref_kpc,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,Dw_i,sigma_left_i,sigma_right_i,sigma_i,alpha_star_gal,alpha_relax_i,neighbor_gradient_i,mass_ref_gal_msun,mass_norm_i,kappa_dyn_gal,beta_i,source_core_i,info_source_i,c_info_gal,tau_struct_gal,ell_info_kpc,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms,source_file
IC4202,4,14.98,18.65,16.814999999999998,3.669999999999998,0.35000000000000003,205096211569.96982,229.03959164474358,245.83333333333334,9.143333333333334,6,25.9,0.77,3.5156077328398996,0.2844458415137807,0.77,8553540469.639488,21.598867499999987,9495692844.542425,2.013933587193961,2.238701984419356,0.04265359934487517,0.5260995123311596,2.221845494382072,0.04286552680787947,0.1075959106744917,0.07523071874118559,2.2038986056885745,0.017946888693497254,0.020498833444464747,174464023029.3473,1.0842411296083034,0.2844458415137807,0.9859071678519656,0.08156823946918762,0.0804187119617377,1.0,2.0,3.9700000000000006,0.49405415592656976,527771.7192375588,0.2179823630375571,0.04906422213661612,0.9587406904611034,2.2038986056885745,2.2179823630375575,0.014083757348982928,1.0527389531672806,7.266078767951904,4.906422213761612,1.4062430931363599,1.0,527771.7192375588,922.2038443749885,124.52653389204018,260.7028810426849,IC4202_segment_structure_v8_5.csv
IC4202,5,19.62,25.9,22.759999999999998,6.279999999999998,0.35000000000000003,223781325725.8618,205.63923030792338,241.71428571428572,12.457142857142857,7,25.9,0.77,3.5156077328398996,0.2844458415137807,0.77,8553540469.639488,50.02647999999999,4473257477.357228,2.008438023487084,2.1230138874495315,0.028442680422349362,0.3433888738858134,2.11424958370758,0.1075959106744917,,0.1075959106744917,2.2038986056885745,0.08964902198099445,0.017133106795301233,174464023029.3473,1.132554160397929,0.2844458415137807,0.9370254499098188,0.12185819627619951,0.11418423119090486,1.0,2.0,3.9700000000000006,0.7917119146424503,527771.7192375588,0.2179823630375571,0.04906422213661612,0.9587406904611034,2.2038986056885745,2.2179823630375575,0.014083757348982928,1.0527389531672806,7.266078767951904,4.906422213761612,1.4062430931363599,1.0,527771.7192375588,806.6196174255574,135.4941419125037,246.2644016788477,IC4202_segment_structure_v8_5.csv
NGC0100,1,0.23,1.59,0.91,1.36,0.35,161165896.55079004,27.599172151429467,25.6275,5.07,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.25,1110677727.098461,0.43316,372070127.7837059,2.178237077577823,2.18826084997771,0.23932037627553995,0.2509328383505057,2.183367678630999,,0.074524580918649,0.074524580918649,2.184178046459408,0.0008103678284090421,0.05479748596959485,3388933201.254637,0.21807459265850426,0.26784373382954535,0.9993662288602868,0.01625191762688012,0.016241617630523206,1.0,2.0,2.0,0.05957575924973254,512222.57621011406,0.19382138645889224,0.05107715782409583,0.9776520708003732,2.184178046459408,2.1938213864588922,0.00964333999948419,1.0393768775870753,6.460712881996408,5.107715782509583,1.4934080938950227,1.0,512222.57621011406,36850.680935359895,183.12323624045504,185.19134416765203,NGC0100_segment_structure_v8_5.csv
NGC0100,2,2.05,3.42,2.735,1.37,0.35,1702068257.98356,51.73566053421866,58.800000000000004,4.0,4,9.62,0.23,3.733520234736557,0.26784373382954535,0.25,1110677727.098461,1.3114324999999998,1297869511.3805404,2.067020195555598,2.312131620332907,0.1531256886436478,0.5388598947306285,2.257892259549648,0.074524580918649,0.06096299648209902,0.06774378870037401,2.184178046459408,0.07371421309023996,0.049448020949178106,3388933201.254637,0.7086911052614561,0.26784373382954535,0.942863457549623,0.0480094204886666,0.045266328196897895,1.0,2.0,2.0,0.1022323075897035,512222.57621011406,0.19382138645889224,0.05107715782409583,0.9776520708003732,2.184178046459408,2.1938213864588922,0.00964333999948419,1.0393768775870753,6.460712881996408,5.107715782509583,1.4934080938950227,1.0,512222.57621011406,7000.550914645312,138.37090283565735,147.72638668317464,NGC0100_segment_structure_v8_5.csv
NGC0100,3,3.88,5.7,4.79,1.8200000000000003,0.35,3388933201.254637,55.162498029489754,76.9,4.388,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.25,1110677727.098461,3.05123,1110677727.098461,2.037295391222757,2.2307644166476095,0.10597736304033802,0.5,2.196929263067549,0.06096299648209902,0.005887635686421255,0.03342531608426014,2.184178046459408,0.012751216608140936,0.018365558288055018,3388933201.254637,1.0,0.26784373382954535,0.9887275262121524,0.03342531608426014,0.03304853008484979,1.0,2.0,2.0,0.11295917812872432,512222.57621011406,0.19382138645889224,0.05107715782409583,0.9776520708003732,2.184178046459408,2.1938213864588922,0.00964333999948419,1.0393768775870753,6.460712881996408,5.107715782509583,1.4934080938950227,1.0,512222.57621011406,2521.7917123649368,109.90624323589651,122.9726940872709,NGC0100_segment_structure_v8_5.csv
NGC0100,4,6.16,7.52,6.84,1.3599999999999994,0.3499999999999999,3987034338.207448,50.06994501779251,82.6,5.423333333333333,3,9.62,0.23,3.733520234736557,0.26784373382954535,0.25,1110677727.098461,3.2558399999999987,1224579321.5291445,2.0324768470946215,2.2221692334332435,0.10294167281557118,0.5243873783611148,2.1910416273811277,0.005887635686421255,0.05116552371599026,0.028526579701205756,2.184178046459408,0.006863580921719681,0.020975426250886595,3388933201.254637,1.0846596481777564,0.26784373382954535,0.9938162589556726,0.030941629902424564,0.030750294875618554,1.0,2.0,2.0,0.10716546147582107,512222.57621011406,0.19382138645889224,0.05107715782409583,0.9776520708003732,2.184178046459408,2.1938213864588922,0.00964333999948419,1.0393768775870753,6.460712881996408,5.107715782509583,1.4934080938950227,1.0,512222.57621011406,1173.2791448200044,89.58364443674319,102.62664734197251,NGC0100_segment_structure_v8_5.csv
NGC0100,5,7.98,9.62,8.8,1.6399999999999988,0.35,4422252397.665824,46.49011326914392,88.84,8.472,5,9.62,0.23,3.733520234736557,0.26784373382954535,0.25,1110677727.098461,5.051199999999995,875485507.9319426,2.0245553601034665,2.1619461652503853,0.0843587496352341,0.4407923238587894,2.1398761036651375,0.05116552371599026,,0.05116552371599026,2.184178046459408,0.04430194279427058,0.03119849007072579,3388933201.254637,1.1423265182519553,0.26784373382954535,0.9634868824241309,0.058447734561025,0.056313625556955106,1.0,2.0,2.0,0.11956584568825565,512222.57621011406,0.19382138645889224,0.05107715782409583,0.9776520708003732,2.184178046459408,2.1938213864588922,0.00964333999948419,1.0393768775870753,6.460712881996408,5.107715782509583,1.4934080938950227,1.0,512222.57621011406,790.8616413375421,83.42411188481644,95.50347153663161,NGC0100_segment_structure_v8_5.csv
NGC2403,1,0.16,1.57,0.865,1.4100000000000001,0.3499999999999999,923002052.025577,67.7444087710755,67.01333333333334,1.6440000000000003,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.25,2056020878.1178885,0.42687749999999997,2162217619.8688784,2.184126234907018,2.48065124850791,0.2406527625934104,0.5125878067114595,2.38591449824636,,0.07725522547146735,0.07725522547146735,2.13720205902283,0.2487124392235298,0.054790940050686056,11601940773.34021,0.28205643422042087,0.20530111352303537,0.8346768344339197,0.021790333421376713,0.018187886521414356,1.0,2.0,3.38,0.3527672752200118,1000000.0,0.2316936956090765,0.11113333968609189,0.901402068538349,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,471472.1844632453,638.6105539064533,642.1936970108393,NGC2403_segment_structure_v8_5.csv
NGC2403,2,1.67,2.98,2.325,1.31,0.35,5748475495.621661,103.12050731849263,97.4,1.6521428571428576,14,20.87,0.16,4.87089418483742,0.20530111352303537,0.25,2056020878.1178885,1.0660124999999998,5392502898.063261,2.078373857198849,2.5519570907569715,0.16704787596308865,0.7239693474977389,2.463169723717827,0.07725522547146735,0.2601820123563816,0.16871861891392448,2.13720205902283,0.32596766469499716,0.1287928388655912,11601940773.34021,0.7039000890543297,0.20530111352303537,0.8361685115289618,0.11876105087863495,0.09930425114080348,1.0,2.0,3.38,0.5205039097146712,1000000.0,0.2316936956090765,0.11113333968609189,0.901402068538349,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,96289.3115439327,473.1518248296666,484.25869983849213,NGC2403_segment_structure_v8_5.csv
NGC2403,3,3.08,6.46,4.77,3.38,0.3499999999999999,11601940773.34021,102.2789615368371,113.33333333333333,3.049333333333334,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.25,2056020878.1178885,5.642909999999998,2056020878.1178885,2.0278608723985587,2.2310702959455555,0.08017784352877329,0.5,2.2029877113614456,0.2601820123563816,0.1348832345689175,0.19753262346264955,2.13720205902283,0.06578565233861555,0.05844160457474839,11601940773.34021,1.0,0.20530111352303537,0.9670286547171197,0.19753262346264955,0.19101970712982935,1.0,2.0,3.38,0.841655468187478,1000000.0,0.2316936956090765,0.11113333968609189,0.901402068538349,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,36991.129402734514,420.0567667006968,432.3293573470317,NGC2403_segment_structure_v8_5.csv
NGC2403,4,6.96,13.42,10.19,6.46,0.35,15877862509.71826,81.8632729073081,128.64285714285714,1.542142857142857,14,20.87,0.16,4.87089418483742,0.20530111352303537,0.25,2056020878.1178885,23.039589999999997,689155601.7150593,2.0113168851030245,2.077459161678617,0.041354496075401814,0.2510423671402709,2.068104476792528,0.1348832345689175,0.029812408865306228,0.08234782171711186,2.13720205902283,0.06909758223030193,0.01274734082308233,11601940773.34021,1.1698513927114902,0.20530111352303537,0.9518799051808662,0.0963347139225208,0.09169907835419497,1.0,2.0,3.38,0.7646698736320249,1000000.0,0.2316936956090765,0.11113333968609189,0.901402068538349,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,7364.2006357329,273.93649716333573,285.90697775537876,NGC2403_segment_structure_v8_5.csv
NGC2403,5,13.91,20.87,17.39,6.960000000000001,0.3499999999999999,17889988026.41557,66.5174223471972,134.26666666666668,4.1066666666666665,15,20.87,0.16,4.87089418483742,0.20530111352303537,0.25,2056020878.1178885,42.36204,422311768.4232291,2.007357772305958,2.043889373357231,0.030832757022557167,0.17040156776880944,2.038292067927222,0.029812408865306228,,0.029812408865306228,2.13720205902283,0.09890999109560816,0.004283392078348595,11601940773.34021,1.2417658237558797,0.20530111352303537,0.9172564368308782,0.03702003045277408,0.03395686122448215,1.0,2.0,3.38,0.32385844630620925,1000000.0,0.2316936956090765,0.11113333968609189,0.901402068538349,2.13720205902283,2.2316936956090765,0.09449163658624649,1.2756248103504753,7.7231231870025505,11.11333396870919,1.948357673935368,1.0,2133187.2122454885,1070.9176197189506,136.46705612312647,151.81510097031835,NGC2403_segment_structure_v8_5.csv
NGC2683,1,2.89,14.43,8.66,11.54,0.35,84685016096.57663,205.08057127289626,195.8,7.4,5,34.62,2.89,2.4831750476237224,0.4027102321912228,2.89,1499070018.1298995,34.97774,2421111715.524692,2.0248386507235265,2.6938595414421274,0.033826819941678486,0.617601907263521,2.6591192110537953,,0.5250176835280671,0.5250176835280671,2.3875037723919323,0.271615438661863,0.04549546651023112,87728368397.12518,0.9825015881795538,0.4027102321912228,0.8887818656820006,0.5158307078886762,0.45846097893336474,1.0,2.0,14.424999999999999,7.7858211979591765,1000000.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,103817.03990579683,948.1854067555568,970.1101000906125,NGC2683_segment_structure_v8_5.csv
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35000000000000003,90771720697.67372,122.61999609272766,162.5,10.333333333333334,6,34.62,2.89,2.4831750476237224,0.4027102321912228,2.89,1499070018.1298995,157.30895249999998,577028320.7351072,2.0071161184692263,2.1415217795943464,0.016241047794710084,0.2779388191459976,2.1341015275257282,0.5250176835280671,,0.5250176835280671,2.3875037723919323,0.2534022448662041,0.030330311006820748,87728368397.12518,1.0171974386640257,0.4027102321912228,0.8958364468637199,0.5340466429380699,0.4784184470691383,1.0,2.0,14.424999999999999,9.875485811694038,1000000.0,0.3966103692897618,0.5250176835280671,0.8923091562728602,2.3875037723919323,2.396610369289762,0.009106596897829444,1.0098809892667509,13.220345643025393,52.50176835290671,0.993270019049889,1.0,6962324.563599414,14648.117517206209,616.71579462039,628.7877501796927,NGC2683_segment_structure_v8_5.csv
NGC2841,1,3.44,6.51,4.975,3.07,0.35,92633579806.6337,282.98789495077904,305.2,9.407,10,63.64,3.44,2.917770732084279,0.3427274079501306,3.44,3541740969.7649045,5.3456375,17328818088.88719,2.0958831349138736,3.5,0.08219627388603772,0.8302996599270952,3.373519245254786,,0.019082783196648467,0.019082783196648467,2.48579296180904,0.8877262834457462,0.006215890292067905,237205794261.24164,0.6249159033890626,0.3427274079501306,0.43131984799236717,0.0119251347005112,0.005143547286312993,1.0,2.0,12.240000000000002,3.8715614164580163,1000000.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,156422.77382724747,882.1583190054697,926.4369641153299,NGC2841_segment_structure_v8_5.csv
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,160890513395.27368,287.1012252081233,320.4,12.484,10,63.64,3.44,2.917770732084279,0.3427274079501306,3.44,3541740969.7649045,9.020427499999998,17836240399.39057,2.0539580879703907,3.4549675953005226,0.06449619093772907,0.8343276238946026,3.3544364620581377,0.019082783196648467,0.9763073279758907,0.4976950555862696,2.48579296180904,0.8686435002490978,0.16211565328542987,237205794261.24164,0.8235738946470844,0.3427274079501306,0.7017093081039706,0.4098886552757812,0.2876226846932354,1.0,2.0,12.240000000000002,5.110626457835116,1000000.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,72515.81595067425,780.2373196059712,831.3828170114631,NGC2841_segment_structure_v8_5.csv
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,248682492174.21008,255.45435211970735,313.3,7.552,10,63.64,3.44,2.917770732084279,0.3427274079501306,3.44,3541740969.7649045,70.21476000000001,3541740969.7649045,2.013935116685075,2.3956941813493775,0.024114958549655303,0.5,2.378129134082247,0.9763073279758907,0.2720400761137056,0.6241737020447982,2.48579296180904,0.10766382772679295,0.050994583500392,237205794261.24164,1.023905695558829,0.3427274079501306,0.9625565316664357,0.6390950085417084,0.6151650748272379,1.0,2.0,12.240000000000002,8.56679992310809,1000000.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,31890.455098657563,722.9692656448111,766.7734248680616,NGC2841_segment_structure_v8_5.csv
NGC2841,4,24.59,43.08,33.835,18.49,0.35,237205794261.24164,173.643980848759,284.1,3.818,10,63.64,3.44,2.917770732084279,0.3427274079501306,3.44,3541740969.7649045,218.9632025,1083313504.520202,2.005831745042606,2.1119959661355416,0.013800075527635293,0.2342271881430433,2.1060890579685414,0.2720400761137056,0.04570415772395009,0.15887211691882785,2.48579296180904,0.37970390384049857,0.008592326496421193,237205794261.24164,1.0,0.3427274079501306,0.7714835663347789,0.15887211691882785,0.12256722735169327,1.0,2.0,12.240000000000002,4.299124981450593,1000000.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,3755.3265629072116,356.4568336502549,396.5018364912951,NGC2841_segment_structure_v8_5.csv
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,247169004647.41183,139.79052367963587,284.1,5.090000000000001,10,63.64,3.44,2.917770732084279,0.3427274079501306,3.44,3541740969.7649045,351.85920000000004,702465658.5572064,2.003889935078948,2.064111656607934,0.010918169567495285,0.16551165390242006,2.0603849002445913,0.04570415772395009,,0.04570415772395009,2.48579296180904,0.42540806156444866,0.002473168708005957,237205794261.24164,1.0207851832996637,0.3427274079501306,0.6870466221922977,0.04665412701979913,0.032053560380283404,1.0,2.0,12.240000000000002,1.3729076177864137,1000000.0,0.6545117599216608,0.26910556309409883,0.7108231752579701,2.48579296180904,2.6545117599216606,0.16871879811262058,1.18267175583252,21.81705866408869,26.91055630950988,1.1671082928341117,1.0,8103903.398401212,463.9204482680086,158.8624322669764,211.60969471271042,NGC2841_segment_structure_v8_5.csv
