galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,causal_horizon_kpc,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,delta_struct_i,DeltaD_i
UGC01281,2,0.84,1.46,1.15,0.62,11.31,23.259999999999998,15.803338043385162,5.2059999999999995,66778267.22961664,5,9546723.325059151,8.064029999999999,8281004.315412598,3.5,2.3625314017735057,2.931265700886753,2.8566183393044464,-0.06038797111760563,0.5,2.0,2.0,1.0,2.0,0.11426888385640664,0.3889008341790159,0.3889008341790159
UGC01281,3,1.61,2.22,1.915,0.6100000000000001,11.31,37.14,21.642519103318925,4.880000000000001,208556650.21085298,5,9546723.325059151,13.211776500000003,15785662.905427815,3.129952180956751,2.452067921148333,2.791010051052542,2.797028887620462,-0.14345752810701362,0.7037561714764006,2.0,2.0,1.0,2.0,0.17955636364565258,0.5,0.5
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,11.31,48.379999999999995,25.118562460484434,6.388,399756665.6176082,5,9546723.325059151,21.265627499999997,18798253.924912784,2.898197237586401,2.439424584257783,2.668810910922092,2.6245985300925585,-0.15768250543840712,0.723080482643442,2.0,2.0,1.0,2.0,0.21924187169214712,0.5497563736871593,0.5497563736871593
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,11.31,55.620000000000005,26.65534840303284,4.0,697967314.7328941,5,9546723.325059151,73.1106675,9546723.325059151,2.587673671026395,2.2402755855796883,2.4139746283030417,2.5413927696125667,-0.05547050698666123,0.47877814290586945,2.0,2.0,1.0,2.0,0.22916125272307428,0.5606835711146231,0.5606835711146231
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,7.779999999999999,22.345999999999997,17.252937366659097,5.018,48100605.26856269,5,31383623.388630666,6.001880999999999,8014255.075794188,3.5,2.1710323032436505,2.8355161516218255,2.690877686762086,-0.0638886893094041,0.5,2.0,2.0,1.0,2.0,0.089733225545675,0.4846191845189951,0.4846191845189951
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,7.779999999999999,42.42,31.76649967257124,4.0,486851454.8092143,5,31383623.388630666,17.919284999999995,27169133.96986623,2.81282017153329,2.2796582722714023,2.546239221902346,2.602711295515108,-0.08792747948184854,0.579170717993476,2.0,2.0,1.0,2.0,0.14894975186813564,0.6095033908615544,0.6095033908615544
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,7.779999999999999,55.120000000000005,33.98739353469354,6.544,929290429.4012578,5,31383623.388630666,29.610679999999984,31383623.388630666,2.5957813696082113,2.2569756564340944,2.426378513021153,2.447517382607721,-0.07400136808130486,0.5366693544235994,2.0,2.0,1.0,2.0,0.14745095153429572,0.6070936565377705,0.6070936565377705
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,7.779999999999999,75.44,36.39439984531107,4.0,1492115874.9628184,5,31383623.388630666,41.84045100000001,35662040.90302034,2.488061185895786,2.2518076399035407,2.3699344128996636,2.3977275059298937,-0.023111463831741674,0.26564854195424814,2.0,2.0,1.0,2.0,0.09542912132827097,0.5,0.5
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,7.779999999999999,89.08000000000001,48.335042283998504,10.664,3359723638.347649,5,31383623.388630666,48.600493000000014,69129414.76432447,2.4353695144747296,2.3583696692630003,2.3968695918688647,2.383402002384264,-0.010690674287783255,0.14334627934779584,2.0,2.0,1.0,2.0,0.047803911054348155,0.3337492075616281,0.3337492075616281
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,1.17,42.86,35.85206097057993,5.208,134487032.773804,5,338250959.87158346,0.37908000000000003,354772166.22824734,3.084805548460877,2.69664115968943,2.8907233540751536,2.7318438036669845,-0.18513791762823015,0.5,2.0,2.0,1.0,2.0,0.06169665809768638,0.40201472977571084,0.40201472977571084
UGC05721,2,0.99,1.53,1.26,0.54,1.17,71.3,45.44545181502869,4.57,605049688.1466572,4,338250959.87158346,0.796068,760047744.8492557,2.491053674824551,2.65487483169308,2.5729642532588155,2.581882090388118,-0.22355158938608954,0.5469961561265548,2.0,2.0,1.0,2.0,0.09177199249655363,0.5,0.5
UGC05721,3,1.71,2.67,2.19,0.96,1.17,82.12,40.42297225977421,7.4959999999999996,832032417.0998001,5,338250959.87158346,2.459808,338250959.87158346,2.259677546836042,2.304239780824728,2.281958663830385,2.332961847193163,-0.2061413535212719,0.5268394436425647,2.0,2.0,1.0,2.0,0.14432316489839397,0.6112923555520688,0.6112923555520688
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,1.17,78.525,32.80303406408797,4.57,955720800.3313518,4,338250959.87158346,5.988996000000002,159579468.8010063,2.1494019204560963,2.1385233285244793,2.143962624490288,2.172692011338454,-0.06648002243318768,0.2642101847625033,2.0,2.0,1.0,2.0,0.09904258959120357,0.5190514713684359,0.5190514713684359
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,1.17,78.7,31.605710564737638,4.57,1355225681.695731,5,338250959.87158346,12.356779500000004,109674667.39175288,2.0963306536345634,2.0879788377548123,2.092154745694688,2.118058685092488,-0.027113313273432128,0.12774160676596474,2.0,2.0,1.0,2.0,0.06172622659144951,0.402129920191848,0.402129920191848
UGC05750,1,0.31,4.09,2.1999999999999997,3.78,2.64,25.28,19.55186144552288,7.7,195541322.45660406,5,8696545.294549238,21.95424,8906768.007300826,2.284775178399065,2.3089584332233937,2.2968668058112294,2.2002487898092395,0.0,0.0,10.905000000000001,10.905000000000001,1.0,2.0,0.0,0.0,0.0
UGC05750,2,4.82,22.85,13.835,18.03,2.64,68.21666666666665,41.681157619043795,9.233333333333333,5588539864.334183,6,8696545.294549238,658.5349320000001,8486322.581797652,2.0383410299197946,2.1689205176947053,2.10363077380725,2.2002487898092395,0.0,0.0,10.905000000000001,10.905000000000001,1.0,2.0,0.0,0.0,0.0
UGC05986,1,0.63,3.13,1.88,2.5,1.18,65.62,53.532946336351,2.6319999999999997,1252678973.9118457,5,280998407.210728,5.5459999999999985,225870712.93037254,2.202839410538599,2.2753450915742484,2.239092251056424,2.2175392119960233,-0.009112686543117365,0.515472914597968,2.51,2.51,1.0,2.0,0.1580235789693341,0.47974319548820044,0.47974319548820044
UGC05986,2,3.77,6.28,5.025,2.5100000000000002,1.18,113.0,72.79067351019327,3.068,6190520797.71245,5,280998407.210728,14.883045000000001,415944505.8260893,2.0940801956775545,2.2978921501936913,2.1959861729356227,2.188879812817919,-0.008565616787765906,0.5,2.51,2.51,1.0,2.0,0.17603932412806383,0.5067224832842883,0.5067224832842883
UGC05986,3,6.9,9.41,8.155000000000001,2.51,1.18,111.6,59.828755730292514,4.101999999999999,6787089127.597766,5,280998407.210728,24.153478999999997,280998407.210728,2.065931902232632,2.197190126690791,2.1315610144617114,2.163773593698667,-0.008021156268131675,0.4835875092219748,2.51,2.51,1.0,2.0,0.1713684383755389,0.5,0.5
UGC06667,1,0.87,3.5,2.185,2.63,7.93,49.525000000000006,14.461322096856858,3.5,106244653.66260938,4,5283780.848382281,45.5701415,2331453.231555346,2.6416196343184257,2.160575613510352,2.4010976239143886,2.3504146211299335,0.0,0.0,3.0549999999999997,3.0549999999999997,1.0,2.0,0.0,0.0,0.0
UGC06667,2,4.37,7.85,6.109999999999999,3.4799999999999995,7.93,82.53999999999999,31.2656471036617,3.34,1388723225.6972206,5,5283780.848382281,168.614004,8236108.465209216,2.3091584530189575,2.290304783671999,2.2997316183454783,2.3504146211299335,0.0,0.0,3.0549999999999997,3.0549999999999997,1.0,2.0,0.0,0.0,0.0
UGC06917,1,1.74,5.24,3.49,3.5,1.95,81.17999999999999,61.92095464486067,3.9799999999999995,3111289038.4167104,5,130149362.79198126,23.819250000000004,130620781.02445333,2.163882616002409,2.2568794830458025,2.2103810495241056,2.1740266272968984,0.0,0.0,3.93,3.93,1.0,2.0,0.0,0.0,0.0
UGC06917,2,6.11,10.47,8.290000000000001,4.36,1.95,105.0,68.8610731755489,4.316666666666666,9139906423.706614,6,130149362.79198126,70.48158000000001,129677944.5595092,2.0795574852306355,2.1957869249087474,2.1376722050696912,2.1740266272968984,0.0,0.0,3.93,3.93,1.0,2.0,0.0,0.0,0.0
UGC07089,1,0.87,3.5,2.185,2.63,9.19,37.974999999999994,36.64117958084035,4.3,682071619.6687983,4,33142347.834162552,52.8107945,12915382.662322914,2.6921941923766677,2.1445733329575205,2.4183837626670943,2.3685511519689073,-0.010599561772519656,0.435947220482701,2.1799999999999997,2.1799999999999997,1.0,2.0,0.142074496885936,0.5,0.5
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,9.19,66.22500000000001,53.57789334738961,4.875,3644211336.501261,4,33142347.834162552,109.38673199999997,33314930.155343357,2.4150479270639633,2.2223891554774773,2.3187185412707203,2.3338375871639054,-0.013714303013183826,0.5,2.1799999999999997,2.1799999999999997,1.0,2.0,0.13506815365551422,0.4873596806252419,0.4873596806252419
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,9.19,75.175,53.43893757923338,6.3999999999999995,5358322029.581978,4,33142347.834162552,161.675994,33142347.834162552,2.331058929294614,2.19776198581319,2.264410457553902,2.291564499412311,-0.016196585345438396,0.5414946273492913,2.1799999999999997,2.1799999999999997,1.0,2.0,0.17331179735852692,0.549522285911984,0.549522285911984
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,1.45,60.900000000000006,42.857470245607225,3.69,506070544.5326532,6,141319636.07975358,2.903842499999999,174276168.39847663,2.403663277385318,2.4597749938886704,2.4317191356369943,2.3433069366208454,-0.02742696982424211,0.5,2.0,2.0,1.0,2.0,0.09081139172487908,0.4651979500570849,0.4651979500570849
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,1.45,78.14999999999999,44.92403110569881,3.69,1508613748.0385149,6,141319636.07975358,7.8783574999999955,191488358.8411056,2.1839852888556264,2.325804186353767,2.2548947376046966,2.287630187877634,-0.03806858407806746,0.581239211059257,2.0,2.0,1.0,2.0,0.13837430551459656,0.5699737296113682,0.5699737296113682
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,1.45,79.31666666666666,38.707034034772285,3.69,1825369211.387745,6,141319636.07975358,12.916599999999999,141319636.07975358,2.128177456293837,2.2243759244885855,2.1762766903912114,2.189045113272457,-0.035981543058609455,0.5674560311024174,2.0,2.0,1.0,2.0,0.14194325036305727,0.5762038470305796,0.5762038470305796
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,1.45,79.8,34.32792483425858,3.69,1991907456.4012516,6,141319636.07975358,17.920549999999988,111152138.54492484,2.101452208786856,2.1704756148560693,2.1359639118214626,2.1418522120392818,-0.01586201440791668,0.3664214970452692,2.0,2.0,1.0,2.0,0.10439882301002144,0.5,0.5
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,1.45,77.61666666666667,31.63884744527787,3.69,2165695188.373645,6,141319636.07975358,22.801902499999994,94978705.76254089,2.085533996417268,2.1410980713930763,2.113316033905172,2.124639972863317,-0.00845810278917179,0.23569975405344834,2.0,2.0,1.0,2.0,0.06690634142110158,0.3905681515398955,0.3905681515398955
UGC08837,1,0.52,2.09,1.305,1.5699999999999998,0.93,17.752499999999998,19.17745861076016,2.07,111591795.45525987,4,115412041.66949572,1.9054304999999996,58565135.51937995,2.27388953808764,2.224544362866248,2.249216950476944,2.241079153589413,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
UGC08837,2,2.63,4.2,3.415,1.5700000000000003,0.93,43.225,32.88988635846468,3.0075,858924714.3644816,4,115412041.66949572,4.986241500000001,172258947.8196115,2.125746028086978,2.340136685316785,2.2329413567018817,2.241079153589413,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
UGC12506,1,0.82,9.02,4.92,8.2,1.68,181.83333333333334,109.39646172839652,17.9,13690247488.640131,6,399782756.29640204,67.77792,201986834.18789086,2.0774714484216106,2.135005212645065,2.106238330533338,2.1136259355100027,-0.0009454323809439771,0.5,8.200000000000001,8.200000000000001,1.0,2.0,0.09095951192457015,0.4851422379383037,0.4851422379383037
UGC12506,2,10.65,18.85,14.75,8.200000000000001,1.68,240.0,177.94576202553347,11.6,108594283485.8216,6,399782756.29640204,203.19600000000003,534431206.7453177,2.034720589966421,2.2073064910069147,2.121013540486668,2.1043323352053234,-0.0007172741483442713,0.43138950603105736,8.200000000000001,8.200000000000001,1.0,2.0,0.09653088740886742,0.5,0.5
UGC12506,3,20.49,30.32,25.405,9.830000000000002,1.68,248.71428571428572,168.50919584502986,12.07142857142857,167728188566.518,7,399782756.29640204,419.5483320000001,399782756.29640204,2.021815843705742,2.1496744254861877,2.085745134595965,2.0993248332435015,-0.001298460328200829,0.5786641771725792,8.200000000000001,8.200000000000001,1.0,2.0,0.13362845075891694,0.5805910454152542,0.5805910454152542
UGC12506,4,31.96,38.52,35.24,6.560000000000002,1.6800000000000002,242.2,152.28746127646687,16.8,190021979808.45602,5,399782756.29640204,388.37299200000024,489277019.05815303,2.0211490600051985,2.1612825892905474,2.0912158246478727,2.0790333282763114,-0.0012022068188620588,0.5597806274772019,8.200000000000001,8.200000000000001,1.0,2.0,0.10642969096980653,0.5243860252074923,0.5243860252074923
UGC12506,5,40.16,49.99,45.075,9.830000000000005,1.68,230.28571428571428,144.06925810466495,14.628571428571425,217529429172.4537,7,399782756.29640204,744.3865800000004,292226425.10891795,2.01476617090061,2.1055118802695842,2.060139025585097,2.075677425116485,-0.00034122045346481733,0.26520009464837896,8.200000000000001,8.200000000000001,1.0,2.0,0.07394968088354899,0.43377190505786534,0.43377190505786534
