kautsch_name,kautsch_sdss,RA_match_deg,DE_match_deg,nearest_sparc_name,nearest_sep_deg
J113253.16-031640.0,J113253.16-031640.0,173.221525,-3.27780139,NGC3521,7.501961164799616
J113253.43+003404.8,J113253.43+003404.8,173.22263333,0.56800611,NGC3521,6.796939706367376
J113320.14+631645.7,J113320.14+631645.7,173.33392917,63.27936361,UGC05918,5.223850397730873
J113323.18-024416.7,J113323.18-024416.7,173.34660833,-2.73797417,NGC3521,7.402272415688248
J113402.11+053126.2,J113402.11+053126.2,173.50882083,5.52397194,NGC3521,8.975005300044502
J113410.79-020430.0,J113410.79-020430.0,173.5449875,-2.07501917,NGC3521,7.378305726164088
J113452.16-031842.7,J113452.16-031842.7,173.71735,-3.31186194,NGC3521,7.965606999613266
J113504.95+023304.6,J113504.95+023304.6,173.7706625,2.55130389,NGC3521,7.759807042871911
J113509.73+645744.3,J113509.73+645744.3,173.79055833,64.96232472,UGC05918,4.795790239394159
J113512.91-003106.7,J113512.91-003106.7,173.80382917,-0.51855444,NGC3521,7.367078021335979
J113538.95+631438.3,J113538.95+631438.3,173.91231667,63.24397639,UGC05918,5.466731829332607
J113625.91+645215.1,J113625.91+645215.1,174.1079625,64.87087472,UGC05918,4.9469361859977266
J113627.33+035831.1,J113627.33+035831.1,174.1138875,3.97531639,NGC3521,8.642550311456704
J113627.40-025508.3,J113627.40-025508.3,174.11418333,-2.91899333,NGC3521,8.18306645498231
J113630.53+024038.5,J113630.53+024038.5,174.12724167,2.67738,NGC3521,8.137667580864727
J113646.94+041134.7,J113646.94+041134.7,174.1956,4.19299722,NGC3521,8.816650700478
J113657.71+620340.7,J113657.71+620340.7,174.2404625,62.06131111,UGC06787,6.180433640400607
J113700.67+032622.4,J113700.67+032622.4,174.2528125,3.43955667,NGC3521,8.535319927702425
J113714.95-025605.6,J113714.95-025605.6,174.31233333,-2.93489139,NGC3521,8.374175254766483
J113725.46-014714.3,J113725.46-014714.3,174.35610417,-1.78732694,NGC3521,8.094084948074912
J113728.50+041120.9,J113728.50+041120.9,174.36877917,4.18915222,NGC3521,8.967056559973246
J113732.67+011651.1,J113732.67+011651.1,174.38615833,1.28086306,NGC3521,8.041582541242022
J113753.94-023601.8,J113753.94-023601.8,174.47478333,-2.600515,NGC3521,8.419612352492654
J113835.89+625815.0,J113835.89+625815.0,174.64955,62.97084917,UGC05918,5.892670892544487
J113903.33-001221.6,J113903.33-001221.6,174.76387917,-0.20600556,NGC3521,8.313127320512434
J113906.11+024442.0,J113906.11+024442.0,174.77548333,2.74500806,NGC3521,8.772319480761245
J113919.30+662317.6,J113919.30+662317.6,174.83045417,66.38824944,UGC05918,5.125674530169368
J113940.10+623603.5,J113940.10+623603.5,174.91709583,62.60099972,UGC05918,6.1943701086731995
J113941.95+001921.8,J113941.95+001921.8,174.92481667,0.32273944,NGC3521,8.479892791402916
J113946.65+643501.1,J113946.65+643501.1,174.9444125,64.58364,UGC05918,5.364338053694911
J113954.76+030316.3,J113954.76+030316.3,174.97816667,3.05455056,NGC3521,9.064777873239658
J113958.69+055605.8,J113958.69+055605.8,174.99457917,5.93496028,NGC3521,10.409553675375689
J114006.55+015456.6,J114006.55+015456.6,175.02732083,1.91573611,NGC3521,8.792610424439308
J114011.58-032119.0,J114011.58-032119.0,175.04827083,-3.35528417,NGC3521,9.209808120189344
J114011.90+033403.5,J114011.90+033403.5,175.04962083,3.56764833,NGC3521,9.316748966669488
J114015.59+655551.7,J114015.59+655551.7,175.06497083,65.93104417,UGC05918,5.210801772218
J114027.02+012348.2,J114027.02+012348.2,175.11260417,1.39674778,NGC3521,8.777008761417894
J114028.78+650004.6,J114028.78+650004.6,175.11992917,65.00129944,UGC05918,5.3383849640111
J114039.98+680712.6,J114039.98+680712.6,175.1666,68.12017278,UGC05918,5.635553755244148
J114041.56+624615.8,J114041.56+624615.8,175.17318333,62.77108222,UGC05918,6.200716214302722
J114050.49+013754.3,J114050.49+013754.3,175.21040417,1.6317675,NGC3521,8.914156622838538
J114051.34+044835.2,J114051.34+044835.2,175.21391667,4.80979639,NGC3521,10.003217501697037
J114101.15+051520.0,J114101.15+051520.0,175.25483333,5.25557972,NGC3521,10.259875625940547
J114109.35+054811.2,J114109.35+054811.2,175.2889625,5.80313583,NGC3521,10.578844726802867
J114114.74+000834.5,J114114.74+000834.5,175.31142083,0.1429375,NGC3521,8.860747492810953
J114121.88-032717.2,J114121.88-032717.2,175.341175,-3.45478361,NGC3521,9.518449994270398
J114145.74+640330.0,J114145.74+640330.0,175.44059167,64.05833833,UGC05918,5.73352133707014
J114153.98+001409.5,J114153.98+001409.5,175.47494167,0.23598972,NGC3521,9.026544360127689
J114158.57-011334.4,J114158.57-011334.4,175.49405,-1.2262475,NGC3521,9.118892556865058
J114202.37+620915.4,J114202.37+620915.4,175.50988333,62.15428278,UGC06787,6.139539881262901
J114234.91+011506.5,J114234.91+011506.5,175.64547083,1.25180722,NGC3521,9.282044205195142
J114317.99-013247.1,J114317.99-013247.1,175.82499167,-1.54644361,NGC3521,9.492313256342507
J114329.05+644020.1,J114329.05+644020.1,175.87107083,64.67225972,UGC05918,5.724089470286749
J114340.48+624836.9,J114340.48+624836.9,175.9187,62.81027417,UGC05918,6.471202644090992
J114342.10+632434.7,J114342.10+632434.7,175.925425,63.40965528,UGC05918,6.188321228055151
J114349.27+622857.1,J114349.27+622857.1,175.95532917,62.48254639,UGC06787,6.435355737330807
J114402.91+644851.7,J114402.91+644851.7,176.01215833,64.81436556,UGC05918,5.748077985030492
J114403.67+024835.7,J114403.67+024835.7,176.01530417,2.80993417,NGC3521,9.973666181914348
J114409.43+643734.9,J114409.43+643734.9,176.03929583,64.62637583,UGC05918,5.805500028830122
J114428.79-033415.0,J114428.79-033415.0,176.11999583,-3.570855,NGC3521,10.287587063108468
J114438.22+633317.0,J114438.22+633317.0,176.15926667,63.55474722,UGC05918,6.220583938889983
J114442.46+032533.2,J114442.46+032533.2,176.17693333,3.42589472,NGC3521,10.316851495023254
J114508.07+665134.2,J114508.07+665134.2,176.28366667,66.85951889,UGC05918,5.744341071521878
J114515.11+044904.8,J114515.11+044904.8,176.31299583,4.818005,NGC3521,10.98008690802676
J114545.46-015712.3,J114545.46-015712.3,176.43943333,-1.95342278,NGC3521,10.167441278998508
J114546.15+030146.9,J114546.15+030146.9,176.44232083,3.02971889,NGC3521,10.44523781598347
J114553.34+635411.6,J114553.34+635411.6,176.47225833,63.90324528,UGC05918,6.211569822766357
J114616.98-031044.3,J114616.98-031044.3,176.57076667,-3.17899611,NGC3521,10.590205995196058
J114625.37-033548.8,J114625.37-033548.8,176.605725,-3.59690722,NGC3521,10.753242706896371
J114626.96+055032.9,J114626.96+055032.9,176.6123625,5.84249,UGC06614,11.437498768114674
J114628.01+054327.7,J114628.01+054327.7,176.61672083,5.72438167,UGC06614,11.55490995904805
J114633.35-030824.6,J114633.35-030824.6,176.6389625,-3.14018917,NGC3521,10.644053945997308
J114648.55+655032.3,J114648.55+655032.3,176.70232917,65.84231944,UGC05918,5.882937452927074
J114649.13+623954.6,J114649.13+623954.6,176.70471667,62.66518861,UGC06787,6.588078039235767
J114709.45-023158.5,J114709.45-023158.5,176.78939583,-2.53292861,NGC3521,10.630917087990193
J114722.09+623453.9,J114722.09+623453.9,176.8420625,62.5816475,UGC06787,6.501710072146144
J114730.02+672045.6,J114730.02+672045.6,176.8751125,67.34601139,UGC05918,6.046244713210116
J114737.22+620058.9,J114737.22+620058.9,176.90510417,62.01637611,UGC06787,5.935721909718709
J114743.39+660454.6,J114743.39+660454.6,176.9308125,66.08183806,UGC05918,5.965624575013266
J114744.51+624819.2,J114744.51+624819.2,176.9354625,62.80534444,UGC06787,6.723719022031343
J114803.49-030344.0,J114803.49-030344.0,177.01456667,-3.062245,NGC3521,10.982207703192525
J114818.04-030701.2,J114818.04-030701.2,177.075175,-3.1170175,NGC3521,11.055416249687664
J114824.81-004850.6,J114824.81-004850.6,177.10339167,-0.81405611,NGC3521,10.678934325918972
J114835.51+032526.4,J114835.51+032526.4,177.14796667,3.42400694,NGC3521,11.235189287376334
J114836.57-012045.0,J114836.57-012045.0,177.15240833,-1.34584806,NGC3521,10.778819123051301
J114837.63-001402.6,J114837.63-001402.6,177.15680833,-0.2340775,NGC3521,10.706136749586065
J114845.32+041337.1,J114845.32+041337.1,177.18886667,4.2269775,NGC3521,11.542720341626381
J114855.02+661944.5,J114855.02+661944.5,177.22925417,66.32903306,UGC05918,6.084494705554155
J114912.78-033934.4,J114912.78-033934.4,177.30329167,-3.65957944,NGC3521,11.432814042878304
J114923.53-010501.5,J114923.53-010501.5,177.34807083,-1.0837775,NGC3521,10.94520295439642
J114926.58+620320.7,J114926.58+620320.7,177.36075833,62.05575306,UGC06787,5.971450928209422
J114938.17-033408.6,J114938.17-033408.6,177.40905,-3.56907194,NGC3521,11.505331679261914
J114949.77-033103.6,J114949.77-033103.6,177.4574,-3.51766833,NGC3521,11.535901519877585
J114956.75+045757.2,J114956.75+045757.2,177.4865,4.96591472,NGC3521,12.102246734158665
J115017.79+662852.0,J115017.79+662852.0,177.57414583,66.48112972,UGC05918,6.225734249300782
J115032.78+654013.8,J115032.78+654013.8,177.6366,65.67052417,UGC05918,6.279180248822265
J115040.71+051613.3,J115040.71+051613.3,177.66964583,5.27037778,UGC06614,12.198355389671592
J115040.95+045457.2,J115040.95+045457.2,177.67065417,4.91589278,NGC3521,12.24991376569573
J115046.17+033009.7,J115046.17+033009.7,177.6924125,3.50269472,NGC3521,11.777169183004029
J115109.07+644622.6,J115109.07+644622.6,177.78780417,64.772955,UGC05918,6.493105550141685
J115116.73+000356.6,J115116.73+000356.6,177.819725,0.06574944,NGC3521,11.367706802411377
J115135.90+032007.4,J115135.90+032007.4,177.89959583,3.33540167,NGC3521,11.927090134793726
J115157.97+615550.3,J115157.97+615550.3,177.99157917,61.93065889,UGC06787,5.856625348294082
J115200.41+053426.5,J115200.41+053426.5,178.00175,5.574055,UGC06614,11.983206665704556
J115243.58+005829.3,J115243.58+005829.3,178.1815875,0.97481472,NGC3521,11.772038238551348
J115255.76+621156.5,J115255.76+621156.5,178.23233333,62.19903194,UGC06787,6.132633840949705
J115304.94+045047.4,J115304.94+045047.4,178.27062083,4.84651917,UGC06614,12.755240548364304
J115306.09+060914.2,J115306.09+060914.2,178.27540417,6.15396389,UGC06614,11.499514181475977
J115314.64-032348.6,J115314.64-032348.6,178.31103333,-3.39684722,NGC3521,12.318864996067383
J115327.50+034259.1,J115327.50+034259.1,178.36459583,3.7164325,NGC3521,12.481225773831694
J115401.06+615710.8,J115401.06+615710.8,178.50445417,61.95301444,UGC06787,5.900308718453732
J115402.48+670625.9,J115402.48+670625.9,178.51035417,67.10722056,UGC05918,6.637548529057791
J115432.48-032350.9,J115432.48-032350.9,178.63537083,-3.39749944,NGC3521,12.631191930027555
J115449.71-014117.9,J115449.71-014117.9,178.707125,-1.68831111,NGC3521,12.363756008626957
J115454.56+012221.7,J115454.56+012221.7,178.72735833,1.37270722,NGC3521,12.354305239237195
J115519.07+672409.1,J115519.07+672409.1,178.8294625,67.40254056,UGC05918,6.79714286154382
J115555.30+653508.4,J115555.30+653508.4,178.98043333,65.58566917,UGC05918,6.839721798116402
J115631.23+045558.2,J115631.23+045558.2,179.1301375,4.93284056,UGC06614,12.92246107633481
J115638.61+042112.4,J115638.61+042112.4,179.16089583,4.35346861,NGC3521,13.433585842967686
J115646.32+612632.9,J115646.32+612632.9,179.1930375,61.44248056,UGC06787,5.445421050290106
J115658.68+612723.0,J115658.68+612723.0,179.2445,61.45640556,UGC06787,5.463877008377119
J115702.00-022853.1,J115702.00-022853.1,179.25834167,-2.48142278,NGC3521,13.033284746056228
J115731.82-011510.5,J115731.82-011510.5,179.382625,-1.2529375,NGC3521,12.986244106179933
J115732.95-011915.4,J115732.95-011915.4,179.38729583,-1.32095917,NGC3521,12.997326544738055
J115735.27+021004.0,J115735.27+021004.0,179.3969625,2.16779611,NGC3521,13.127727010185103
J115832.66+014138.3,J115832.66+014138.3,179.6361,1.69399333,NGC3521,13.294767400708027
J115856.64+021831.1,J115856.64+021831.1,179.73603333,2.30863889,NGC3521,13.485381668630405
J115924.39-002439.4,J115924.39-002439.4,179.8516625,-0.41095694,NGC3521,13.404313542843143
J115927.04+630355.1,J115927.04+630355.1,179.86267083,63.06532722,UGC06787,7.09786090630904
J115934.86+032016.9,J115934.86+032016.9,179.89527083,3.33804917,NGC3521,13.852412701011186
J115935.52-021130.1,J115935.52-021130.1,179.89800417,-2.1917075,NGC3521,13.613959230944824
J115950.79+632534.8,J115950.79+632534.8,179.96165,63.42634194,UGC06787,7.46050371539012
J120013.04+673553.6,J120013.04+673553.6,180.05433333,67.59822861,UGC05918,7.2890189051841725
J120014.72+041405.8,J120014.72+041405.8,180.06136667,4.23496194,UGC06614,13.896631135485029
J120034.07+051028.4,J120034.07+051028.4,180.141975,5.17456917,UGC06614,13.057235651264369
J120052.65-005512.6,J120052.65-005512.6,180.21939167,-0.92017528,NGC3521,13.794673972705548
J120104.99+000649.5,J120104.99+000649.5,180.27080417,0.11375694,NGC3521,13.81913662574866
J120126.75+615344.8,J120126.75+615344.8,180.3614625,61.89577778,UGC06787,6.018094800257294
J120126.82+014425.6,J120126.82+014425.6,180.36176667,1.74045806,NGC3521,14.020179159080882
J120129.26+683616.7,J120129.26+683616.7,180.37192917,68.60464028,UGC05918,7.60954442878077
J120136.03+005854.0,J120136.03+005854.0,180.40014167,0.98168028,NGC3521,13.984082224012322
J120144.02+621922.9,J120144.02+621922.9,180.4334375,62.32304083,UGC06787,6.437987230024735
J120155.64-010409.3,J120155.64-010409.3,180.48186667,-1.0692625,NGC3521,14.066557721198766
J120202.75+641517.8,J120202.75+641517.8,180.5115,64.25494944,UGC05918,7.761269096248428
J120205.62+003941.1,J120205.62+003941.1,180.52341667,0.66142167,NGC3521,14.087916781410645
J120208.92-030136.9,J120208.92-030136.9,180.537175,-3.02693694,NGC3521,14.392276561061312
J120215.48-031924.2,J120215.48-031924.2,180.56451667,-3.32341611,NGC3521,14.482086886764659
J120220.48+630715.2,J120220.48+630715.2,180.58535833,63.12090528,UGC06787,7.226269308729399
J120222.00-012712.0,J120222.00-012712.0,180.59169583,-1.45335611,NGC3521,14.208543878490675
J120246.09-014732.6,J120246.09-014732.6,180.69205417,-1.792415,NGC3521,14.34514880666562
J120246.21+014031.7,J120246.21+014031.7,180.6925625,1.67548472,NGC3521,14.340579678997461
J120250.87+050905.4,J120250.87+050905.4,180.7119625,5.15150222,UGC06614,13.31097984044853
J120257.79-030531.0,J120257.79-030531.0,180.7408,-3.09197028,NGC3521,14.604606335445528
J120322.58+625352.0,J120322.58+625352.0,180.84410833,62.89780167,UGC06787,7.042551905434559
J120336.94+023749.7,J120336.94+023749.7,180.9039375,2.63047667,NGC3521,14.69044125736901
J120339.06+042625.4,J120339.06+042625.4,180.91277083,4.44039694,UGC06614,14.040032899371617
J120340.14+023828.3,J120340.14+023828.3,180.91725,2.64121028,NGC3521,14.705437710933353
J120341.95+611742.7,J120341.95+611742.7,180.92479583,61.29519833,UGC06787,5.536323219360486
J120357.12+001955.2,J120357.12+001955.2,180.98801667,0.33200972,NGC3521,14.54012744569635
J120417.34+035222.5,J120417.34+035222.5,181.072275,3.87292944,UGC06614,14.62227992188458
J120419.99+013403.2,J120419.99+013403.2,181.08332917,1.56758,NGC3521,14.716681740754087
J120421.98-004309.5,J120421.98-004309.5,181.0915875,-0.71933222,NGC3521,14.654655027044837
J120506.71-021234.4,J120506.71-021234.4,181.27799583,-2.20955917,NGC3521,14.980310898262264
J120517.41+044914.6,J120517.41+044914.6,181.32257083,4.82073167,UGC06614,13.875395662107247
J120531.99+000221.2,J120531.99+000221.2,181.38329167,0.03923833,NGC3521,14.931008855555422
J120540.73+013430.1,J120540.73+013430.1,181.4197125,1.57504972,NGC3521,15.051845710510097
J120559.75+015308.8,J120559.75+015308.8,181.49899583,1.88579111,NGC3521,15.16608768727932
J120608.81+043555.2,J120608.81+043555.2,181.53671667,4.5986925,UGC06614,14.170174352292019
J120621.50-030133.2,J120621.50-030133.2,181.58958333,-3.02590667,NGC3521,15.42257038853385
J120635.01+625915.8,J120635.01+625915.8,181.64589583,62.98774222,UGC06787,7.240309185792329
J120712.84+655408.5,J120712.84+655408.5,181.80351667,65.90237944,UGC05918,7.955199160134059
J120724.73-030908.9,J120724.73-030908.9,181.85307917,-3.15248222,NGC3521,15.70504687341803
J120738.08+013427.1,J120738.08+013427.1,181.908675,1.57419806,NGC3521,15.537940878553018
J120738.54+052452.9,J120738.54+052452.9,181.9106,5.4146975,UGC06614,13.63228234085857
J120755.71-003239.6,J120755.71-003239.6,181.98214583,-0.54435667,NGC3521,15.537745268366265
J120805.30+683907.2,J120805.30+683907.2,182.02210417,68.65200333,UGC05918,8.20432885614359
J120817.50+664717.1,J120817.50+664717.1,182.07294583,66.78811,UGC05918,8.014030805970558
J120831.25+015433.9,J120831.25+015433.9,182.1302125,1.90943,NGC3521,15.795129931897609
J120840.91-033955.3,J120840.91-033955.3,182.1704625,-3.66537389,NGC3521,16.120985222758847
J120848.48+045550.1,J120848.48+045550.1,182.20200417,4.93060667,UGC06614,14.19663691183209
J120859.54+051119.5,J120859.54+051119.5,182.24808333,5.18875139,UGC06614,13.997248045706748
J120928.30+661031.6,J120928.30+661031.6,182.36792083,66.17545639,UGC05918,8.15743965151357
J120947.78+621535.8,J120947.78+621535.8,182.44910833,62.25994472,UGC06787,6.707922770743652
J120953.08-000057.7,J120953.08-000057.7,182.4712,-0.01603,NGC3521,16.01873978756112
J120953.86+005542.6,J120953.86+005542.6,182.47444583,0.92850278,NGC3521,16.05029624919202
J121002.06-011321.5,J121002.06-011321.5,182.50862083,-1.2226525,NGC3521,16.09868948738655
J121005.11+655908.7,J121005.11+655908.7,182.5213125,65.98576472,UGC05918,8.23715743745674
J121053.56+665526.6,J121053.56+665526.6,182.72318333,66.92407806,UGC05918,8.269712725360662
J121057.95+635451.7,J121057.95+635451.7,182.74149583,63.91438556,UGC06787,8.279806236257231
J121122.04+032332.3,J121122.04+032332.3,182.84185833,3.39231139,UGC06614,15.849183824186913
J121146.95-022850.2,J121146.95-022850.2,182.94566667,-2.48063139,NGC3521,16.668196297413594
J121152.11-022826.5,J121152.11-022826.5,182.96714167,-2.47404278,NGC3521,16.688496090257516
J121152.31+624205.6,J121152.31+624205.6,182.96799583,62.7015775,UGC06787,7.209810685316297
J121153.41+613528.5,J121153.41+613528.5,182.97256667,61.59127139,UGC06787,6.231687824531373
J121156.97+611953.8,J121156.97+611953.8,182.98741667,61.33162056,UGC06787,6.013039450676121
J121201.31+030809.4,J121201.31+030809.4,183.00546667,3.13595,UGC06614,16.152681265889743
J121212.41+053231.4,J121212.41+053231.4,183.05172083,5.54207028,UGC06614,14.128322926653741
J121229.53-024043.0,J121229.53-024043.0,183.12304583,-2.67861528,NGC3521,16.87262848213856
J121244.67-002203.1,J121244.67-002203.1,183.1861375,-0.36753833,NGC3521,16.736824866498328
J121252.11+011758.8,J121252.11+011758.8,183.21714167,1.29969056,NGC3521,16.816385284394286
J121257.74-021419.6,J121257.74-021419.6,183.24060417,-2.23878917,NGC3521,16.927714052220356
J121309.33+654955.6,J121309.33+654955.6,183.28888333,65.83213111,UGC05918,8.56652055846903
J121337.44+010350.2,J121337.44+010350.2,183.4060375,1.06395694,NGC3521,16.98825962238258
J121353.64-002515.5,J121353.64-002515.5,183.47352083,-0.42099944,NGC3521,17.02523754326881
J121357.83+664125.3,J121357.83+664125.3,183.490975,66.69036389,UGC05918,8.57577560029917
J121358.78+013841.2,J121358.78+013841.2,183.49494583,1.64479361,NGC3521,17.122854409836037
J121402.13+025933.4,J121402.13+025933.4,183.50890833,2.9926275,UGC06614,16.527661692930405
J121405.70+635817.1,J121405.70+635817.1,183.5237875,63.97144278,UGC06787,8.465856198088426
J121421.44+024715.9,J121421.44+024715.9,183.58936667,2.78777139,UGC06614,16.744976521201203
J121429.49+681147.4,J121429.49+681147.4,183.62289583,68.19651222,UGC05918,8.701825735029791
J121438.55+054820.6,J121438.55+054820.6,183.66063333,5.80572722,UGC06614,14.264189161472418
J121445.44+004436.7,J121445.44+004436.7,183.6893625,0.74353389,NGC3521,17.254041478586124
J121448.30-024200.8,J121448.30-024200.8,183.70125417,-2.70023861,NGC3521,17.446907654028276
J121511.16+004912.7,J121511.16+004912.7,183.7965125,0.82020139,NGC3521,17.3645871346402
J121511.53-032628.4,J121511.53-032628.4,183.798075,-3.44124333,NGC3521,17.66630700860701
J121519.32-002139.5,J121519.32-002139.5,183.83052083,-0.36099917,NGC3521,17.380962283447676
J121520.15-002353.0,J121520.15-002353.0,183.83398333,-0.39806111,NGC3521,17.385130562785157
J121526.26+003134.9,J121526.26+003134.9,183.85941667,0.52636833,NGC3521,17.415794002522993
J121543.28+053949.3,J121543.28+053949.3,183.93033333,5.66371417,UGC06614,14.53879859462014
J121604.38+622839.8,J121604.38+622839.8,184.018275,62.47774917,UGC06787,7.244215107462981
J121618.58-010408.7,J121618.58-010408.7,184.07742083,-1.06909028,NGC3521,17.654143974217153
J121645.73+041255.4,J121645.73+041255.4,184.19054167,4.21539861,UGC06614,15.864143132504008
J121706.03+021109.2,J121706.03+021109.2,184.27515417,2.185915,UGC06614,17.613002785623596
J121721.38+023446.7,J121721.38+023446.7,184.33909167,2.57965806,UGC06614,17.31153562588766
J121753.11+641805.9,J121753.11+641805.9,184.47129583,64.30164833,UGC06787,8.941409492760778
J121756.85+631050.6,J121756.85+631050.6,184.48690417,63.18074806,UGC06787,7.958115184589052
J121803.30-000037.7,J121803.30-000037.7,184.51375417,-0.01048,NGC3521,18.06129961832111
J121820.56+045113.6,J121820.56+045113.6,184.58569167,4.8537825,UGC06614,15.578454343030298
J121830.89+053334.0,J121830.89+053334.0,184.62872917,5.55946361,UGC06614,15.048797054482565
J121843.08+655353.7,J121843.08+655353.7,184.67951667,65.89825028,UGC05918,9.121034222102795
J121850.55+052902.7,J121850.55+052902.7,184.71062917,5.48410444,UGC06614,15.15863399894334
J121925.96+001242.0,J121925.96+001242.0,184.85820833,0.21169306,NGC3521,18.40736657052982
J121927.03-022947.5,J121927.03-022947.5,184.86265417,-2.49653944,DDO161,18.399304803840003
J121939.05+684330.2,J121939.05+684330.2,184.91273333,68.72506639,UGC05918,9.249047393809272
J121942.30+053217.8,J121942.30+053217.8,184.92627083,5.538305,UGC07261,15.159558040173762
J121949.69-031631.5,J121949.69-031631.5,184.9570625,-3.27542556,DDO161,17.711395914392586
J121954.10-021454.5,J121954.10-021454.5,184.97545833,-2.24848333,DDO161,18.538997409510944
J121954.35+052607.8,J121954.35+052607.8,184.9764625,5.43551389,UGC07261,15.265638666069814
J122017.34+041205.7,J122017.34+041205.7,185.0722625,4.20160889,UGC06614,16.39120019596286
J122026.92+043531.4,J122026.92+043531.4,185.11219583,4.59206389,UGC06614,16.105930473242307
J122027.66+012811.1,J122027.66+012811.1,185.11526667,1.46975167,UGC06614,18.664066097497596
J122030.34-012436.2,J122030.34-012436.2,185.12645417,-1.41006472,NGC3521,18.72253226770382
J122033.76+004716.9,J122033.76+004716.9,185.140675,0.78805028,NGC3521,18.705792124318453
J122039.70-000133.1,J122039.70-000133.1,185.1654375,-0.02586222,NGC3521,18.71296662575322
J122048.49+053823.5,J122048.49+053823.5,185.20205417,5.63988694,UGC07261,15.079847408012762
J122051.93+613931.0,J122051.93+613931.0,185.21639167,61.65862333,UGC06787,6.900761716701024
J122102.25+034319.7,J122102.25+034319.7,185.25939167,3.72213944,UGC06614,16.886815919660176
J122105.72+003310.3,J122105.72+003310.3,185.27385,0.55287083,NGC3521,18.83030981414816
J122120.22-014603.1,J122120.22-014603.1,185.3342625,-1.76754278,DDO161,18.74173372070568
J122142.70+625621.0,J122142.70+625621.0,185.427925,62.93916944,UGC06787,7.98243724663552
J122229.73+013048.9,J122229.73+013048.9,185.62387917,1.51359111,UGC06614,18.90373737949459
J122233.36+010113.2,J122233.36+010113.2,185.6390125,1.02033444,NGC3521,19.214607538435317
J122246.02-024054.3,J122246.02-024054.3,185.6917875,-2.68176028,DDO161,17.78048580536687
J122255.77+034047.4,J122255.77+034047.4,185.7324125,3.6798575,UGC07261,17.08205067478272
J122256.63+024449.0,J122256.63+024449.0,185.73596667,2.74694611,UGC06614,17.954460573682987
J122257.16+033406.2,J122257.16+033406.2,185.73820833,3.56839333,UGC07261,17.193495748445994
J122310.23-015017.1,J122310.23-015017.1,185.79264167,-1.83808528,DDO161,18.437898100274946
J122328.79+672042.8,J122328.79+672042.8,185.86997917,67.34524472,UGC05918,9.493465184840794
J122329.97+020029.0,J122329.97+020029.0,185.87488333,2.00808139,UGC06614,18.6366312691904
J122339.63-021208.3,J122339.63-021208.3,185.91514167,-2.20233028,DDO161,18.063848076702982
J122341.58+025740.5,J122341.58+025740.5,185.9232625,2.96127139,UGC07261,17.817217722227273
J122344.72-011820.1,J122344.72-011820.1,185.9363625,-1.30560694,DDO161,18.81967600409006
J122353.98-032634.5,J122353.98-032634.5,185.97495,-3.442925,DDO161,16.99011401261616
J122356.92-012959.0,J122356.92-012959.0,185.98719167,-1.49972861,DDO161,18.626711374271054
J122416.04+030013.4,J122416.04+030013.4,186.066875,3.00373861,UGC07261,17.791775493512294
J122435.39+644234.4,J122435.39+644234.4,186.1474625,64.70957278,UGC06787,9.64554746854617
J122442.40+015057.9,J122442.40+015057.9,186.17667917,1.84943222,UGC06614,18.940240289692614
J122444.11+024808.2,J122444.11+024808.2,186.18380417,2.80228833,UGC07261,18.006059814613515
J122458.39+002426.3,J122458.39+002426.3,186.24330417,0.40730722,NGC3521,19.79564106493261
J122506.94+613927.2,J122506.94+613927.2,186.27892917,61.65755583,UGC06787,7.235427738368135
J122558.36+032548.9,J122558.36+032548.9,186.49317917,3.43026139,UGC07261,17.425836359807914
J122603.95-001850.3,J122603.95-001850.3,186.51648333,-0.31398222,DDO161,19.40446273813277
J122617.77+014430.3,J122617.77+014430.3,186.5740625,1.74176222,UGC07261,19.10870533776618
J122651.37-001234.0,J122651.37-001234.0,186.7140625,-0.20945917,DDO161,19.4065476367381
J122703.69-013057.5,J122703.69-013057.5,186.76539583,-1.51597778,DDO161,18.227329135595692
J122730.66+033036.9,J122730.66+033036.9,186.87777083,3.51027361,UGC07261,17.40702488381112
J122815.10+025938.7,J122815.10+025938.7,187.06293333,2.994105,UGC07261,17.947095160638348
J122906.96+003451.8,J122906.96+003451.8,187.27900833,0.58107417,DDO161,19.872016847065126
J122911.30-021341.5,J122911.30-021341.5,187.29711667,-2.22820778,DDO161,17.347830040429695
J122932.70+005022.3,J122932.70+005022.3,187.38625833,0.83954139,DDO161,20.063260985612686
J122936.32-010448.6,J122936.32-010448.6,187.4013625,-1.08018833,DDO161,18.319827020003107
J122949.70+023109.1,J122949.70+023109.1,187.45711667,2.51920444,UGC07261,18.485136806705754
J123009.46+054444.2,J123009.46+054444.2,187.53942917,5.74562139,UGC07261,15.34628271504508
J123020.33+060054.1,J123020.33+060054.1,187.58473333,6.01504583,UGC07261,15.094802144102324
J123020.70+034424.5,J123020.70+034424.5,187.58626667,3.74014472,UGC07261,17.313623650704102
J123103.15+000256.3,J123103.15+000256.3,187.7631375,0.04897333,DDO161,19.18774062619922
J123106.15+653003.5,J123106.15+653003.5,187.77565417,65.50098472,UGC08490,9.825423319817931
J123106.49+043517.7,J123106.49+043517.7,187.77707917,4.588265,UGC07261,16.52709259698151
J123120.62+030729.6,J123120.62+030729.6,187.83593333,3.12491583,UGC07261,17.9674756362174
J123125.88+060739.4,J123125.88+060739.4,187.85784583,6.12763139,UGC07261,15.052321352500169
