preferred_name,catalog_name_normalized,MType,gmag,rmag,imag,gmue,rmue,imue,z,e_z,RAJ2000_deg,DEJ2000_deg,RAJ2000,DEJ2000,axial_ratio_r,major_diam_r_arcsec,edge_likelihood_r,source_catalog,_Glon,_Glat,_RAJ2000,_DEJ2000,_RAB1950,_DEB1950,_Elon2000,_Elat2000,SDSS,e_gmag,e_rmag,e_imag,el(g),el(r),el(i),CI(g),CI(r),CI(i),Diam(g),Diam(r),Diam(i),a/b(g),a/b(r),a/b(i),kautsch_name,kautsch_name_norm,kautsch_catalog_token,RA_match_deg,DE_match_deg,kautsch_sdss_norm,kautsch_sdss_token,matched,match_reason,matched_sparc_name,matched_sparc_index,matched_sep_deg
J000941.16-003152.4,J000941.16003152.4,Sa(f) ,16.42,15.69,15.31,20.85,20.12,19.73,,,2.421525,-0.53122611,00 09 41.166,-00 31 52.41,3.656,42.329,0.502,Kautsch 2006,100.56095814,-61.5761243,2.421525,-0.53122611,1.78093211,-0.80939135,2.01069915,-1.45043757,J000941.16-003152.4,0.04,0.04,0.04,0.498,0.502,0.513,3.026,3.051,3.129,40.068,42.329,43.317,4.367,3.656,3.231,J000941.16-003152.4,J000941.16-003152.4,J000941.16-003152.4,2.421525,-0.53122611,J000941.16-003152.4,J000941.16-003152.4,False,unmatched,,,
J000949.38-004103.1,J000949.38004103.1,Scd(f),17.94,17.39,17.04,22.7,22.15,21.8,0.039,5.695e-05,2.45575833,-0.68422056,00 09 49.382,-00 41 03.19,5.007,31.22,0.782,Kautsch 2006,100.51953288,-61.73166284,2.45575833,-0.68422056,1.81519514,-0.96237989,1.98127441,-1.60443071,J000949.38-004103.1,0.04,0.03,0.04,0.791,0.782,0.767,2.529,2.586,2.599,33.298,31.22,31.124,6.737,5.007,4.007,J000949.38-004103.1,J000949.38-004103.1,J000949.38-004103.1,2.45575833,-0.68422056,J000949.38-004103.1,J000949.38-004103.1,False,unmatched,,,
J001018.23+001223.7,J001018.23+001223.7,Scd(f),17.78,17.29,17.07,22.76,22.27,22.05,0.039,8.175e-05,2.5759625,0.20659028,00 10 18.231,+00 12 23.72,5.518,37.478,0.78,Kautsch 2006,101.37446639,-60.93178349,2.5759625,0.20659028,1.93523756,-0.07154525,2.44576683,-0.83479429,J001018.23+001223.7,0.05,0.03,0.06,0.791,0.78,0.776,2.199,2.323,2.272,36.121,37.478,37.669,6.496,5.518,4.88,J001018.23+001223.7,J001018.23+001223.7,J001018.23+001223.7,2.5759625,0.20659028,J001018.23+001223.7,J001018.23+001223.7,False,unmatched,,,
J001028.98-004611.9,J001028.98004611.9,Scd(f),17.09,16.7,16.47,21.79,21.4,21.17,0.0386,6.867e-05,2.62077917,-0.76999,00 10 28.987,-00 46 11.96,4.985,36.639,0.776,Kautsch 2006,100.78699217,-61.86808098,2.62077917,-0.76999,1.98024448,-1.04811845,2.09863363,-1.74873073,J001028.98-004611.9,0.03,0.01,0.02,0.78,0.776,0.771,2.5,2.479,2.426,35.661,36.639,39.725,5.589,4.985,5.218,J001028.98-004611.9,J001028.98-004611.9,J001028.98-004611.9,2.62077917,-0.76999,J001028.98-004611.9,J001028.98-004611.9,False,unmatched,,,
J001046.65-005332.4,J001046.65005332.4,Sd(f) ,17.46,16.84,16.49,23.4,22.78,22.42,0.0383,5.323e-05,2.69439167,-0.89235278,00 10 46.654,-00 53 32.47,8.7,54.794,0.87,Kautsch 2006,100.84725207,-62.00803352,2.69439167,-0.89235278,2.0538874,-1.17046684,2.11753614,-1.89026999,J001046.65-005332.4,0.06,0.17,0.07,0.885,0.87,0.866,2.144,2.417,2.513,53.444,54.794,60.002,10.304,8.7,9.268,J001046.65-005332.4,J001046.65-005332.4,J001046.65-005332.4,2.69439167,-0.89235278,J001046.65-005332.4,J001046.65-005332.4,False,unmatched,,,
J001119.24-011258.4,J001119.24011258.4,Sa(f) ,16.79,15.91,15.47,21.04,20.16,19.72,,,2.83020417,-1.21624611,00 11 19.249,-01 12 58.49,3.334,39.362,0.529,Kautsch 2006,100.88941298,-62.35868802,2.83020417,-1.21624611,2.18978092,-1.49433259,2.11335812,-2.24145114,J001119.24-011258.4,0.03,0.02,0.02,0.504,0.529,0.542,2.944,2.933,3.0,31.854,39.362,45.046,3.361,3.334,3.485,J001119.24-011258.4,J001119.24-011258.4,J001119.24-011258.4,2.83020417,-1.21624611,J001119.24-011258.4,J001119.24-011258.4,False,unmatched,,,
J001207.38-111204.5,J001207.38111204.5,Sc(f) ,17.62,17.12,16.77,22.44,21.94,21.59,0.0626,6.185e-05,3.03077083,-11.20126444,00 12 07.385,-11 12 04.55,4.294,32.63,0.74,Kautsch 2006,90.91928191,-71.58587882,3.03077083,-11.20126444,2.39270009,-11.47932232,358.26423116,-11.47013593,J001207.38-111204.5,0.03,0.01,0.03,0.752,0.74,0.732,2.301,2.443,2.473,31.832,32.63,34.12,5.077,4.294,3.932,J001207.38-111204.5,J001207.38-111204.5,J001207.38-111204.5,3.03077083,-11.20126444,J001207.38-111204.5,J001207.38-111204.5,False,unmatched,,,
J001216.34-011008.4,J001216.34011008.4,Sc(f) ,17.41,16.81,16.49,22.02,21.43,21.1,0.0843,6.34e-05,3.06809167,-1.16901417,00 12 16.342,-01 10 08.45,4.176,33.462,0.744,Kautsch 2006,101.40720837,-62.39267657,3.06809167,-1.16901417,2.42768511,-1.44704756,2.35055385,-2.29266662,J001216.34-011008.4,0.02,0.02,0.03,0.769,0.744,0.73,2.32,2.485,2.511,31.722,33.462,38.763,4.703,4.176,4.967,J001216.34-011008.4,J001216.34-011008.4,J001216.34-011008.4,3.06809167,-1.16901417,J001216.34-011008.4,J001216.34-011008.4,False,unmatched,,,
J001234.47+000259.2,J001234.47+000259.2,Scd(f),16.17,15.65,15.28,21.33,20.8,20.43,0.0395,7.81e-05,3.14362917,0.04978778,00 12 34.471,+00 02 59.24,3.151,40.979,0.751,Kautsch 2006,102.38360014,-61.26185427,3.14362917,0.04978778,2.50293941,-0.22822583,2.90446487,-1.20424538,J001234.47+000259.2,0.02,0.01,0.01,0.758,0.751,0.74,2.465,2.489,2.553,41.796,40.979,41.621,3.609,3.151,2.848,J001234.47+000259.2,J001234.47+000259.2,J001234.47+000259.2,3.14362917,0.04978778,J001234.47+000259.2,J001234.47+000259.2,False,unmatched,,,
J001247.58+003122.8,J001247.58+003122.8,Scd(f),17.82,17.36,17.14,22.88,22.42,22.2,0.0468,5.676e-05,3.19827917,0.52302278,00 12 47.587,+00 31 22.88,4.659,33.158,0.785,Kautsch 2006,102.79339673,-60.82874747,3.19827917,0.52302278,2.55747449,0.24502314,3.14263689,-0.79165667,J001247.58+003122.8,0.03,0.03,0.04,0.79,0.785,0.771,2.271,2.387,2.335,32.183,33.158,36.417,5.639,4.659,5.599,J001247.58+003122.8,J001247.58+003122.8,J001247.58+003122.8,3.19827917,0.52302278,J001247.58+003122.8,J001247.58+003122.8,False,unmatched,,,
J001252.80-104807.7,J001252.80104807.7,Scd(f),17.22,16.64,16.21,22.31,21.72,21.29,0.108,6.269e-05,3.2200125,-10.80215722,00 12 52.803,-10 48 07.77,4.677,38.586,0.786,Kautsch 2006,92.02755119,-71.32216261,3.2200125,-10.80215722,2.58202436,-11.08016946,358.60232304,-11.18048628,J001252.80-104807.7,0.02,0.04,0.02,0.81,0.786,0.774,2.316,2.408,2.492,42.164,38.586,45.172,6.315,4.677,5.214,J001252.80-104807.7,J001252.80-104807.7,J001252.80-104807.7,3.2200125,-10.80215722,J001252.80-104807.7,J001252.80-104807.7,False,unmatched,,,
J001330.62+004042.5,J001330.62+004042.5,Sa(f) ,16.82,15.93,15.47,20.73,19.84,19.38,,,3.37760417,0.67847306,00 13 30.625,+00 40 42.50,4.262,43.393,0.522,Kautsch 2006,103.24000272,-60.73497622,3.37760417,0.67847306,2.73675367,0.40051876,3.3689613,-0.72020827,J001330.62+004042.5,0.03,0.03,0.03,0.547,0.522,0.521,2.785,2.816,2.889,34.317,43.393,49.724,3.979,4.262,4.547,J001330.62+004042.5,J001330.62+004042.5,J001330.62+004042.5,3.37760417,0.67847306,J001330.62+004042.5,J001330.62+004042.5,False,unmatched,,,
J001343.81-002735.7,J001343.81002735.7,Sa(f) ,16.02,15.26,14.87,20.2,19.44,19.05,0.0315,8.59e-05,3.43255,-0.45993361,00 13 43.812,-00 27 35.76,4.098,57.604,0.489,Kautsch 2006,102.62772597,-61.83610538,3.43255,-0.45993361,2.79199733,-0.73787537,2.96713709,-1.78679531,J001343.81-002735.7,0.02,0.02,0.02,0.488,0.489,0.489,2.7,2.755,2.831,52.301,57.604,62.62,4.43,4.098,3.99,J001343.81-002735.7,J001343.81-002735.7,J001343.81-002735.7,3.43255,-0.45993361,J001343.81-002735.7,J001343.81-002735.7,False,unmatched,,,
J001347.32+004601.7,J001347.32+004601.7,Sc(f) ,16.75,15.72,15.24,22.72,21.69,21.22,,,3.447175,0.76715806,00 13 47.322,+00 46 01.77,2.637,42.598,0.683,Kautsch 2006,103.4297867,-60.67110231,3.447175,0.76715806,2.80629794,0.48922213,3.46803073,-0.66643984,J001347.32+004601.7,0.05,0.05,0.06,0.713,0.683,0.668,2.288,2.356,2.295,41.146,42.598,41.311,3.815,2.637,2.082,J001347.32+004601.7,J001347.32+004601.7,J001347.32+004601.7,3.447175,0.76715806,J001347.32+004601.7,J001347.32+004601.7,False,unmatched,,,
J001350.11-095855.6,J001350.11095855.6,Scd(f),18.33,18.06,17.65,23.85,23.58,23.18,,,3.45880833,-9.9821375,00 13 50.114,-09 58 55.69,5.19,27.91,0.775,Kautsch 2006,93.81179074,-70.69717674,3.45880833,-9.9821375,2.82081883,-10.26008733,359.15866133,-10.52545666,J001350.11-095855.6,0.04,0.05,0.05,0.799,0.775,0.746,2.261,2.46,2.575,32.609,27.91,35.841,7.567,5.19,7.06,J001350.11-095855.6,J001350.11-095855.6,J001350.11-095855.6,3.45880833,-9.9821375,J001350.11-095855.6,J001350.11-095855.6,False,unmatched,,,
J001426.40+000651.7,J001426.40+000651.7,Sd(f) ,18.04,17.61,17.26,22.66,22.23,21.88,0.0555,5.455e-05,3.61002083,0.11438556,00 14 26.405,+00 06 51.79,6.29,34.469,0.856,Kautsch 2006,103.34956694,-61.34275487,3.61002083,0.11438556,2.96931734,-0.16350714,3.3582587,-1.33020391,J001426.40+000651.7,0.03,0.02,0.04,0.869,0.856,0.84,2.313,2.302,2.605,34.802,34.469,32.135,7.725,6.29,5.384,J001426.40+000651.7,J001426.40+000651.7,J001426.40+000651.7,3.61002083,0.11438556,J001426.40+000651.7,J001426.40+000651.7,False,unmatched,,,
J001427.62-101537.1,J001427.62101537.1,Sc(f) ,16.95,16.5,16.17,21.89,21.44,21.12,0.0475,5.024e-05,3.6150875,-10.26032361,00 14 27.621,-10 15 37.16,3.62,34.372,0.719,Kautsch 2006,93.86023551,-71.01467324,3.6150875,-10.26032361,2.97731389,-10.53823124,359.18749886,-10.84208483,J001427.62-101537.1,0.02,0.01,0.02,0.728,0.719,0.716,2.26,2.291,2.328,32.364,34.372,36.353,3.808,3.62,3.351,J001427.62-101537.1,J001427.62-101537.1,J001427.62-101537.1,3.6150875,-10.26032361,J001427.62-101537.1,J001427.62-101537.1,False,unmatched,,,
J001500.08-110803.9,J001500.08110803.9,Scd(f),17.65,17.29,17.28,22.91,22.54,22.54,0.0112,5.337e-05,3.75035833,-11.134425,00 15 00.086,-11 08 03.93,4.681,37.101,0.75,Kautsch 2006,93.00945576,-71.85633271,3.75035833,-11.134425,3.11296896,-11.4122954,358.95067061,-11.69518258,J001500.08-110803.9,0.05,0.05,0.09,0.737,0.75,0.723,2.318,2.286,2.052,32.263,37.101,34.622,4.426,4.681,3.892,J001500.08-110803.9,J001500.08-110803.9,J001500.08-110803.9,3.75035833,-11.134425,J001500.08-110803.9,J001500.08-110803.9,False,unmatched,,,
J001505.86-000022.5,J001505.86000022.5,Sc(f) ,17.26,16.8,16.49,22.14,21.67,21.36,0.0631,6.018e-05,3.77445417,-0.00627056,00 15 05.869,-00 00 22.57,4.613,39.264,0.719,Kautsch 2006,103.60311679,-61.50673176,3.77445417,-0.00627056,3.13378659,-0.28411647,3.46129568,-1.50623254,J001505.86-000022.5,0.02,0.02,0.02,0.721,0.719,0.715,2.312,2.504,2.654,35.72,39.264,45.589,4.487,4.613,5.477,J001505.86-000022.5,J001505.86-000022.5,J001505.86-000022.5,3.77445417,-0.00627056,J001505.86-000022.5,J001505.86-000022.5,False,unmatched,,,
J001514.98-084803.9,J001514.98084803.9,Scd(f),16.71,16.32,16.2,22.4,22.01,21.89,0.018,6.109e-05,3.81245,-8.80110417,00 15 14.988,-08 48 03.97,3.968,46.69,0.762,Kautsch 2006,96.22227787,-69.77382138,3.81245,-8.80110417,3.1744078,-9.07895275,359.96652428,-9.58533083,J001514.98-084803.9,0.02,0.02,0.05,0.788,0.762,0.75,2.281,2.324,2.193,43.963,46.69,51.768,4.269,3.968,4.427,J001514.98-084803.9,J001514.98-084803.9,J001514.98-084803.9,3.81245,-8.80110417,J001514.98-084803.9,J001514.98-084803.9,False,unmatched,,,
J001539.87-001601.4,J001539.87001601.4,Sb(f) ,17.17,16.46,16.05,21.69,20.99,20.58,0.0601,0.000102,3.91613333,-0.26707417,00 15 39.872,-00 16 01.47,4.066,33.835,0.714,Kautsch 2006,103.72704058,-61.79764254,3.91613333,-0.26707417,3.27554719,-0.54487818,3.48778772,-1.80185074,J001539.87-001601.4,0.03,0.02,0.02,0.721,0.714,0.699,2.478,2.751,2.801,32.25,33.835,33.961,4.361,4.066,3.638,J001539.87-001601.4,J001539.87-001601.4,J001539.87-001601.4,3.91613333,-0.26707417,J001539.87-001601.4,J001539.87-001601.4,False,unmatched,,,
J001555.43-095012.0,J001555.43095012.0,Sc(f) ,17.04,16.39,16.01,21.91,21.26,20.88,0.0615,5.337e-05,3.980975,-9.83667861,00 15 55.434,-09 50 12.04,3.371,34.597,0.7,Kautsch 2006,95.40988089,-70.78623215,3.980975,-9.83667861,3.343392,-10.11447769,359.69709914,-10.60007756,J001555.43-095012.0,0.02,0.02,0.02,0.711,0.7,0.678,2.355,2.405,2.503,30.912,34.597,37.003,3.835,3.371,3.21,J001555.43-095012.0,J001555.43-095012.0,J001555.43-095012.0,3.980975,-9.83667861,J001555.43-095012.0,J001555.43-095012.0,False,unmatched,,,
J001600.06+001045.8,J001600.06+001045.8,Sb(f) ,16.69,15.82,15.4,21.8,20.93,20.51,,,4.00026667,0.17939833,00 16 00.064,+00 10 45.83,2.313,42.968,0.627,Kautsch 2006,104.16807875,-61.39464808,4.00026667,0.17939833,3.35954434,-0.09837903,3.74235208,-1.42546705,J001600.06+001045.8,0.01,0.01,0.01,0.627,0.627,0.606,2.741,2.919,2.919,44.363,42.968,45.291,3.716,2.313,2.091,J001600.06+001045.8,J001600.06+001045.8,J001600.06+001045.8,4.00026667,0.17939833,J001600.06+001045.8,J001600.06+001045.8,False,unmatched,,,
J001625.35-093303.0,J001625.35093303.0,Scd(f),17.34,16.77,16.47,22.32,21.75,21.45,0.0535,5.536e-05,4.10563333,-9.55085833,00 16 25.352,-09 33 03.09,4.568,35.958,0.776,Kautsch 2006,96.10453112,-70.57650848,4.10563333,-9.55085833,3.46806238,-9.82861763,359.92874203,-10.38814842,J001625.35-093303.0,0.03,0.03,0.06,0.815,0.776,0.765,2.225,2.511,2.459,37.823,35.958,38.504,5.898,4.568,4.557,J001625.35-093303.0,J001625.35-093303.0,J001625.35-093303.0,4.10563333,-9.55085833,J001625.35-093303.0,J001625.35-093303.0,False,unmatched,,,
J001706.06+011526.7,J001706.06+011526.7,Sc(f) ,17.08,16.58,16.26,21.69,21.2,20.88,,,4.27528333,1.25743722,00 17 06.068,+01 15 26.77,3.474,33.23,0.682,Kautsch 2006,105.32754486,-60.43537565,4.27528333,1.25743722,3.63419927,0.97975051,4.42264324,-0.54504796,J001706.06+011526.7,0.01,0.01,0.02,0.671,0.682,0.672,2.364,2.403,2.557,32.594,33.23,38.129,3.817,3.474,3.834,J001706.06+011526.7,J001706.06+011526.7,J001706.06+011526.7,4.27528333,1.25743722,J001706.06+011526.7,J001706.06+011526.7,False,unmatched,,,
J001707.71-092650.2,J001707.71092650.2,Sc(f) ,16.63,15.98,15.59,21.39,20.74,20.35,0.0662,7.209e-05,4.28214583,-9.44729361,00 17 07.715,-09 26 50.26,2.776,36.324,0.595,Kautsch 2006,96.70878637,-70.55188215,4.28214583,-9.44729361,3.64468552,-9.72499478,0.13315877,-10.36359259,J001707.71-092650.2,0.02,0.01,0.01,0.597,0.595,0.593,2.499,2.568,2.564,33.883,36.324,37.724,3.028,2.776,2.528,J001707.71-092650.2,J001707.71-092650.2,J001707.71-092650.2,4.28214583,-9.44729361,J001707.71-092650.2,J001707.71-092650.2,False,unmatched,,,
J001727.48-093427.1,J001727.48093427.1,Sb(f) ,15.62,14.9,14.57,21.19,20.46,20.13,0.0227,6.503e-05,4.36453333,-9.57421389,00 17 27.488,-09 34 27.17,3.509,59.402,0.776,Kautsch 2006,96.78110781,-70.70066244,4.36453333,-9.57421389,3.72718538,-9.85188729,0.15671225,-10.51250391,J001727.48-093427.1,0.02,0.02,0.02,0.796,0.776,0.764,2.619,2.72,2.767,54.313,59.402,60.451,4.252,3.509,3.184,J001727.48-093427.1,J001727.48-093427.1,J001727.48-093427.1,4.36453333,-9.57421389,J001727.48-093427.1,J001727.48-093427.1,False,unmatched,,,
J001941.67+002232.3,J001941.67+002232.3,Scd(f),16.2,15.52,15.13,22.13,21.44,21.06,0.0413,9.361e-05,4.9236625,0.37564861,00 19 41.679,+00 22 32.33,4.784,61.421,0.781,Kautsch 2006,106.13756573,-61.4567261,4.9236625,0.37564861,4.28286195,0.09819551,4.66814804,-1.61163293,J001941.67+002232.3,0.01,0.02,0.01,0.784,0.781,0.783,2.395,2.429,2.415,60.442,61.421,68.394,5.517,4.784,5.08,J001941.67+002232.3,J001941.67+002232.3,J001941.67+002232.3,4.9236625,0.37564861,J001941.67+002232.3,J001941.67+002232.3,False,unmatched,,,
J002011.52+000024.6,J002011.52+000024.6,Sb(f) ,16.67,16.03,15.63,21.51,20.88,20.47,0.044,7.625e-05,5.04803333,0.00684722,00 20 11.528,+00 00 24.65,3.59,45.121,0.639,Kautsch 2006,106.1912883,-61.84509657,5.04803333,0.00684722,4.40737814,-0.27055731,4.63609108,-1.99951915,J002011.52+000024.6,0.03,0.02,0.02,0.658,0.639,0.616,2.741,2.943,2.983,37.536,45.121,41.286,3.541,3.59,2.841,J002011.52+000024.6,J002011.52+000024.6,J002011.52+000024.6,5.04803333,0.00684722,J002011.52+000024.6,J002011.52+000024.6,False,unmatched,,,
