r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms,source_file,structure_2002_preferred_name,structure_2002_catalog_name_normalized,structure_2002_RFGC_int,structure_2002_Dist,structure_2002_Re,structure_2002_Z0,structure_2002_z0_over_re,structure_2002_S0,structure_2002_RAJ2000_deg,structure_2002_DEJ2000_deg,structure_2002_Note,structure_2002_has_ned_link_flag,structure_2002_has_simbad_link_flag,structure_2002_source_catalog,structure_2002__Glon,structure_2002__Glat,structure_2002__RAJ2000,structure_2002__DEJ2000,structure_2002__RAB1950,structure_2002__DEB1950,structure_2002__Elon2000,structure_2002__Elat2000,structure_2002_RFGC,structure_2002__RA,structure_2002__DE,structure_2002_NED,structure_2002_Simbad,structure_2002_biz_name,structure_2002_biz_name_norm,structure_2002_biz_catalog_token,structure_2002_RA_match_deg,structure_2002_DE_match_deg,structure_2002_biz_aname_norm,structure_2002_biz_aname_token,structure_2002_biz_ned_norm,structure_2002_biz_ned_token,structure_2002_matched,structure_2002_match_reason,structure_2002_matched_sparc_name,structure_2002_matched_sparc_index,structure_2002_matched_sep_deg,structure_2002___source_catalog__
20.2,169.0,137.24746300023182,10.0,NGC2683,23.72,130.86,33.91,1413.9108910891089,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.300987220627777,0.15304863334655572,0.9478804245174596,0.23082068641067716,0.21879041022236406,6.273459803946199,1000000.0,2.005818985502777,2.3087073069711983,0.013300399011970361,0.508524792105096,90771720697.67372,1.0171974386640257,0.07386963997689477,0.00884163104255088,0.3775115373010549,0.15304863334655572,0.9460605715135442,2.4831750476237224,2.374856860604672,2.377511537301055,0.002654676696383085,1.0050035355898328,12.583717910068497,15.304863334755572,0.993270019049889,1.0,1922530.9786097312,15374.619654803939,557.2856691384047,573.9374383389181,-404.9374383389181,31.752536999768182,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.08,150.0,127.01034170491788,10.0,NGC2683,20.53,121.26,31.72,974.8700173310226,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.300987220627777,0.15304863334655572,0.9478804245174596,0.23082068641067716,0.21879041022236406,6.273459803946199,1000000.0,2.005818985502777,2.3087073069711983,0.013300399011970361,0.508524792105096,90771720697.67372,1.0171974386640257,0.07386963997689477,0.00884163104255088,0.3775115373010549,0.15304863334655572,0.9460605715135442,2.4831750476237224,2.374856860604672,2.377511537301055,0.002654676696383085,1.0050035355898328,12.583717910068497,15.304863334755572,0.993270019049889,1.0,1922530.9786097312,11777.02266088678,521.3575385599281,536.605357700859,-386.60535770085903,22.989658295082123,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.85,160.0,112.4125299955481,10.0,NGC2683,17.48,107.36,28.37,887.3483535528595,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.300987220627777,0.15304863334655572,0.9478804245174596,0.23082068641067716,0.21879041022236406,6.273459803946199,1000000.0,2.005818985502777,2.3087073069711983,0.013300399011970361,0.508524792105096,90771720697.67372,1.0171974386640257,0.07386963997689477,0.00884163104255088,0.3775115373010549,0.15304863334655572,0.9460605715135442,2.4831750476237224,2.374856860604672,2.377511537301055,0.002654676696383085,1.0050035355898328,12.583717910068497,15.304863334755572,0.993270019049889,1.0,1922530.9786097312,7537.2945029675375,466.31635872078675,479.67439301114825,-319.67439301114825,47.5874700044519,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.74,155.0,106.83666692666895,10.0,NGC2683,16.5,102.03,27.05,756.9313169502205,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.300987220627777,0.15304863334655572,0.9478804245174596,0.23082068641067716,0.21879041022236406,6.273459803946199,1000000.0,2.005818985502777,2.3087073069711983,0.013300399011970361,0.508524792105096,90771720697.67372,1.0171974386640257,0.07386963997689477,0.00884163104255088,0.3775115373010549,0.15304863334655572,0.9460605715135442,2.4831750476237224,2.374856860604672,2.377511537301055,0.002654676696383085,1.0050035355898328,12.583717910068497,15.304863334755572,0.993270019049889,1.0,1922530.9786097312,6227.206604173044,444.58018131317147,457.23693094111763,-302.23693094111763,48.163333073331046,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.62,151.0,102.08162910142059,12.0,NGC2683,15.67,97.49,25.9,658.6077411900636,NGC2683,NGC2683,Bizyaev_2014,,False,unique_to_2014,NED,,EON_133.173_33.421,NED,,133.172729,33.422428,r,48.08,0.55,21.58,1.48,0.4488352745424293,2.2279888785912885,19.92,0.08,0.096,9.33,0.25,SC,,,NED,thick_like,NED,NED,,133.172729,33.422428,,,NED,,True,coord_strict,NGC2683,45.0,0.0007352795597574,Bizyaev_2014,0.35,2,2.300987220627777,0.15304863334655572,0.9478804245174596,0.23082068641067716,0.21879041022236406,6.273459803946199,1000000.0,2.005818985502777,2.3087073069711983,0.013300399011970361,0.508524792105096,90771720697.67372,1.0171974386640257,0.07386963997689477,0.00884163104255088,0.3775115373010549,0.15304863334655572,0.9460605715135442,2.4831750476237224,2.374856860604672,2.377511537301055,0.002654676696383085,1.0050035355898328,12.583717910068497,15.304863334755572,0.993270019049889,1.0,1922530.9786097312,5234.232293727458,425.68664767507636,437.75538946864447,-286.75538946864447,48.91837089857941,NGC2683_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.44,285.0,289.9312589218348,14.4,NGC2841,-0.57,163.4,239.5,23611.918604651164,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,9180.771709296929,177.71284331747503,340.0617437760111,-55.0617437760111,-4.931258921834797,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.77,297.0,286.07929722368937,13.6,NGC2841,-0.57,171.13,229.25,23397.61273209549,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,7643.871419565053,169.7568710001461,332.6541139859242,-35.6541139859242,10.920702776310634,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.13,303.0,284.22515177232293,8.47,NGC2841,-0.43,180.88,219.24,22229.78208232445,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,6369.362551174958,162.18960304641163,327.2451745043043,-24.245174504304316,18.77484822767707,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.47,306.0,282.78312361242496,5.93,NGC2841,-0.1,188.37,210.91,20947.65100671141,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,5437.271599334171,155.89933947590586,322.91004792205484,-16.910047922054844,23.21687638757504,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,307.0,281.6261658653187,5.93,NGC2841,-0.19,194.64,203.54,19635.208333333336,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,4715.34635846945,150.44488200219163,319.29134003391533,-12.291340033915333,25.373834134681317,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.13,304.0,281.0518416591501,8.47,NGC2841,-0.28,200.57,196.88,18014.81481481481,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,4128.205833481,145.52558512425753,316.4930230285614,-12.493023028561424,22.948158340849886,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.48,308.0,281.0117926351134,8.47,NGC2841,-0.38,206.64,190.44,17310.948905109486,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,3617.7200469902536,140.80165431381334,314.3131137218213,-6.31311372182131,26.98820736488659,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.83,313.0,280.55263213878425,12.7,NGC2841,-0.48,211.29,184.57,16804.288164665522,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,3196.3841165538197,136.5097776699851,312.0011198689979,0.9988801310021245,32.44736786121575,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.16,314.0,280.233626461922,9.32,NGC2841,-0.53,215.14,179.57,16005.844155844155,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,1,2.313062072282436,0.07120157328842058,0.9922441332292029,0.05037149289806392,0.049980818310100386,0.15344111221200818,708034.3627138668,2.076002202137157,2.3685425924783305,0.06572769953051644,0.2808445173303393,92633579806.6337,0.6249159033890626,0.009403661151746068,0.023192694882221688,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,2863.0876860330613,132.80293726406677,310.10886079885506,3.891139201144938,33.76637353807803,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.86,317.0,284.37957257862246,8.47,NGC2841,8.02,227.72,170.15,14648.542274052475,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.3842636455708566,0.04034275632455375,0.9462109815787754,0.0841203881264704,0.07959563501993511,0.39779971172320894,708034.3627138668,2.0330577501372553,2.4190434984061016,0.04002287021154946,0.40414972533252663,160890513395.27368,0.8235738946470844,0.061797912136674515,0.01314096297216735,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,5985.088385317813,202.62701281734425,349.1839738923884,-32.183973892388394,32.62042742137754,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.18,320.0,285.497386678057,7.63,NGC2841,12.15,231.73,166.32,14261.838440111422,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.3842636455708566,0.04034275632455375,0.9462109815787754,0.0841203881264704,0.07959563501993511,0.39779971172320894,708034.3627138668,2.0330577501372553,2.4190434984061016,0.04002287021154946,0.40414972533252663,160890513395.27368,0.8235738946470844,0.061797912136674515,0.01314096297216735,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,5463.486964286865,198.06018379164374,347.47171712756665,-27.47171712756665,34.50261332194299,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.51,316.0,286.64103840866886,20.5,NGC2841,16.24,235.48,162.63,13296.404793608524,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.3842636455708566,0.04034275632455375,0.9462109815787754,0.0841203881264704,0.07959563501993511,0.39779971172320894,708034.3627138668,2.0330577501372553,2.4190434984061016,0.04002287021154946,0.40414972533252663,160890513395.27368,0.8235738946470844,0.061797912136674515,0.01314096297216735,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,4993.889467885734,193.65977874567,345.929465070297,-29.929465070297,29.358961591331138,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.85,318.0,288.61413842707015,23.4,NGC2841,20.27,239.96,159.08,12882.03821656051,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.3842636455708566,0.04034275632455375,0.9462109815787754,0.0841203881264704,0.07959563501993511,0.39779971172320894,708034.3627138668,2.0330577501372553,2.4190434984061016,0.04002287021154946,0.40414972533252663,160890513395.27368,0.8235738946470844,0.061797912136674515,0.01314096297216735,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,4570.665996636005,189.41945009315342,345.2214491794979,-27.22144917949788,29.385861572929855,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.21,321.0,289.92085747665686,8.48,NGC2841,24.66,243.42,155.54,12550.669914738122,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.3842636455708566,0.04034275632455375,0.9462109815787754,0.0841203881264704,0.07959563501993511,0.39779971172320894,708034.3627138668,2.0330577501372553,2.4190434984061016,0.04002287021154946,0.40414972533252663,160890513395.27368,0.8235738946470844,0.061797912136674515,0.01314096297216735,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,4178.616217377015,185.21997501529177,344.03567074456873,-23.035670744568733,31.079142523343137,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.57,323.0,289.8394476257502,8.66,NGC2841,27.1,245.15,152.23,12173.745624270712,NGC2841,NGC2841,Bizyaev_2014,,False,unique_to_2014,PGC26549,,EON_140.660_50.765,PGC26549,PGC26549,140.659882,50.76506,r,5.8,0.14,2.04,0.3,0.3517241379310345,2.8431372549019605,21.01,0.22,0.143,15.32,0.22,SB,8070.0,PGC026549,NED,thick_like,PGC26549,PGC26549,PGC26549,140.659882,50.76506,PGC026549,PGC26549,NED,,True,coord_review,NGC2841,46.0,0.2313387107923883,Bizyaev_2014,0.35,2,2.3842636455708566,0.04034275632455375,0.9462109815787754,0.0841203881264704,0.07959563501993511,0.39779971172320894,708034.3627138668,2.0330577501372553,2.4190434984061016,0.04002287021154946,0.40414972533252663,160890513395.27368,0.8235738946470844,0.061797912136674515,0.01314096297216735,0.3252159637757419,0.055560619591396423,0.9570753448592516,2.917770732084279,2.322465733434182,2.325215963775742,0.002750230341559856,1.0072226876906138,10.840532125891396,5.556061959239642,1.1671082928341117,1.0,708034.3627138668,3834.927481386756,181.28797123770926,341.86581273283895,-18.865812732838947,33.16055237424979,NGC2841_pointwise_topostructure_v8_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
