galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms,source_file
NGC2841,1,3.44,6.51,4.975,3.07,0.35,33.587630997508214,67233879354.83422,120698253955.32573,53464374600.49151,1591787601.9436412,282.98789495077904,305.2,9.407,10,63.64,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9408909251462103,0.5,0.07817410433689503,1.1315348219296144,0.07817410433689503,16096.914309281037,2898.1627255038593,0.4145574457133595,170.92680765441753,13682.37716288888,170.91791648134233,16267.83222576238,284.48631834091395,NGC2841_segment_structure_v7.csv
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,56.67701753247867,128991340278.68521,186325475631.20358,57334135352.51837,1011594079.0226504,287.1012252081233,320.4,12.484,10,63.64,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.13191389063482087,9818.596011436039,1767.9197822607605,0.4145574457133595,181.18972890476837,8345.806609720632,181.16126719632854,9999.757278632367,289.73774754787945,NGC2841_segment_structure_v7.csv
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,441.172348379141,191496755906.7732,231285786374.04645,39789030467.273254,90189311.75867529,255.45435211970735,313.3,7.552,10,63.64,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,3981.5086038376708,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,3987.041765587913,255.6317948495177,NGC2841_segment_structure_v7.csv
NGC2841,4,24.59,43.08,33.835,18.49,0.35,1375.7863767609883,234369905650.8972,241755483203.32205,7385577552.424866,5368258.966055994,173.643980848759,284.1,3.818,10,63.64,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,891.1550786169406,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,918.2452543760825,176.26351914623388,NGC2841_segment_structure_v7.csv
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2210.7965556359636,241749915468.12183,260390707539.56726,18640792071.445435,8431708.482594037,139.79052367963587,284.1,5.090000000000001,10,63.64,0.9507808740966728,3.3327733059338356,2.564415803702775,0.7683575022310607,1.3827733059338354,2.151130808164896,0.0019224683967481004,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,0.8548082966687618,359.2167373276992,64.71128004671897,0.9999988173175837,0.11016534191407622,305.3342267285443,0.1101653371336931,359.3269026648329,139.81195766087717,NGC2841_segment_structure_v7.csv
NGC2998,1,0.33,2.64,1.485,2.31,0.35,7.543733651469222,152350523.0288474,14688657544.566149,14536307021.537302,1926937998.2293253,106.16040290309387,135.75,16.75,4,42.28,-0.7720751010026292,2.7297737146490797,2.617673212880456,0.11210050176862385,0.0,0.11210050176862385,1.7205128115617137,0.9506644998084021,0.5,0.03512298959318827,1.0890826275635215,0.03512298959318827,7589.246561984661,1366.85452539181,0.3571961960374753,32.13211677197731,6450.8595776869615,32.13185103177068,7621.378413016431,106.38489997800158,NGC2998_segment_structure_v7.csv
NGC2998,2,3.63,17.48,10.555,13.850000000000001,0.35,321.48145389651734,32684731727.704136,168961793555.31735,136277061827.61322,423903339.293345,209.6220323237375,208.25,8.75,4,42.28,-0.7720751010026292,2.7297737146490797,2.617673212880456,0.11210050176862385,0.0,0.11210050176862385,1.7205128115617137,0.8091250952229418,0.5,0.24964522232734151,1.2021376930893317,0.24964522232734151,4163.088245905642,749.7264846973529,0.3571961960374753,138.27544434080377,3538.6250090197955,138.20510801546814,4301.29335392111,213.0731126881975,NGC2998_segment_structure_v7.csv
NGC2998,3,22.46,42.28,32.370000000000005,19.82,0.35,1410.8935961250384,175712383825.28354,207161043932.56317,31448660107.279633,22289887.907672197,164.01718193338445,211.2,2.4,5,42.28,-2.6283127031030964,2.0800905539139163,2.617673212880456,-0.5375826589665396,-0.6496831607351634,1.187265819701703,0.047774559917404355,0.18227089981880487,0.5,0.7656102175969727,1.0797427488378966,0.7656102175969727,831.066912862803,149.6770262173901,0.9992698958792484,5.906941395638605,706.4068759333825,5.906803723915102,836.9737165867181,164.59902553147776,NGC2998_segment_structure_v7.csv
NGC3198,1,0.32,2.89,1.605,2.5700000000000003,0.35,9.0710189200119,297935713.1397774,5321504639.018256,5023568925.878479,553804260.5991929,81.2176359373249,64.87777777777778,13.370000000000001,9,44.08,0.2999216087763483,3.1049725630717218,2.613380412086821,0.49159215098490083,0.0,0.49159215098490083,0.4856098421570164,0.8470490236506675,0.5,0.03641107078039928,1.0808156138396623,0.03641107078039928,4109.8469702478815,740.1960494751279,0.9272822770817892,13.11690168449768,3493.3699247106993,13.116840041899964,4122.963810289782,81.34713833636128,NGC3198_segment_structure_v7.csv
NGC3198,2,3.21,5.46,4.335,2.25,0.35,21.44961654146601,6569118255.671475,22571927109.844196,16002808854.172722,746065032.1294267,116.00314163581649,118.625,5.38875,8,44.08,0.2999216087763483,3.1049725630717218,2.613380412086821,0.49159215098490083,0.0,0.49159215098490083,0.4856098421570164,0.8818057759126221,0.5,0.09834392014519057,1.1382664146742592,0.09834392014519057,3104.205044839516,559.2485635098196,0.9272822770817892,28.190044060288695,2638.574288113589,28.188971535030465,3132.3940163745465,116.52865768120587,NGC3198_segment_structure_v7.csv
NGC3198,3,5.78,11.04,8.41,5.259999999999999,0.35,97.28136430585315,25114375029.470512,43069004678.54477,17954629649.074257,184563917.0172902,136.86619416809776,145.66666666666666,1.9344444444444444,9,44.08,-2.1077670451704997,2.262281534190325,2.613380412086821,-0.35109887789649585,-0.8426910288813967,1.1937899067778925,0.04674682418692064,0.6485851015540949,0.5,0.19078947368421054,1.1416492168452126,0.19078947368421054,2227.390619032038,401.1748491715518,0.9993009594313859,4.081964347512241,1893.2820261772324,4.081958022593716,2231.472577054632,136.9915485459941,NGC3198_segment_structure_v7.csv
NGC3198,4,12.05,26.1,19.075000000000003,14.05,0.35,589.3710284941609,46303149943.849106,53068236094.221924,6765086150.372818,11478484.389803769,108.54440155319925,153.125,2.0,8,44.08,-3.0,1.9500000000000002,2.613380412086821,-0.6633804120868207,-0.3122815341903249,0.9756619462771456,0.09672186835434594,0.10296591716897825,0.5,0.4327359346642469,1.0338668634774244,0.4327359346642469,617.6611852446742,111.23999718569057,0.9970108358963894,4.799246993093609,525.0120074579731,4.799113319673042,622.4602985643473,108.9652705916657,NGC3198_segment_structure_v7.csv
NGC3198,5,28.16,44.08,36.12,15.919999999999998,0.35,1264.55789616156,54426029810.43547,62384831070.6339,7958801260.198433,6293742.093071883,83.49923046825627,148.33333333333334,2.2222222222222223,9,44.08,-0.9411879635888251,2.6705842127439112,2.613380412086821,0.0572038006570903,0.720584212743911,0.7777880134010013,0.18705810668426373,0.059210843170438184,0.5,0.8194192377495463,1.0267993541426839,0.8194192377495463,193.02661929100157,34.789948669349926,0.9888653025119334,5.41451053995692,164.0726263973513,5.412545845811856,198.43916513681341,84.66181337971506,NGC3198_segment_structure_v7.csv
NGC3769,1,1.74,6.98,4.36,5.24,0.35,50.2418576806817,6503162725.097713,21571660536.026104,15068497810.92839,299919200.97178894,126.80353346510815,108.625,6.875,4,37.16,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.10252553098176875,1.7763113909354682,0.7499494904045525,0.5,0.11733046286329388,1.1284421038723471,0.11733046286329388,3687.875252118532,664.1292725394642,0.32904040416724983,51.393834250240545,3134.693964300752,51.389229831472164,3739.264481950004,127.68395804212062,NGC3769_segment_structure_v7.csv
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,148.21154493693635,22488675447.75409,23531933232.73447,1043257784.980381,7038977.870612472,93.98851101146455,120.5,4.95,4,37.16,-3.0,1.9500000000000002,2.052525530981769,-0.10252553098176875,0.0,0.10252553098176875,1.7763113909354682,0.06576088459216334,0.5,0.31270182992465023,1.0183866607168688,0.31270182992465023,760.2272118891733,136.8886540698409,0.32904040416724983,25.47879643548101,646.1931301057973,25.465601088513033,785.6928129776863,95.54972782169877,NGC3769_segment_structure_v7.csv
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,1197.9465971717525,24398769108.863003,27494546545.731018,3095777436.8680153,2584236.5963364947,63.51872460033542,118.5,11.575,4,37.16,-1.1825359005065603,2.586112434822704,2.052525530981769,0.5335869038409351,0.6361124348227039,1.169699338663639,0.05065552037161963,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,0.7296824542518837,148.79691590828898,26.8123808731895,0.9991792228177642,1.0008920827171908,126.47737852204563,1.000871189567439,149.79778709785643,63.73199351313575,NGC3769_segment_structure_v7.csv
NGC3917,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,256941519.81789905,4466929045.248565,4209987525.4306655,333139175.4444005,54.43461988407375,62.125,4.35,4,14.86,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.1470390309555855,1356.1225821160626,244.4306025912632,0.6514979845314472,30.85629666874354,1152.7041947986531,30.84892866324038,1386.9715107793031,55.0502747591034,NGC3917_segment_structure_v7.csv
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,7527602410.88514,19299466706.348194,11771864295.463055,361402340.7150089,99.36390463229996,118.75,3.7,4,14.86,0.0853173073813335,3.029861057583467,2.796491955934579,0.2333691016488877,0.0,0.2333691016488877,1.1484276275209915,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.3818977119784657,1739.7683777580266,313.50049852581645,0.6514979845314472,111.25800307960952,1478.8031210943227,111.0485582478657,1850.8169360058923,102.48602886166212,NGC3917_segment_structure_v7.csv
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,22627882215.624134,29501195560.47441,6873313344.850277,130233126.13425332,110.84518004828477,135.75,3.725,4,14.86,-2.131824804503491,2.253861318423778,2.796491955934579,-0.542630637510801,-0.7759997391596887,1.3186303766704897,0.030833797875051437,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,0.6164199192462988,1341.337766368632,241.64621345907733,0.9996958148820826,5.611029688725033,1140.1371014133372,5.610984389780711,1346.9487507584126,111.076777757311,NGC3917_segment_structure_v7.csv
NGC3917,4,11.35,14.86,13.105,3.51,0.35,101.15609472904792,30919326875.010178,30479456559.193287,1e-12,9.885711806871886e-15,101.61509729949712,137.2,4.9,5,14.86,-3.0,1.9500000000000002,2.796491955934579,-0.8464919559345789,-0.30386131842377795,1.1503532743583569,0.05402976488747864,9.885711806871885e-23,0.5,0.8818977119784658,1.0000000000004696,0.8818977119784658,787.9151468284065,141.82472660911316,0.9990662871554256,6.7514577285507364,669.7278748041455,6.751229033376797,794.6663758617833,102.04951178554785,NGC3917_segment_structure_v7.csv
NGC4010,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,216960916.4107131,7356782704.125404,7139821787.714691,564978952.7430775,68.99372899137225,60.825,6.0249999999999995,4,10.47,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.10789222695063483,1.7448175169495272,0.8496193005996745,0.5,0.20869149952244506,1.1940647931827306,0.20869149952244506,2178.5513227162105,392.567085235325,0.34489756343200206,58.86900227551463,1851.768624308779,58.84917834359536,2237.4005010598057,69.91938282633562,NGC4010_segment_structure_v7.csv
NGC4010,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,10063993325.366028,17353480208.607018,7289486883.24099,223791028.85428065,101.36973526596431,110.075,5.550000000000001,4,10.47,-0.9702668291745776,2.6604066097888976,2.552514382838263,0.10789222695063483,0.0,0.10789222695063483,1.7448175169495272,0.6911588305770999,0.5,0.5420248328557784,1.2544236375772964,0.5420248328557784,1810.7177494082266,326.1984685337592,0.34489756343200206,133.47055606632946,1539.1100869969925,133.13698267957997,1943.8547320878065,105.03035563397043,NGC4010_segment_structure_v7.csv
NGC4010,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,20000660749.70181,22584516488.60358,2583855738.9017715,48957990.63332808,101.06352102974711,125.5,4.8,4,10.47,-3.0,1.9500000000000002,2.552514382838263,-0.6025143828382626,-0.7104066097888975,1.31292099262716,0.031426223952880736,0.32866978417990383,0.5,0.874880611270296,1.1537107281765568,0.874880611270296,1115.0475199705388,200.83449957107257,0.9996840155143666,6.368526944958274,947.790391974958,6.36843110132465,1121.4159510718634,101.35171489332714,NGC4010_segment_structure_v7.csv
