galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,a_i,psi_i,g_bar_internal_km2s2_per_kpc,g_scale_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms,source_file
IC4202,4,14.98,18.65,16.814999999999998,3.669999999999998,0.35,135.7096869277186,194295136934.74173,212385271253.0604,18090134318.318665,133300243.54085934,229.03959164474358,245.83333333333334,9.143333333333334,6,25.9,3.10165872443213,3.2526375843660422,-0.15097885993391236,-0.7065862939766774,1.0,0.5713677856384819,0.5,0.6492277992277992,1.2301888635735503,-0.20827782945431667,0.6492277992277992,0.9653687906796219,3119.782012535885,3120.186107572154,-519.0299759168087,2600.752036619076,209.1211263735679,IC4202_segment_structure_v5.csv
IC4202,5,19.62,25.9,22.759999999999998,6.279999999999998,0.35,314.3256441059133,215103318543.75003,227161320071.7987,12058001528.048676,38361494.69238241,205.63923030792338,241.71428571428572,12.457142857142857,7,25.9,3.038963952113425,3.2526375843660422,-0.21367363225261737,-1.0,1.0,0.2772555672202812,0.5,0.8787644787644787,1.1299530648812968,-0.2905282223871922,0.8787644787644787,0.9894539089045888,1857.9742109681529,1858.1909892673393,-536.0577445295869,1321.916466438566,173.45552391360084,IC4202_segment_structure_v5.csv
NGC0100,1,0.23,1.59,0.91,1.36,0.35,2.72162454765791,5040132.2045799615,650641540.976212,645601408.7716321,237211781.95839077,27.599172151429467,25.6275,5.07,4,9.62,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,1.0,0.7034504565076578,0.5,0.0945945945945946,1.1081774351584106,0.08121960185411949,0.0945945945945946,0.1663986595842647,837.0486851035602,837.587743943483,7.131268577341973,844.1799536809021,27.716488916340413,NGC0100_segment_structure_v5.csv
NGC0100,2,2.05,3.42,2.735,1.37,0.35,8.239973415357793,1046830931.1285288,2494491340.2047477,1447660409.0762188,175687509.66818005,51.73566053421866,58.800000000000004,4.0,4,9.62,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,1.0,0.6372704729337906,0.5,0.28430353430353433,1.1698966948154346,0.04752063497113621,0.28430353430353433,0.4213167413160026,978.6393312292176,979.1032463069458,15.475350646354201,994.1146818755718,52.143107453715196,NGC0100_segment_structure_v5.csv
NGC0100,3,3.88,5.7,4.79,1.8200000000000003,0.35,19.17144350482557,2866160585.5505,3791017993.8664155,924857408.3159156,48241406.969857186,55.162498029489754,76.9,4.388,5,9.62,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,1.0,0.3254246431947749,0.5,0.497920997920998,1.114815537262585,-0.05661450028724205,0.497920997920998,0.6163405619563866,635.2612085289063,635.5043046488631,-19.971451464257125,615.2897570646492,54.288469644480394,NGC0100_segment_structure_v5.csv
NGC0100,4,6.16,7.52,6.84,1.3599999999999994,0.35,20.457046050527573,3883281668.2981052,4143246871.941055,259965203.64294958,12707856.403160673,50.06994501779251,82.6,5.423333333333333,3,9.62,3.0143554732070963,3.087722843482061,-0.07336737027496465,-1.0,1.0,0.11275040452995702,0.5,0.7110187110187111,1.0475366560214543,-0.10235461634903348,0.7110187110187111,0.7453843179751962,366.5203792521587,366.6451475337605,-27.951404491747006,338.5689747604117,48.122882159750326,NGC0100_segment_structure_v5.csv
NGC0100,5,7.98,9.62,8.8,1.6399999999999988,0.35,31.737625623625505,4233213632.928847,4646754734.69568,413541101.7668328,13029994.955230445,46.49011326914392,88.84,8.472,5,9.62,3.01469796474989,3.087722843482061,-0.07302487873217078,-0.9953318274662117,1.0,0.11527908994768546,0.5,0.9147609147609149,1.055128267436003,-0.1018801282807601,0.9147609147609149,0.8279551361769495,245.6057536111172,245.73209340619442,-24.163743769465114,221.44200984165207,44.143965460825314,NGC0100_segment_structure_v5.csv
NGC2403,1,0.16,1.57,0.865,1.4100000000000001,0.35,2.682150435965554,20040562.57861709,3020680897.9960055,3000640335.4173884,1118744234.1716304,67.7444087710755,67.01333333333334,1.6440000000000003,15,20.87,3.3000487326452013,3.151202636438478,0.1488460962067233,0.9975657446020333,1.0,0.9179483297675093,0.5,0.04144705318639195,1.0934404818872578,0.20541971727187766,0.04144705318639195,0.15886238515537676,5305.554820511643,5306.7254877089545,49.40348167502221,5354.958302186665,68.0590841210155,NGC2403_segment_structure_v5.csv
NGC2403,2,1.67,2.98,2.325,1.31,0.35,6.697954077269779,3444443969.9970465,7404234806.122429,3959790836.1253824,591194085.6034464,103.12050731849263,97.4,1.6521428571428576,14,20.87,3.23199005697086,3.151202636438478,0.08078742053238219,0.5414368624484167,1.0,0.8553228361138318,0.5,0.11140392908481074,1.142741522849705,0.11262256951023594,0.11140392908481074,0.3718648948103592,4573.694206289588,4574.54521319606,65.58762009689595,4639.281826386484,103.85725899689716,NGC2403_segment_structure_v5.csv
NGC2403,3,3.08,6.46,4.77,3.38,0.35,35.455449201736755,7640088915.136563,13114479958.892422,5474391043.755858,154401965.4808858,102.2789615368371,113.33333333333333,3.049333333333334,15,20.87,3.112049444567389,3.151202636438478,-0.03915319187108901,-0.26240448354241064,1.0,0.606921275899052,0.5,0.22855773838045038,1.1450775896374286,-0.0547596355277717,0.22855773838045038,0.6148028508322447,2193.0788203467096,2193.5137254026863,-31.436323568994766,2161.6424967777148,101.5432652105973,NGC2403_segment_structure_v5.csv
NGC2403,4,6.96,13.42,10.19,6.46,0.35,144.76201337144172,13471590229.974586,17450481955.67915,3978891725.704563,27485744.588915125,81.8632729073081,128.64285714285714,1.542142857142857,14,20.87,3.029140123825649,3.151202636438478,-0.12206251261282919,-0.8180623099009564,1.0,0.2155985728250985,0.5,0.4882606612362242,1.0753254532288565,-0.16924327139303086,0.4882606612362242,0.869710971468937,657.6639304314431,657.8474244017021,-58.45588646821694,599.2080439632261,78.14045026735688,NGC2403_segment_structure_v5.csv
NGC2403,5,13.91,20.87,17.39,6.960000000000001,0.35,266.16854731015394,17522148124.69919,17967974750.924805,445826626.22561646,1674978.6206185934,66.5174223471972,134.26666666666668,4.1066666666666665,15,20.87,3.0019933266640093,3.151202636438478,-0.14920930977446867,-1.0,1.0,0.01647385269554338,0.5,0.8332534738859607,1.0075188903100876,-0.20590670809135145,0.8332534738859607,0.9691309124892643,254.43171223205343,254.47700956983675,-43.98953574891814,210.44217648313528,60.494540654853495,NGC2403_segment_structure_v5.csv
NGC2683,1,2.89,14.43,8.66,11.54,0.35,219.77162204634766,33372527300.734028,93009804358.6125,59637277057.87848,271360226.14103276,205.08057127289626,195.8,7.4,5,34.62,3.157440283858982,3.1574402838589815,4.440892098500626e-16,2.820683493227383e-15,1.0,0.730719681428612,0.5,0.25014442518775276,1.1827326799020386,6.217248937900876e-16,0.25014442518775276,0.8230698045175031,4856.586687484698,4857.163243012833,8.934255784158049e-13,4856.586687484699,205.0805712728963,NGC2683_segment_structure_v5.csv
NGC2683,2,17.31,34.62,25.964999999999996,17.31,0.35,988.4012990358113,90715075997.87022,83880670504.61414,1e-12,1.0117348095105734e-15,122.61999609272766,162.5,10.333333333333334,6,34.62,3.0,3.1574402838589815,-0.15744028385898146,-1.0,1.0,1.0117348095105735e-23,0.5,0.75,1.000000000000433,-0.21691490235468683,0.75,0.9944446841565493,579.0742708176602,579.0742711676603,-94.20737923987416,484.8668915777861,112.20324790226535,NGC2683_segment_structure_v5.csv
NGC2841,1,3.44,6.51,4.975,3.07,0.35,33.587630997508214,67233879354.83422,120698253955.32573,53464374600.49151,1591787601.9436412,282.98789495077904,305.2,9.407,10,63.64,3.3394044978638715,3.215230853415098,0.12417364444877332,0.5942576537835488,1.0,0.9408909251462103,0.5,0.07817410433689503,1.1315348219296144,0.1721127546047546,0.07817410433689503,0.630276555455941,16096.914309281037,16098.310711734623,245.08921364381064,16342.003522924848,285.13412199621274,NGC2841_segment_structure_v5.csv
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,56.67701753247867,128991340278.68521,186325475631.20358,57334135352.51837,1011594079.0226504,287.1012252081233,320.4,12.484,10,63.64,3.289005622239616,3.215230853415098,0.07377476882451761,0.3530638182095704,1.0,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.10291896597445149,0.13191389063482087,0.8134395567664925,9818.596011436039,9819.709206273794,155.34900776169184,9973.94501919773,289.3635575468427,NGC2841_segment_structure_v5.csv
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,441.172348379141,191496755906.7732,231285786374.04645,39789030467.273254,90189311.75867529,255.45435211970735,313.3,7.552,10,63.64,3.0771419721353848,3.215230853415098,-0.13808888127971342,-0.6608517851526113,1.0,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,-0.19095144553947052,0.25754242614707734,0.9622964113724997,3981.5086038376708,3981.840992024742,-219.38174073312882,3762.126863104542,248.31685260224174,NGC2841_segment_structure_v5.csv
NGC2841,4,24.59,43.08,33.835,18.49,0.35,1375.7863767609883,234369905650.8972,241755483203.32205,7385577552.424866,5368258.966055994,173.643980848759,284.1,3.818,10,63.64,3.006274950772232,3.215230853415098,-0.20895590264286623,-1.0,1.0,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,-0.2844693535914199,0.5316624764299183,0.9988488570953514,891.1550786169406,891.2361718795055,-137.2957203343336,753.859358282607,159.70858269827582,NGC2841_segment_structure_v5.csv
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2210.7965556359636,241749915468.12183,260390707539.56726,18640792071.445435,8431708.482594037,139.79052367963587,284.1,5.090000000000001,10,63.64,3.0097140448704884,3.215230853415098,-0.20551680854460974,-0.983541531707126,1.0,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,-0.2800382086414628,0.8548082966687618,0.9999811688849429,359.2167373276992,359.3183682427358,-89.10519195498271,270.1115453727165,121.21909118730339,NGC2841_segment_structure_v5.csv
NGC2998,1,0.33,2.64,1.485,2.31,0.35,7.543733651469222,152350523.0288474,14688657544.566149,14536307021.537302,1926937998.2293253,106.16040290309387,135.75,16.75,4,42.28,3.361093364645766,3.1815604172873853,0.17953294735838066,1.0,1.0,0.9506644998084021,0.5,0.03512298959318827,1.0890826275635215,0.24618362330484916,0.03512298959318827,0.25695598763806016,7589.246561984661,7590.782953551883,71.48222109372425,7660.728783078385,106.65918733457237,NGC2998_segment_structure_v5.csv
NGC2998,2,3.63,17.48,10.555,13.850000000000001,0.35,321.48145389651734,32684731727.704136,168961793555.31735,136277061827.61322,423903339.293345,209.6220323237375,208.25,8.75,4,42.28,3.1987364417183266,3.1815604172873853,0.01717602443094135,0.09567059798029638,1.0,0.8091250952229418,0.5,0.24964522232734151,1.2021376930893317,0.024041800477178844,0.24964522232734151,0.8788832109342697,4163.088245905642,4163.808857861298,30.04244308434528,4193.130688989987,210.37702921728246,NGC2998_segment_structure_v5.csv
NGC2998,3,22.46,42.28,32.370000000000005,19.82,0.35,1410.8935961250384,175712383825.28354,207161043932.56317,31448660107.279633,22289887.907672197,164.01718193338445,211.2,2.4,5,42.28,3.024146900472243,3.1815604172873853,-0.15741351681514226,-0.8767945891341941,1.0,0.18227089981880487,0.5,0.7656102175969727,1.0797427488378966,-0.21687919142597828,0.7656102175969727,0.9984569587927072,831.066912862803,831.2321554501916,-149.02812503885912,682.0387878239438,148.58531408541378,NGC2998_segment_structure_v5.csv
NGC3198,1,0.32,2.89,1.605,2.5700000000000003,0.35,9.0710189200119,297935713.1397774,5321504639.018256,5023568925.878479,553804260.5991929,81.2176359373249,64.87777777777778,13.370000000000001,9,44.08,3.225316538994158,3.142116359454708,0.08320017953945014,0.6172485906307925,1.0,0.8470490236506675,0.5,0.03641107078039928,1.0808156138396623,0.1159563069290259,0.03641107078039928,0.27457674900985884,4109.8469702478815,4110.67062686276,18.75824119686399,4128.605211444746,81.40277246119334,NGC3198_segment_structure_v5.csv
NGC3198,2,3.21,5.46,4.335,2.25,0.35,21.44961654146601,6569118255.671475,22571927109.844196,16002808854.172722,746065032.1294267,116.00314163581649,118.625,5.38875,8,44.08,3.2562511248951744,3.142116359454708,0.11413476544046652,0.8467472486246228,1.0,0.8818057759126221,0.5,0.09834392014519057,1.1382664146742592,0.15844248800772973,0.09834392014519057,0.5797897089359497,3104.205044839516,3105.1610415258906,55.074076061478614,3159.2791209009947,117.0276676222585,NGC3198_segment_structure_v5.csv
NGC3198,3,5.78,11.04,8.41,5.259999999999999,0.35,97.28136430585315,25114375029.470512,43069004678.54477,17954629649.074257,184563917.0172902,136.86619416809776,145.66666666666666,1.9344444444444444,9,44.08,3.1254945248075017,3.142116359454708,-0.016621834647206235,-0.12331468593551945,1.0,0.6485851015540949,0.5,0.19078947368421054,1.1416492168452126,-0.023266368927970325,0.19078947368421054,0.8139983994130913,2227.390619032038,2227.8661090932865,-11.290282018875066,2216.100337013163,136.51887720854103,NGC3198_segment_structure_v5.csv
NGC3198,4,12.05,26.1,19.075000000000003,14.05,0.35,589.3710284941609,46303149943.849106,53068236094.221924,6765086150.372818,11478484.389803769,108.54440155319925,153.125,2.0,8,44.08,3.013039370541366,3.142116359454708,-0.12907698891334185,-0.9576011726254652,1.0,0.10296591716897825,0.5,0.4327359346642469,1.0338668634774244,-0.17876612028593433,0.4327359346642469,0.9779622855463551,617.6611852446742,617.77976493677,-49.40904624844193,568.2521389962324,104.11248508874012,NGC3198_segment_structure_v5.csv
NGC3198,5,28.16,44.08,36.12,15.919999999999998,0.35,1264.55789616156,54426029810.43547,62384831070.6339,7958801260.198433,6293742.093071883,83.49923046825627,148.33333333333334,2.2222222222222223,9,44.08,3.007324347285957,3.142116359454708,-0.13479201216875092,-1.0,1.0,0.059210843170438184,0.5,0.8194192377495463,1.0267993541426839,-0.1865002339956904,0.8194192377495463,0.9992711189441738,193.02661929100157,193.11442495177587,-30.303014866489917,162.72360442451165,76.66535457306227,NGC3198_segment_structure_v5.csv
NGC3769,1,1.74,6.98,4.36,5.24,0.35,50.2418576806817,6503162725.097713,21571660536.026104,15068497810.92839,299919200.97178894,126.80353346510815,108.625,6.875,4,37.16,3.166331081177413,3.131425190794143,0.034905890383269966,0.2719300312426069,1.0,0.7499494904045525,0.5,0.11733046286329388,1.1284421038723471,0.04882938281732574,0.11733046286329388,0.5818855165060808,3687.875252118532,3688.4813882593376,23.846184363711412,3711.7214364822435,127.21283529212995,NGC3769_segment_structure_v5.csv
NGC3769,2,8.72,14.52,11.620000000000001,5.799999999999999,0.35,148.21154493693635,22488675447.75409,23531933232.73447,1043257784.980381,7038977.870612472,93.98851101146455,120.5,4.95,4,37.16,3.0081627433565847,3.131425190794143,-0.1232624474375581,-0.9602608847588818,1.0,0.06576088459216334,0.5,0.31270182992465023,1.0183866607168688,-0.17087459670057772,0.31270182992465023,0.9021187235965753,760.2272118891733,760.3200706415422,-41.37300658990886,718.8542052992644,91.39521795792957,NGC3769_segment_structure_v5.csv
NGC3769,3,17.07,37.16,27.115,20.089999999999996,0.35,1197.9465971717525,24398769108.863003,27494546545.731018,3095777436.8680153,2584236.5963364947,63.51872460033542,118.5,11.575,4,37.16,3.003061691463949,3.131425190794143,-0.12836349933019386,-1.0,1.0,0.02519136157834198,0.5,0.7296824542518837,1.0107594134789148,-0.1777989841993744,0.7296824542518837,0.9955861148898593,148.79691590828898,148.85318037158964,-19.519518108955612,129.27739779933336,59.2060524045382,NGC3769_segment_structure_v5.csv
NGC3917,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,256941519.81789905,4466929045.248565,4209987525.4306655,333139175.4444005,54.43461988407375,62.125,4.35,4,14.86,3.1759066694063134,3.1570071859694764,0.018899483436837006,0.12037336584397632,1.0,0.7691273251896459,0.5,0.1470390309555855,1.1474635080746987,0.026453103885816936,0.1470390309555855,0.3540285685893755,1356.1225821160626,1356.7614056362304,6.055522657276775,1362.1781047733393,54.55601853993514,NGC3917_segment_structure_v5.csv
NGC3917,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,7527602410.88514,19299466706.348194,11771864295.463055,361402340.7150089,99.36390463229996,118.75,3.7,4,14.86,3.1834920279371763,3.1570071859694764,0.026484841967699957,0.16868554011820103,1.0,0.7832694133171589,0.5,0.3818977119784657,1.242021919039625,0.03706179568305602,0.3818977119784657,0.6785778786656087,1739.7683777580266,1740.4337482318049,30.595691287697772,1770.3640690457244,100.23380713030154,NGC3917_segment_structure_v5.csv
NGC3917,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,22627882215.624134,29501195560.47441,6873313344.850277,130233126.13425332,110.84518004828477,135.75,3.725,4,14.86,3.1000706641782902,3.1570071859694764,-0.056936521791186134,-0.3626364069874809,1.0,0.5656576371999219,0.5,0.6164199192462988,1.2220557336973843,-0.07954273391283406,0.6164199192462988,0.8399069387470199,1341.337766368632,1341.7371854211501,-80.39622318859391,1260.941543180038,107.47197092976917,NGC3917_segment_structure_v5.csv
NGC3917,4,11.35,14.86,13.105,3.51,0.35,101.15609472904792,30919326875.010178,30479456559.193287,1e-12,9.885711806871886e-15,101.61509729949712,137.2,4.9,5,14.86,3.0,3.1570071859694764,-0.15700718596947638,-1.0,1.0,9.885711806871885e-23,0.5,0.8818977119784658,1.0000000000004696,-0.21633701879095407,0.8818977119784658,0.9272699036460912,787.9151468284065,787.9151471784065,-150.32406322218668,637.5910836062199,91.40914150488184,NGC3917_segment_structure_v5.csv
NGC4010,1,0.87,3.5,2.185,2.63,0.35,12.637323484440497,216960916.4107131,7356782704.125404,7139821787.714691,564978952.7430775,68.99372899137225,60.825,6.0249999999999995,4,10.47,3.2273502244987777,3.1630827154265875,0.06426750907219025,0.5575707341836529,1.0,0.8496193005996745,0.5,0.20869149952244506,1.1940647931827306,0.08973250272779708,0.20869149952244506,0.3540285685893755,2178.5513227162105,2179.3832477231135,48.73220271998426,2227.283525436195,69.76112458295154,NGC4010_segment_structure_v5.csv
NGC4010,2,4.37,6.98,5.675000000000001,2.6100000000000003,0.35,32.57273949076604,10063993325.366028,17353480208.607018,7289486883.24099,223791028.85428065,101.36973526596431,110.075,5.550000000000001,4,10.47,3.1409913778857494,3.1630827154265875,-0.02209133754083803,-0.19165957214722604,1.0,0.6911588305770999,0.5,0.5420248328557784,1.2544236375772964,-0.030918015148722732,0.5420248328557784,0.6785778786656087,1810.7177494082266,1811.2413370421013,-38.076001925985956,1772.6417474822406,100.29826477542728,NGC4010_segment_structure_v5.csv
NGC4010,3,7.85,10.47,9.16,2.620000000000001,0.35,52.77699728842253,20000660749.70181,22584516488.60358,2583855738.9017715,48957990.63332808,101.06352102974711,125.5,4.8,4,10.47,3.047819296577524,3.1630827154265875,-0.11526341884906355,-1.0,1.0,0.32866978417990383,0.5,0.874880611270296,1.1537107281765568,-0.1599825486965742,0.874880611270296,0.8399069387470199,1115.0475199705388,1115.2924149246026,-180.09725064429767,934.9502693262411,92.54266295621912,NGC4010_segment_structure_v5.csv
NGC4013,1,5.49,9.88,7.6850000000000005,4.390000000000001,0.35,74.19186781513983,59475037443.23878,105185657792.42068,45710620349.18191,616113621.2809304,221.90782079557766,194.85714285714286,5.0,7,31.01,3.2362402388787173,3.231679024910719,0.0045612139679982455,0.019687643150932535,1.0,0.8603573552739753,0.5,0.24782328281199614,1.214150914346481,0.006385612759718295,0.24782328281199614,0.7849747895883458,6407.687824364633,6408.556581629967,12.313388388263014,6420.001212752896,222.12093399768966,NGC4013_segment_structure_v5.csv
NGC4013,2,10.56,14.98,12.77,4.42,0.35,124.12551954854106,102001087003.4481,91583229597.92233,1e-12,8.056361041928495e-15,180.49914362500803,182.0,7.142857142857143,7,31.01,3.0,3.231679024910719,-0.231679024910719,-1.0,1.0,8.056361041928494e-23,0.5,0.4118026443082876,1.0000000000003209,-0.3134354742600141,0.4118026443082876,0.9222300368415624,2551.2874588380014,2551.2874591880013,-329.30374759390304,2221.9837112440982,168.44800976143094,NGC4013_segment_structure_v5.csv
NGC4013,3,15.68,20.79,18.235,5.109999999999999,0.35,204.91539167067666,90745956471.53741,86272342144.80191,1e-12,4.8800628974085005e-15,144.67868483384245,166.25,5.125,8,31.01,3.0,3.231679024910719,-0.231679024910719,-1.0,1.0,4.8800628974085004e-23,0.5,0.5880361173814898,1.0000000000003835,-0.3134354742600141,0.5880361173814898,0.9739307807577811,1147.8980995475906,1147.8980998975906,-211.5706821264921,936.3274174210985,130.6672508958298,NGC4013_segment_structure_v5.csv
NGC4013,4,21.48,25.2,23.34,3.719999999999999,0.35,190.9377076805821,85994044372.93501,86916522670.78365,922478297.8486328,4831304.979275431,126.15143218923197,172.5,5.0,6,31.01,3.0056618703513265,3.231679024910719,-0.22601715455939253,-0.9755615755310246,1.0,0.04608647178655796,0.5,0.7526604321186714,1.0199913907743392,-0.3062699284020838,0.7526604321186714,0.9906089671768983,681.8416385344641,681.918569338435,-160.33652450546035,521.5051140290037,110.32646718461055,NGC4013_segment_structure_v5.csv
NGC4013,5,25.9,31.01,28.455,5.110000000000003,0.35,319.7624058123997,86855987923.48595,85658926655.52174,1e-12,3.1273219797660843e-15,114.36964773183456,177.5,6.125,8,31.01,3.0,3.231679024910719,-0.231679024910719,-1.0,1.0,3.1273219797660843e-23,0.5,0.9176072234762979,1.000000000000479,-0.3134354742600141,0.9176072234762979,0.9966237849343593,459.6877990618145,459.68779941181447,-132.2111092106839,327.4766898511306,96.53159694998276,NGC4013_segment_structure_v5.csv
